,Variable,Year,province,value,adm_level,region,unit
40,Poverty Incidence among Families (%),1991,2nd District,,District,NCR,%
41,Poverty Incidence among Families (%),2006,2nd District,3.2,District,NCR,%
42,Poverty Incidence among Families (%),2009,2nd District,2.2,District,NCR,%
43,Poverty Incidence among Families (%),2012,2nd District,1.9,District,NCR,%
44,Poverty Incidence among Families (%),2015,2nd District,1.9,District,NCR,%
45,Magnitude of Poor Families,1991,2nd District,,District,NCR,families
46,Magnitude of Poor Families,2006,2nd District,"  28,247 ",District,NCR,families
47,Magnitude of Poor Families,2009,2nd District,"  21,168 ",District,NCR,families
48,Magnitude of Poor Families,2012,2nd District,"  19,782 ",District,NCR,families
49,Magnitude of Poor Families,2015,2nd District,"  21,727 ",District,NCR,families
50,Poverty Incidence among Population (%),1991,2nd District,,District,NCR,%
51,Poverty Incidence among Population (%),2006,2nd District,4.9,District,NCR,%
52,Poverty Incidence among Population (%),2009,2nd District,3.3,District,NCR,%
53,Poverty Incidence among Population (%),2012,2nd District,2.4,District,NCR,%
54,Poverty Incidence among Population (%),2015,2nd District,2.9,District,NCR,%
55,Magnitude of Poor Population,1991,2nd District,,District,NCR,population
56,Magnitude of Poor Population,2006,2nd District,"  183,449 ",District,NCR,population
57,Magnitude of Poor Population,2009,2nd District,"  131,502 ",District,NCR,population
58,Magnitude of Poor Population,2012,2nd District,"  104,495 ",District,NCR,population
59,Magnitude of Poor Population,2015,2nd District,"  137,392 ",District,NCR,population
60,Subsistence Incidence among Population (%),1991,2nd District,,District,NCR,%
61,Subsistence Incidence among Population (%),2006,2nd District,0.3,District,NCR,%
62,Subsistence Incidence among Population (%),2009,2nd District,0.5,District,NCR,%
63,Subsistence Incidence among Population (%),2012,2nd District,0.4,District,NCR,%
64,Subsistence Incidence among Population (%),2015,2nd District,0.3,District,NCR,%
65,Magnitude of Subsistence Poor Population,1991,2nd District,,District,NCR,population
66,Magnitude of Subsistence Poor Population,2006,2nd District,"  13,020 ",District,NCR,population
67,Magnitude of Subsistence Poor Population,2009,2nd District,"  17,896 ",District,NCR,population
68,Magnitude of Subsistence Poor Population,2012,2nd District,"  16,828 ",District,NCR,population
69,Magnitude of Subsistence Poor Population,2015,2nd District,"  15,456 ",District,NCR,population
70,Annual Per Capita Poverty Threshold (in Pesos),1991,3rd District,,District,NCR,in Pesos
71,Annual Per Capita Poverty Threshold (in Pesos),2006,3rd District,"  15,699 ",District,NCR,in Pesos
72,Annual Per Capita Poverty Threshold (in Pesos),2009,3rd District,"  19,227 ",District,NCR,in Pesos
73,Annual Per Capita Poverty Threshold (in Pesos),2012,3rd District,"  20,344 ",District,NCR,in Pesos
74,Annual Per Capita Poverty Threshold (in Pesos),2015,3rd District,"  25,007 ",District,NCR,in Pesos
75,Poverty Incidence among Families (%),1991,3rd District,,District,NCR,%
76,Poverty Incidence among Families (%),2006,3rd District,3.3,District,NCR,%
77,Poverty Incidence among Families (%),2009,3rd District,3.2,District,NCR,%
78,Poverty Incidence among Families (%),2012,3rd District,2.8,District,NCR,%
79,Poverty Incidence among Families (%),2015,3rd District,3.3,District,NCR,%
80,Magnitude of Poor Families,1991,3rd District,,District,NCR,families
81,Magnitude of Poor Families,2006,3rd District,"  18,631 ",District,NCR,families
82,Magnitude of Poor Families,2009,3rd District,"  19,306 ",District,NCR,families
83,Magnitude of Poor Families,2012,3rd District,"  18,266 ",District,NCR,families
84,Magnitude of Poor Families,2015,3rd District,"  22,352 ",District,NCR,families
85,Poverty Incidence among Population (%),1991,3rd District,,District,NCR,%
86,Poverty Incidence among Population (%),2006,3rd District,4.6,District,NCR,%
87,Poverty Incidence among Population (%),2009,3rd District,4.5,District,NCR,%
88,Poverty Incidence among Population (%),2012,3rd District,3.8,District,NCR,%
89,Poverty Incidence among Population (%),2015,3rd District,4.1,District,NCR,%
90,Magnitude of Poor Population,1991,3rd District,,District,NCR,population
91,Magnitude of Poor Population,2006,3rd District,"  113,009 ",District,NCR,population
92,Magnitude of Poor Population,2009,3rd District,"  113,585 ",District,NCR,population
93,Magnitude of Poor Population,2012,3rd District,"  100,451 ",District,NCR,population
94,Magnitude of Poor Population,2015,3rd District,"  115,990 ",District,NCR,population
95,Subsistence Incidence among Population (%),1991,3rd District,,District,NCR,%
96,Subsistence Incidence among Population (%),2006,3rd District,0.9,District,NCR,%
97,Subsistence Incidence among Population (%),2009,3rd District,1.2,District,NCR,%
98,Subsistence Incidence among Population (%),2012,3rd District,0.4,District,NCR,%
99,Subsistence Incidence among Population (%),2015,3rd District,0.7,District,NCR,%
100,Magnitude of Subsistence Poor Population,1991,3rd District,,District,NCR,population
101,Magnitude of Subsistence Poor Population,2006,3rd District,"  21,823 ",District,NCR,population
102,Magnitude of Subsistence Poor Population,2009,3rd District,"  30,476 ",District,NCR,population
103,Magnitude of Subsistence Poor Population,2012,3rd District,"  10,459 ",District,NCR,population
104,Magnitude of Subsistence Poor Population,2015,3rd District,"  19,967 ",District,NCR,population
105,Annual Per Capita Poverty Threshold (in Pesos),1991,4th District,,District,NCR,in Pesos
106,Annual Per Capita Poverty Threshold (in Pesos),2006,4th District,"  15,699 ",District,NCR,in Pesos
107,Annual Per Capita Poverty Threshold (in Pesos),2009,4th District,"  19,227 ",District,NCR,in Pesos
108,Annual Per Capita Poverty Threshold (in Pesos),2012,4th District,"  20,344 ",District,NCR,in Pesos
109,Annual Per Capita Poverty Threshold (in Pesos),2015,4th District,"  25,007 ",District,NCR,in Pesos
110,Poverty Incidence among Families (%),1991,4th District,,District,NCR,%
111,Poverty Incidence among Families (%),2006,4th District,2.4,District,NCR,%
112,Poverty Incidence among Families (%),2009,4th District,1.5,District,NCR,%
113,Poverty Incidence among Families (%),2012,4th District,3.0,District,NCR,%
114,Poverty Incidence among Families (%),2015,4th District,2.8,District,NCR,%
115,Magnitude of Poor Families,1991,4th District,,District,NCR,families
116,Magnitude of Poor Families,2006,4th District,"  16,570 ",District,NCR,families
117,Magnitude of Poor Families,2009,4th District,"  11,095 ",District,NCR,families
118,Magnitude of Poor Families,2012,4th District,"  24,138 ",District,NCR,families
119,Magnitude of Poor Families,2015,4th District,"  23,457 ",District,NCR,families
120,Poverty Incidence among Population (%),1991,4th District,,District,NCR,%
121,Poverty Incidence among Population (%),2006,4th District,4.4,District,NCR,%
122,Poverty Incidence among Population (%),2009,4th District,2.4,District,NCR,%
123,Poverty Incidence among Population (%),2012,4th District,4.8,District,NCR,%
124,Poverty Incidence among Population (%),2015,4th District,4.5,District,NCR,%
125,Magnitude of Poor Population,1991,4th District,,District,NCR,population
126,Magnitude of Poor Population,2006,4th District,"  124,306 ",District,NCR,population
127,Magnitude of Poor Population,2009,4th District,"  73,457 ",District,NCR,population
128,Magnitude of Poor Population,2012,4th District,"  153,295 ",District,NCR,population
129,Magnitude of Poor Population,2015,4th District,"  159,242 ",District,NCR,population
130,Subsistence Incidence among Population (%),1991,4th District,,District,NCR,%
131,Subsistence Incidence among Population (%),2006,4th District,1.2,District,NCR,%
132,Subsistence Incidence among Population (%),2009,4th District,0.2,District,NCR,%
133,Subsistence Incidence among Population (%),2012,4th District,0.7,District,NCR,%
134,Subsistence Incidence among Population (%),2015,4th District,0.6,District,NCR,%
135,Magnitude of Subsistence Poor Population,1991,4th District,,District,NCR,population
136,Magnitude of Subsistence Poor Population,2006,4th District,"  34,761 ",District,NCR,population
137,Magnitude of Subsistence Poor Population,2009,4th District,"  7,262 ",District,NCR,population
138,Magnitude of Subsistence Poor Population,2012,4th District,"  22,004 ",District,NCR,population
139,Magnitude of Subsistence Poor Population,2015,4th District,"  22,469 ",District,NCR,population
140,Annual Per Capita Poverty Threshold (in Pesos),1991,ARMM,"  5,201 ",Region,ARMM,in Pesos
141,Annual Per Capita Poverty Threshold (in Pesos),2006,ARMM,"  12,647 ",Region,ARMM,in Pesos
142,Annual Per Capita Poverty Threshold (in Pesos),2009,ARMM,"  16,683 ",Region,ARMM,in Pesos
143,Annual Per Capita Poverty Threshold (in Pesos),2012,ARMM,"  20,517 ",Region,ARMM,in Pesos
144,Annual Per Capita Poverty Threshold (in Pesos),2015,ARMM,"  21,563 ",Region,ARMM,in Pesos
145,Poverty Incidence among Families (%),1991,ARMM,26.9,Region,ARMM,%
146,Poverty Incidence among Families (%),2006,ARMM,40.5,Region,ARMM,%
147,Poverty Incidence among Families (%),2009,ARMM,39.9,Region,ARMM,%
148,Poverty Incidence among Families (%),2012,ARMM,48.7,Region,ARMM,%
149,Poverty Incidence among Families (%),2015,ARMM,48.2,Region,ARMM,%
150,Magnitude of Poor Families,1991,ARMM,"  104,747 ",Region,ARMM,families
151,Magnitude of Poor Families,2006,ARMM,"  205,834 ",Region,ARMM,families
152,Magnitude of Poor Families,2009,ARMM,"  212,494 ",Region,ARMM,families
153,Magnitude of Poor Families,2012,ARMM,"  271,355 ",Region,ARMM,families
154,Magnitude of Poor Families,2015,ARMM,"  296,999 ",Region,ARMM,families
155,Poverty Incidence among Population (%),1991,ARMM,30.5,Region,ARMM,%
156,Poverty Incidence among Population (%),2006,ARMM,47.1,Region,ARMM,%
157,Poverty Incidence among Population (%),2009,ARMM,47.4,Region,ARMM,%
158,Poverty Incidence among Population (%),2012,ARMM,55.8,Region,ARMM,%
159,Poverty Incidence among Population (%),2015,ARMM,53.7,Region,ARMM,%
160,Magnitude of Poor Population,1991,ARMM,"  631,372 ",Region,ARMM,population
161,Magnitude of Poor Population,2006,ARMM,"  1,450,467 ",Region,ARMM,population
162,Magnitude of Poor Population,2009,ARMM,"  1,507,868 ",Region,ARMM,population
163,Magnitude of Poor Population,2012,ARMM,"  1,854,188 ",Region,ARMM,population
164,Magnitude of Poor Population,2015,ARMM,"  1,990,503 ",Region,ARMM,population
165,Subsistence Incidence among Population (%),1991,ARMM,11.3,Region,ARMM,%
166,Subsistence Incidence among Population (%),2006,ARMM,17.2,Region,ARMM,%
167,Subsistence Incidence among Population (%),2009,ARMM,14.2,Region,ARMM,%
168,Subsistence Incidence among Population (%),2012,ARMM,25.1,Region,ARMM,%
169,Subsistence Incidence among Population (%),2015,ARMM,21.1,Region,ARMM,%
170,Magnitude of Subsistence Poor Population,1991,ARMM,"  234,254 ",Region,ARMM,population
171,Magnitude of Subsistence Poor Population,2006,ARMM,"  529,242 ",Region,ARMM,population
172,Magnitude of Subsistence Poor Population,2009,ARMM,"  452,480 ",Region,ARMM,population
173,Magnitude of Subsistence Poor Population,2012,ARMM,"  832,481 ",Region,ARMM,population
174,Magnitude of Subsistence Poor Population,2015,ARMM,"  783,054 ",Region,ARMM,population
175,Annual Per Capita Poverty Threshold (in Pesos),1991,Abra,,Province,CAR,in Pesos
176,Annual Per Capita Poverty Threshold (in Pesos),2006,Abra,"  14,680 ",Province,CAR,in Pesos
177,Annual Per Capita Poverty Threshold (in Pesos),2009,Abra,"  17,852 ",Province,CAR,in Pesos
178,Annual Per Capita Poverty Threshold (in Pesos),2012,Abra,"  19,775 ",Province,CAR,in Pesos
179,Annual Per Capita Poverty Threshold (in Pesos),2015,Abra,"  21,240 ",Province,CAR,in Pesos
180,Poverty Incidence among Families (%),1991,Abra,,Province,CAR,%
181,Poverty Incidence among Families (%),2006,Abra,39.4,Province,CAR,%
182,Poverty Incidence among Families (%),2009,Abra,38.9,Province,CAR,%
183,Poverty Incidence among Families (%),2012,Abra,27.2,Province,CAR,%
184,Poverty Incidence among Families (%),2015,Abra,19.9,Province,CAR,%
185,Magnitude of Poor Families,1991,Abra,,Province,CAR,families
186,Magnitude of Poor Families,2006,Abra,"  18,054 ",Province,CAR,families
187,Magnitude of Poor Families,2009,Abra,"  18,852 ",Province,CAR,families
188,Magnitude of Poor Families,2012,Abra,"  13,914 ",Province,CAR,families
189,Magnitude of Poor Families,2015,Abra,"  12,400 ",Province,CAR,families
190,Poverty Incidence among Population (%),1991,Abra,,Province,CAR,%
191,Poverty Incidence among Population (%),2006,Abra,49.3,Province,CAR,%
192,Poverty Incidence among Population (%),2009,Abra,48.8,Province,CAR,%
193,Poverty Incidence among Population (%),2012,Abra,37.4,Province,CAR,%
194,Poverty Incidence among Population (%),2015,Abra,28.9,Province,CAR,%
195,Magnitude of Poor Population,1991,Abra,,Province,CAR,population
196,Magnitude of Poor Population,2006,Abra,"  105,370 ",Province,CAR,population
197,Magnitude of Poor Population,2009,Abra,"  107,945 ",Province,CAR,population
198,Magnitude of Poor Population,2012,Abra,"  84,347 ",Province,CAR,population
199,Magnitude of Poor Population,2015,Abra,"  76,930 ",Province,CAR,population
200,Subsistence Incidence among Population (%),1991,Abra,,Province,CAR,%
201,Subsistence Incidence among Population (%),2006,Abra,25.8,Province,CAR,%
202,Subsistence Incidence among Population (%),2009,Abra,29.9,Province,CAR,%
203,Subsistence Incidence among Population (%),2012,Abra,13.5,Province,CAR,%
204,Subsistence Incidence among Population (%),2015,Abra,8.4,Province,CAR,%
205,Magnitude of Subsistence Poor Population,1991,Abra,,Province,CAR,population
206,Magnitude of Subsistence Poor Population,2006,Abra,"  55,266 ",Province,CAR,population
207,Magnitude of Subsistence Poor Population,2009,Abra,"  66,180 ",Province,CAR,population
208,Magnitude of Subsistence Poor Population,2012,Abra,"  30,475 ",Province,CAR,population
209,Magnitude of Subsistence Poor Population,2015,Abra,"  22,360 ",Province,CAR,population
210,Annual Per Capita Poverty Threshold (in Pesos),1991,Agusan del Norte,,Province,CARAGA,in Pesos
211,Annual Per Capita Poverty Threshold (in Pesos),2006,Agusan del Norte,"  14,739 ",Province,CARAGA,in Pesos
212,Annual Per Capita Poverty Threshold (in Pesos),2009,Agusan del Norte,"  18,890 ",Province,CARAGA,in Pesos
213,Annual Per Capita Poverty Threshold (in Pesos),2012,Agusan del Norte,"  18,905 ",Province,CARAGA,in Pesos
214,Annual Per Capita Poverty Threshold (in Pesos),2015,Agusan del Norte,"  21,535 ",Province,CARAGA,in Pesos
215,Poverty Incidence among Families (%),1991,Agusan del Norte,,Province,CARAGA,%
216,Poverty Incidence among Families (%),2006,Agusan del Norte,38.7,Province,CARAGA,%
217,Poverty Incidence among Families (%),2009,Agusan del Norte,37.3,Province,CARAGA,%
218,Poverty Incidence among Families (%),2012,Agusan del Norte,27.7,Province,CARAGA,%
219,Poverty Incidence among Families (%),2015,Agusan del Norte,28.1,Province,CARAGA,%
220,Magnitude of Poor Families,1991,Agusan del Norte,,Province,CARAGA,families
221,Magnitude of Poor Families,2006,Agusan del Norte,"  46,898 ",Province,CARAGA,families
222,Magnitude of Poor Families,2009,Agusan del Norte,"  48,842 ",Province,CARAGA,families
223,Magnitude of Poor Families,2012,Agusan del Norte,"  39,125 ",Province,CARAGA,families
224,Magnitude of Poor Families,2015,Agusan del Norte,"  45,678 ",Province,CARAGA,families
225,Poverty Incidence among Population (%),1991,Agusan del Norte,,Province,CARAGA,%
226,Poverty Incidence among Population (%),2006,Agusan del Norte,44.1,Province,CARAGA,%
227,Poverty Incidence among Population (%),2009,Agusan del Norte,45.9,Province,CARAGA,%
228,Poverty Incidence among Population (%),2012,Agusan del Norte,34.7,Province,CARAGA,%
229,Poverty Incidence among Population (%),2015,Agusan del Norte,34.9,Province,CARAGA,%
230,Magnitude of Poor Population,1991,Agusan del Norte,,Province,CARAGA,population
231,Magnitude of Poor Population,2006,Agusan del Norte,"  273,427 ",Province,CARAGA,population
232,Magnitude of Poor Population,2009,Agusan del Norte,"  290,793 ",Province,CARAGA,population
233,Magnitude of Poor Population,2012,Agusan del Norte,"  230,721 ",Province,CARAGA,population
234,Magnitude of Poor Population,2015,Agusan del Norte,"  270,149 ",Province,CARAGA,population
235,Subsistence Incidence among Population (%),1991,Agusan del Norte,,Province,CARAGA,%
236,Subsistence Incidence among Population (%),2006,Agusan del Norte,23.6,Province,CARAGA,%
237,Subsistence Incidence among Population (%),2009,Agusan del Norte,24.9,Province,CARAGA,%
238,Subsistence Incidence among Population (%),2012,Agusan del Norte,15.9,Province,CARAGA,%
239,Subsistence Incidence among Population (%),2015,Agusan del Norte,15.7,Province,CARAGA,%
240,Magnitude of Subsistence Poor Population,1991,Agusan del Norte,,Province,CARAGA,population
241,Magnitude of Subsistence Poor Population,2006,Agusan del Norte,"  146,385 ",Province,CARAGA,population
242,Magnitude of Subsistence Poor Population,2009,Agusan del Norte,"  157,473 ",Province,CARAGA,population
243,Magnitude of Subsistence Poor Population,2012,Agusan del Norte,"  105,651 ",Province,CARAGA,population
244,Magnitude of Subsistence Poor Population,2015,Agusan del Norte,"  121,778 ",Province,CARAGA,population
245,Annual Per Capita Poverty Threshold (in Pesos),1991,Agusan del Sur,,Province,CARAGA,in Pesos
246,Annual Per Capita Poverty Threshold (in Pesos),2006,Agusan del Sur,"  14,969 ",Province,CARAGA,in Pesos
247,Annual Per Capita Poverty Threshold (in Pesos),2009,Agusan del Sur,"  19,107 ",Province,CARAGA,in Pesos
248,Annual Per Capita Poverty Threshold (in Pesos),2012,Agusan del Sur,"  19,634 ",Province,CARAGA,in Pesos
249,Annual Per Capita Poverty Threshold (in Pesos),2015,Agusan del Sur,"  22,957 ",Province,CARAGA,in Pesos
250,Poverty Incidence among Families (%),1991,Agusan del Sur,,Province,CARAGA,%
251,Poverty Incidence among Families (%),2006,Agusan del Sur,46.1,Province,CARAGA,%
252,Poverty Incidence among Families (%),2009,Agusan del Sur,53.8,Province,CARAGA,%
253,Poverty Incidence among Families (%),2012,Agusan del Sur,37.3,Province,CARAGA,%
254,Poverty Incidence among Families (%),2015,Agusan del Sur,37.0,Province,CARAGA,%
255,Magnitude of Poor Families,1991,Agusan del Sur,,Province,CARAGA,families
256,Magnitude of Poor Families,2006,Agusan del Sur,"  56,058 ",Province,CARAGA,families
257,Magnitude of Poor Families,2009,Agusan del Sur,"  70,560 ",Province,CARAGA,families
258,Magnitude of Poor Families,2012,Agusan del Sur,"  52,809 ",Province,CARAGA,families
259,Magnitude of Poor Families,2015,Agusan del Sur,"  50,990 ",Province,CARAGA,families
260,Poverty Incidence among Population (%),1991,Agusan del Sur,,Province,CARAGA,%
261,Poverty Incidence among Population (%),2006,Agusan del Sur,53.8,Province,CARAGA,%
262,Poverty Incidence among Population (%),2009,Agusan del Sur,60.0,Province,CARAGA,%
263,Poverty Incidence among Population (%),2012,Agusan del Sur,48.1,Province,CARAGA,%
264,Poverty Incidence among Population (%),2015,Agusan del Sur,47.3,Province,CARAGA,%
265,Magnitude of Poor Population,1991,Agusan del Sur,,Province,CARAGA,population
266,Magnitude of Poor Population,2006,Agusan del Sur,"  327,984 ",Province,CARAGA,population
267,Magnitude of Poor Population,2009,Agusan del Sur,"  398,421 ",Province,CARAGA,population
268,Magnitude of Poor Population,2012,Agusan del Sur,"  324,597 ",Province,CARAGA,population
269,Magnitude of Poor Population,2015,Agusan del Sur,"  318,638 ",Province,CARAGA,population
270,Subsistence Incidence among Population (%),1991,Agusan del Sur,,Province,CARAGA,%
271,Subsistence Incidence among Population (%),2006,Agusan del Sur,31.8,Province,CARAGA,%
272,Subsistence Incidence among Population (%),2009,Agusan del Sur,38.4,Province,CARAGA,%
273,Subsistence Incidence among Population (%),2012,Agusan del Sur,26.1,Province,CARAGA,%
274,Subsistence Incidence among Population (%),2015,Agusan del Sur,23.3,Province,CARAGA,%
275,Magnitude of Subsistence Poor Population,1991,Agusan del Sur,,Province,CARAGA,population
276,Magnitude of Subsistence Poor Population,2006,Agusan del Sur,"  193,710 ",Province,CARAGA,population
277,Magnitude of Subsistence Poor Population,2009,Agusan del Sur,"  255,170 ",Province,CARAGA,population
278,Magnitude of Subsistence Poor Population,2012,Agusan del Sur,"  176,354 ",Province,CARAGA,population
279,Magnitude of Subsistence Poor Population,2015,Agusan del Sur,"  157,330 ",Province,CARAGA,population
280,Annual Per Capita Poverty Threshold (in Pesos),1991,Aklan,,Province,Region VI,in Pesos
281,Annual Per Capita Poverty Threshold (in Pesos),2006,Aklan,"  13,235 ",Province,Region VI,in Pesos
282,Annual Per Capita Poverty Threshold (in Pesos),2009,Aklan,"  16,758 ",Province,Region VI,in Pesos
283,Annual Per Capita Poverty Threshold (in Pesos),2012,Aklan,"  17,707 ",Province,Region VI,in Pesos
284,Annual Per Capita Poverty Threshold (in Pesos),2015,Aklan,"  21,387 ",Province,Region VI,in Pesos
285,Poverty Incidence among Families (%),1991,Aklan,,Province,Region VI,%
286,Poverty Incidence among Families (%),2006,Aklan,32.2,Province,Region VI,%
287,Poverty Incidence among Families (%),2009,Aklan,36.7,Province,Region VI,%
288,Poverty Incidence among Families (%),2012,Aklan,20.4,Province,Region VI,%
289,Poverty Incidence among Families (%),2015,Aklan,10.9,Province,Region VI,%
290,Magnitude of Poor Families,1991,Aklan,,Province,Region VI,families
291,Magnitude of Poor Families,2006,Aklan,"  33,647 ",Province,Region VI,families
292,Magnitude of Poor Families,2009,Aklan,"  41,583 ",Province,Region VI,families
293,Magnitude of Poor Families,2012,Aklan,"  25,204 ",Province,Region VI,families
294,Magnitude of Poor Families,2015,Aklan,"  11,600 ",Province,Region VI,families
295,Poverty Incidence among Population (%),1991,Aklan,,Province,Region VI,%
296,Poverty Incidence among Population (%),2006,Aklan,41.8,Province,Region VI,%
297,Poverty Incidence among Population (%),2009,Aklan,44.7,Province,Region VI,%
298,Poverty Incidence among Population (%),2012,Aklan,25.0,Province,Region VI,%
299,Poverty Incidence among Population (%),2015,Aklan,14.9,Province,Region VI,%
300,Magnitude of Poor Population,1991,Aklan,,Province,Region VI,population
301,Magnitude of Poor Population,2006,Aklan,"  207,009 ",Province,Region VI,population
302,Magnitude of Poor Population,2009,Aklan,"  219,711 ",Province,Region VI,population
303,Magnitude of Poor Population,2012,Aklan,"  136,917 ",Province,Region VI,population
304,Magnitude of Poor Population,2015,Aklan,"  67,199 ",Province,Region VI,population
305,Subsistence Incidence among Population (%),1991,Aklan,,Province,Region VI,%
306,Subsistence Incidence among Population (%),2006,Aklan,18.9,Province,Region VI,%
307,Subsistence Incidence among Population (%),2009,Aklan,24.2,Province,Region VI,%
308,Subsistence Incidence among Population (%),2012,Aklan,5.3,Province,Region VI,%
309,Subsistence Incidence among Population (%),2015,Aklan,0.9,Province,Region VI,%
310,Magnitude of Subsistence Poor Population,1991,Aklan,,Province,Region VI,population
311,Magnitude of Subsistence Poor Population,2006,Aklan,"  93,866 ",Province,Region VI,population
312,Magnitude of Subsistence Poor Population,2009,Aklan,"  118,900 ",Province,Region VI,population
313,Magnitude of Subsistence Poor Population,2012,Aklan,"  29,177 ",Province,Region VI,population
314,Magnitude of Subsistence Poor Population,2015,Aklan,"  4,076 ",Province,Region VI,population
315,Annual Per Capita Poverty Threshold (in Pesos),1991,Albay,,Province,Region V,in Pesos
316,Annual Per Capita Poverty Threshold (in Pesos),2006,Albay,"  13,413 ",Province,Region V,in Pesos
317,Annual Per Capita Poverty Threshold (in Pesos),2009,Albay,"  17,098 ",Province,Region V,in Pesos
318,Annual Per Capita Poverty Threshold (in Pesos),2012,Albay,"  18,610 ",Province,Region V,in Pesos
319,Annual Per Capita Poverty Threshold (in Pesos),2015,Albay,"  22,081 ",Province,Region V,in Pesos
320,Poverty Incidence among Families (%),1991,Albay,,Province,Region V,%
321,Poverty Incidence among Families (%),2006,Albay,28.7,Province,Region V,%
322,Poverty Incidence among Families (%),2009,Albay,30.2,Province,Region V,%
323,Poverty Incidence among Families (%),2012,Albay,33.9,Province,Region V,%
324,Poverty Incidence among Families (%),2015,Albay,17.6,Province,Region V,%
325,Magnitude of Poor Families,1991,Albay,,Province,Region V,families
326,Magnitude of Poor Families,2006,Albay,"  67,788 ",Province,Region V,families
327,Magnitude of Poor Families,2009,Albay,"  75,910 ",Province,Region V,families
328,Magnitude of Poor Families,2012,Albay,"  90,551 ",Province,Region V,families
329,Magnitude of Poor Families,2015,Albay,"  50,815 ",Province,Region V,families
330,Poverty Incidence among Population (%),1991,Albay,,Province,Region V,%
331,Poverty Incidence among Population (%),2006,Albay,36.4,Province,Region V,%
332,Poverty Incidence among Population (%),2009,Albay,36.7,Province,Region V,%
333,Poverty Incidence among Population (%),2012,Albay,41.0,Province,Region V,%
334,Poverty Incidence among Population (%),2015,Albay,25.2,Province,Region V,%
335,Magnitude of Poor Population,1991,Albay,,Province,Region V,population
336,Magnitude of Poor Population,2006,Albay,"  434,478 ",Province,Region V,population
337,Magnitude of Poor Population,2009,Albay,"  433,673 ",Province,Region V,population
338,Magnitude of Poor Population,2012,Albay,"  511,636 ",Province,Region V,population
339,Magnitude of Poor Population,2015,Albay,"  340,305 ",Province,Region V,population
340,Subsistence Incidence among Population (%),1991,Albay,,Province,Region V,%
