,Variable,Year,province,value,adm_level,region,unit
211,Annual Per Capita Poverty Threshold (in Pesos),2006,Agusan del Norte,"14,739",Province,CARAGA,in Pesos
212,Annual Per Capita Poverty Threshold (in Pesos),2009,Agusan del Norte,"18,890",Province,CARAGA,in Pesos
213,Annual Per Capita Poverty Threshold (in Pesos),2012,Agusan del Norte,"18,905",Province,CARAGA,in Pesos
214,Annual Per Capita Poverty Threshold (in Pesos),2015,Agusan del Norte,"21,535",Province,CARAGA,in Pesos
245,Annual Per Capita Poverty Threshold (in Pesos),1991,Agusan del Sur,,Province,CARAGA,in Pesos
246,Annual Per Capita Poverty Threshold (in Pesos),2006,Agusan del Sur,"14,969",Province,CARAGA,in Pesos
247,Annual Per Capita Poverty Threshold (in Pesos),2009,Agusan del Sur,"19,107",Province,CARAGA,in Pesos
248,Annual Per Capita Poverty Threshold (in Pesos),2012,Agusan del Sur,"19,634",Province,CARAGA,in Pesos
249,Annual Per Capita Poverty Threshold (in Pesos),2015,Agusan del Sur,"22,957",Province,CARAGA,in Pesos
280,Annual Per Capita Poverty Threshold (in Pesos),1991,Aklan,,Province,Region VI,in Pesos
281,Annual Per Capita Poverty Threshold (in Pesos),2006,Aklan,"13,235",Province,Region VI,in Pesos
282,Annual Per Capita Poverty Threshold (in Pesos),2009,Aklan,"16,758",Province,Region VI,in Pesos
283,Annual Per Capita Poverty Threshold (in Pesos),2012,Aklan,"17,707",Province,Region VI,in Pesos
284,Annual Per Capita Poverty Threshold (in Pesos),2015,Aklan,"21,387",Province,Region VI,in Pesos
315,Annual Per Capita Poverty Threshold (in Pesos),1991,Albay,,Province,Region V,in Pesos
316,Annual Per Capita Poverty Threshold (in Pesos),2006,Albay,"13,413",Province,Region V,in Pesos
317,Annual Per Capita Poverty Threshold (in Pesos),2009,Albay,"17,098",Province,Region V,in Pesos
318,Annual Per Capita Poverty Threshold (in Pesos),2012,Albay,"18,610",Province,Region V,in Pesos
319,Annual Per Capita Poverty Threshold (in Pesos),2015,Albay,"22,081",Province,Region V,in Pesos
350,Annual Per Capita Poverty Threshold (in Pesos),1991,Antique,,Province,Region VI,in Pesos
351,Annual Per Capita Poverty Threshold (in Pesos),2006,Antique,"13,497",Province,Region VI,in Pesos
352,Annual Per Capita Poverty Threshold (in Pesos),2009,Antique,"17,050",Province,Region VI,in Pesos
353,Annual Per Capita Poverty Threshold (in Pesos),2012,Antique,"17,160",Province,Region VI,in Pesos
354,Annual Per Capita Poverty Threshold (in Pesos),2015,Antique,"20,382",Province,Region VI,in Pesos
385,Annual Per Capita Poverty Threshold (in Pesos),1991,Apayao,,Province,CAR,in Pesos
386,Annual Per Capita Poverty Threshold (in Pesos),2006,Apayao,"13,915",Province,CAR,in Pesos
387,Annual Per Capita Poverty Threshold (in Pesos),2009,Apayao,"16,923",Province,CAR,in Pesos
388,Annual Per Capita Poverty Threshold (in Pesos),2012,Apayao,"18,623",Province,CAR,in Pesos
389,Annual Per Capita Poverty Threshold (in Pesos),2015,Apayao,"20,947",Province,CAR,in Pesos
420,Annual Per Capita Poverty Threshold (in Pesos),1991,Aurora,,,,in Pesos
421,Annual Per Capita Poverty Threshold (in Pesos),2006,Aurora,"11,883",,,in Pesos
422,Annual Per Capita Poverty Threshold (in Pesos),2009,Aurora,"14,979",,,in Pesos
423,Annual Per Capita Poverty Threshold (in Pesos),2012,Aurora,"18,466",,,in Pesos
424,Annual Per Capita Poverty Threshold (in Pesos),2015,Aurora,"20,458",,,in Pesos
455,Annual Per Capita Poverty Threshold (in Pesos),1991,Basilan,,Province,ARMM,in Pesos
456,Annual Per Capita Poverty Threshold (in Pesos),2006,Basilan,"12,538",Province,ARMM,in Pesos
457,Annual Per Capita Poverty Threshold (in Pesos),2009,Basilan,"16,256",Province,ARMM,in Pesos
458,Annual Per Capita Poverty Threshold (in Pesos),2012,Basilan,"19,368",Province,ARMM,in Pesos
459,Annual Per Capita Poverty Threshold (in Pesos),2015,Basilan,"20,678",Province,ARMM,in Pesos
490,Annual Per Capita Poverty Threshold (in Pesos),1991,Bataan,,Province,Region III,in Pesos
491,Annual Per Capita Poverty Threshold (in Pesos),2006,Bataan,"13,862",Province,Region III,in Pesos
492,Annual Per Capita Poverty Threshold (in Pesos),2009,Bataan,"17,643",Province,Region III,in Pesos
493,Annual Per Capita Poverty Threshold (in Pesos),2012,Bataan,"19,383",Province,Region III,in Pesos
494,Annual Per Capita Poverty Threshold (in Pesos),2015,Bataan,"24,770",Province,Region III,in Pesos
525,Annual Per Capita Poverty Threshold (in Pesos),1991,Batanes,,,,in Pesos
526,Annual Per Capita Poverty Threshold (in Pesos),2006,Batanes,"17,508",,,in Pesos
527,Annual Per Capita Poverty Threshold (in Pesos),2009,Batanes,"21,776",,,in Pesos
528,Annual Per Capita Poverty Threshold (in Pesos),2012,Batanes,"24,693",,,in Pesos
529,Annual Per Capita Poverty Threshold (in Pesos),2015,Batanes,"29,118",,,in Pesos
560,Annual Per Capita Poverty Threshold (in Pesos),1991,Batangas,,Province,Region VI-A,in Pesos
561,Annual Per Capita Poverty Threshold (in Pesos),2006,Batangas,"13,735",Province,Region VI-A,in Pesos
562,Annual Per Capita Poverty Threshold (in Pesos),2009,Batangas,"17,360",Province,Region VI-A,in Pesos
563,Annual Per Capita Poverty Threshold (in Pesos),2012,Batangas,"19,437",Province,Region VI-A,in Pesos
564,Annual Per Capita Poverty Threshold (in Pesos),2015,Batangas,"21,767",Province,Region VI-A,in Pesos
595,Annual Per Capita Poverty Threshold (in Pesos),1991,Benguet,,Province,CAR,in Pesos
596,Annual Per Capita Poverty Threshold (in Pesos),2006,Benguet,"13,341",Province,CAR,in Pesos
597,Annual Per Capita Poverty Threshold (in Pesos),2009,Benguet,"16,217",Province,CAR,in Pesos
598,Annual Per Capita Poverty Threshold (in Pesos),2012,Benguet,"19,140",Province,CAR,in Pesos
599,Annual Per Capita Poverty Threshold (in Pesos),2015,Benguet,"21,561",Province,CAR,in Pesos
630,Annual Per Capita Poverty Threshold (in Pesos),1991,Biliran,,Province,Region VIII,in Pesos
631,Annual Per Capita Poverty Threshold (in Pesos),2006,Biliran,"11,841",Province,Region VIII,in Pesos
632,Annual Per Capita Poverty Threshold (in Pesos),2009,Biliran,"15,350",Province,Region VIII,in Pesos
633,Annual Per Capita Poverty Threshold (in Pesos),2012,Biliran,"17,393",Province,Region VIII,in Pesos
634,Annual Per Capita Poverty Threshold (in Pesos),2015,Biliran,"21,008",Province,Region VIII,in Pesos
665,Annual Per Capita Poverty Threshold (in Pesos),1991,Bohol,,Province,Region VII,in Pesos
666,Annual Per Capita Poverty Threshold (in Pesos),2006,Bohol,"14,098",Province,Region VII,in Pesos
667,Annual Per Capita Poverty Threshold (in Pesos),2009,Bohol,"16,633",Province,Region VII,in Pesos
668,Annual Per Capita Poverty Threshold (in Pesos),2012,Bohol,"18,847",Province,Region VII,in Pesos
669,Annual Per Capita Poverty Threshold (in Pesos),2015,Bohol,"20,437",Province,Region VII,in Pesos
700,Annual Per Capita Poverty Threshold (in Pesos),1991,Bukidnon,,Province,Region X,in Pesos
701,Annual Per Capita Poverty Threshold (in Pesos),2006,Bukidnon,"13,150",Province,Region X,in Pesos
702,Annual Per Capita Poverty Threshold (in Pesos),2009,Bukidnon,"17,210",Province,Region X,in Pesos
703,Annual Per Capita Poverty Threshold (in Pesos),2012,Bukidnon,"20,115",Province,Region X,in Pesos
704,Annual Per Capita Poverty Threshold (in Pesos),2015,Bukidnon,"23,682",Province,Region X,in Pesos
735,Annual Per Capita Poverty Threshold (in Pesos),1991,Bulacan,,Province,Region III,in Pesos
736,Annual Per Capita Poverty Threshold (in Pesos),2006,Bulacan,"14,671",Province,Region III,in Pesos
737,Annual Per Capita Poverty Threshold (in Pesos),2009,Bulacan,"18,434",Province,Region III,in Pesos
738,Annual Per Capita Poverty Threshold (in Pesos),2012,Bulacan,"19,910",Province,Region III,in Pesos
739,Annual Per Capita Poverty Threshold (in Pesos),2015,Bulacan,"21,989",Province,Region III,in Pesos
770,Annual Per Capita Poverty Threshold (in Pesos),1991,CAR,"6,706",Region,CAR,in Pesos
771,Annual Per Capita Poverty Threshold (in Pesos),2006,CAR,"14,107",Region,CAR,in Pesos
772,Annual Per Capita Poverty Threshold (in Pesos),2009,CAR,"17,243",Region,CAR,in Pesos
773,Annual Per Capita Poverty Threshold (in Pesos),2012,CAR,"19,483",Region,CAR,in Pesos
774,Annual Per Capita Poverty Threshold (in Pesos),2015,CAR,"21,770",Region,CAR,in Pesos
805,Annual Per Capita Poverty Threshold (in Pesos),1991,Cagayan,,Province,Region II,in Pesos
806,Annual Per Capita Poverty Threshold (in Pesos),2006,Cagayan,"14,355",Province,Region II,in Pesos
807,Annual Per Capita Poverty Threshold (in Pesos),2009,Cagayan,"17,866",Province,Region II,in Pesos
808,Annual Per Capita Poverty Threshold (in Pesos),2012,Cagayan,"18,741",Province,Region II,in Pesos
809,Annual Per Capita Poverty Threshold (in Pesos),2015,Cagayan,"21,094",Province,Region II,in Pesos
840,Annual Per Capita Poverty Threshold (in Pesos),1991,Camarines Norte,,Province,Region V,in Pesos
841,Annual Per Capita Poverty Threshold (in Pesos),2006,Camarines Norte,"13,066",Province,Region V,in Pesos
842,Annual Per Capita Poverty Threshold (in Pesos),2009,Camarines Norte,"16,675",Province,Region V,in Pesos
843,Annual Per Capita Poverty Threshold (in Pesos),2012,Camarines Norte,"18,390",Province,Region V,in Pesos
844,Annual Per Capita Poverty Threshold (in Pesos),2015,Camarines Norte,"22,096",Province,Region V,in Pesos
875,Annual Per Capita Poverty Threshold (in Pesos),1991,Camarines Sur,,Province,Region V,in Pesos
876,Annual Per Capita Poverty Threshold (in Pesos),2006,Camarines Sur,"13,492",Province,Region V,in Pesos
877,Annual Per Capita Poverty Threshold (in Pesos),2009,Camarines Sur,"17,223",Province,Region V,in Pesos
878,Annual Per Capita Poverty Threshold (in Pesos),2012,Camarines Sur,"18,717",Province,Region V,in Pesos
879,Annual Per Capita Poverty Threshold (in Pesos),2015,Camarines Sur,"22,154",Province,Region V,in Pesos
910,Annual Per Capita Poverty Threshold (in Pesos),1991,Camiguin,,,,in Pesos
911,Annual Per Capita Poverty Threshold (in Pesos),2006,Camiguin,"12,152",,,in Pesos
912,Annual Per Capita Poverty Threshold (in Pesos),2009,Camiguin,"16,022",,,in Pesos
913,Annual Per Capita Poverty Threshold (in Pesos),2012,Camiguin,"21,521",,,in Pesos
914,Annual Per Capita Poverty Threshold (in Pesos),2015,Camiguin,"21,678",,,in Pesos
945,Annual Per Capita Poverty Threshold (in Pesos),1991,Capiz,,Province,Region VI,in Pesos
946,Annual Per Capita Poverty Threshold (in Pesos),2006,Capiz,"13,596",Province,Region VI,in Pesos
947,Annual Per Capita Poverty Threshold (in Pesos),2009,Capiz,"17,248",Province,Region VI,in Pesos
948,Annual Per Capita Poverty Threshold (in Pesos),2012,Capiz,"20,144",Province,Region VI,in Pesos
949,Annual Per Capita Poverty Threshold (in Pesos),2015,Capiz,"21,146",Province,Region VI,in Pesos
980,Annual Per Capita Poverty Threshold (in Pesos),1991,Caraga,"6,099",Region,CARAGA,in Pesos
981,Annual Per Capita Poverty Threshold (in Pesos),2006,Caraga,"14,324",Region,CARAGA,in Pesos
982,Annual Per Capita Poverty Threshold (in Pesos),2009,Caraga,"18,309",Region,CARAGA,in Pesos
983,Annual Per Capita Poverty Threshold (in Pesos),2012,Caraga,"19,629",Region,CARAGA,in Pesos
984,Annual Per Capita Poverty Threshold (in Pesos),2015,Caraga,"22,570",Region,CARAGA,in Pesos
1015,Annual Per Capita Poverty Threshold (in Pesos),1991,Catanduanes,,Province,Region V,in Pesos
1016,Annual Per Capita Poverty Threshold (in Pesos),2006,Catanduanes,"13,369",Province,Region V,in Pesos
1017,Annual Per Capita Poverty Threshold (in Pesos),2009,Catanduanes,"17,057",Province,Region V,in Pesos
1018,Annual Per Capita Poverty Threshold (in Pesos),2012,Catanduanes,"18,303",Province,Region V,in Pesos
1019,Annual Per Capita Poverty Threshold (in Pesos),2015,Catanduanes,"21,660",Province,Region V,in Pesos
1050,Annual Per Capita Poverty Threshold (in Pesos),1991,Cavite,,Province,Region VI-A,in Pesos
1051,Annual Per Capita Poverty Threshold (in Pesos),2006,Cavite,"13,343",Province,Region VI-A,in Pesos
1052,Annual Per Capita Poverty Threshold (in Pesos),2009,Cavite,"16,677",Province,Region VI-A,in Pesos
1053,Annual Per Capita Poverty Threshold (in Pesos),2012,Cavite,"19,948",Province,Region VI-A,in Pesos
1054,Annual Per Capita Poverty Threshold (in Pesos),2015,Cavite,"24,882",Province,Region VI-A,in Pesos
1085,Annual Per Capita Poverty Threshold (in Pesos),1991,Cebu,,Province,Region VII,in Pesos
1086,Annual Per Capita Poverty Threshold (in Pesos),2006,Cebu,"15,064",Province,Region VII,in Pesos
1087,Annual Per Capita Poverty Threshold (in Pesos),2009,Cebu,"17,770",Province,Region VII,in Pesos
1088,Annual Per Capita Poverty Threshold (in Pesos),2012,Cebu,"18,855",Province,Region VII,in Pesos
1089,Annual Per Capita Poverty Threshold (in Pesos),2015,Cebu,"21,740",Province,Region VII,in Pesos
1120,Annual Per Capita Poverty Threshold (in Pesos),1991,Compostela Valley,,Province,Region XI,in Pesos
1121,Annual Per Capita Poverty Threshold (in Pesos),2006,Compostela Valley,"13,911",Province,Region XI,in Pesos
1122,Annual Per Capita Poverty Threshold (in Pesos),2009,Compostela Valley,"17,788",Province,Region XI,in Pesos
1123,Annual Per Capita Poverty Threshold (in Pesos),2012,Compostela Valley,"20,932",Province,Region XI,in Pesos
1124,Annual Per Capita Poverty Threshold (in Pesos),2015,Compostela Valley,"22,740",Province,Region XI,in Pesos
1155,Annual Per Capita Poverty Threshold (in Pesos),1991,"Cotabato City,",,,,in Pesos
1156,Annual Per Capita Poverty Threshold (in Pesos),2006,"Cotabato City,","14,629",,,in Pesos
1157,Annual Per Capita Poverty Threshold (in Pesos),2009,"Cotabato City,","18,103",,,in Pesos
1158,Annual Per Capita Poverty Threshold (in Pesos),2012,"Cotabato City,","20,568",,,in Pesos
1159,Annual Per Capita Poverty Threshold (in Pesos),2015,"Cotabato City,","21,825",,,in Pesos
1190,Annual Per Capita Poverty Threshold (in Pesos),1991,Davao Oriental,,Province,Region XI,in Pesos
1191,Annual Per Capita Poverty Threshold (in Pesos),2006,Davao Oriental,"13,258",Province,Region XI,in Pesos
1192,Annual Per Capita Poverty Threshold (in Pesos),2009,Davao Oriental,"16,948",Province,Region XI,in Pesos
1193,Annual Per Capita Poverty Threshold (in Pesos),2012,Davao Oriental,"19,323",Province,Region XI,in Pesos
1194,Annual Per Capita Poverty Threshold (in Pesos),2015,Davao Oriental,"22,210",Province,Region XI,in Pesos
1225,Annual Per Capita Poverty Threshold (in Pesos),1991,Davao del Norte,,Province,Region XI,in Pesos
1226,Annual Per Capita Poverty Threshold (in Pesos),2006,Davao del Norte,"13,214",Province,Region XI,in Pesos
1227,Annual Per Capita Poverty Threshold (in Pesos),2009,Davao del Norte,"16,863",Province,Region XI,in Pesos
1228,Annual Per Capita Poverty Threshold (in Pesos),2012,Davao del Norte,"20,841",Province,Region XI,in Pesos
1229,Annual Per Capita Poverty Threshold (in Pesos),2015,Davao del Norte,"24,424",Province,Region XI,in Pesos
1260,Annual Per Capita Poverty Threshold (in Pesos),1991,Davao del Sur,,Province,Region XI,in Pesos
1261,Annual Per Capita Poverty Threshold (in Pesos),2006,Davao del Sur,"13,298",Province,Region XI,in Pesos
1262,Annual Per Capita Poverty Threshold (in Pesos),2009,Davao del Sur,"17,046",Province,Region XI,in Pesos
1263,Annual Per Capita Poverty Threshold (in Pesos),2012,Davao del Sur,"19,311",Province,Region XI,in Pesos
1264,Annual Per Capita Poverty Threshold (in Pesos),2015,Davao del Sur,"21,846",Province,Region XI,in Pesos
1295,Annual Per Capita Poverty Threshold (in Pesos),1991,Eastern Samar,,Province,Region VIII,in Pesos
1296,Annual Per Capita Poverty Threshold (in Pesos),2006,Eastern Samar,"13,140",Province,Region VIII,in Pesos
1297,Annual Per Capita Poverty Threshold (in Pesos),2009,Eastern Samar,"17,091",Province,Region VIII,in Pesos
1298,Annual Per Capita Poverty Threshold (in Pesos),2012,Eastern Samar,"20,237",Province,Region VIII,in Pesos
1299,Annual Per Capita Poverty Threshold (in Pesos),2015,Eastern Samar,"22,886",Province,Region VIII,in Pesos
1330,Annual Per Capita Poverty Threshold (in Pesos),1991,"Guimaras,",,,,in Pesos
1331,Annual Per Capita Poverty Threshold (in Pesos),2006,"Guimaras,","12,798",,,in Pesos
1332,Annual Per Capita Poverty Threshold (in Pesos),2009,"Guimaras,","16,204",,,in Pesos
1333,Annual Per Capita Poverty Threshold (in Pesos),2012,"Guimaras,","18,926",,,in Pesos
1334,Annual Per Capita Poverty Threshold (in Pesos),2015,"Guimaras,","23,136",,,in Pesos
1365,Annual Per Capita Poverty Threshold (in Pesos),1991,Ifugao,,Province,CAR,in Pesos
1366,Annual Per Capita Poverty Threshold (in Pesos),2006,Ifugao,"14,233",Province,CAR,in Pesos
1367,Annual Per Capita Poverty Threshold (in Pesos),2009,Ifugao,"17,321",Province,CAR,in Pesos
1368,Annual Per Capita Poverty Threshold (in Pesos),2012,Ifugao,"20,253",Province,CAR,in Pesos
1369,Annual Per Capita Poverty Threshold (in Pesos),2015,Ifugao,"22,673",Province,CAR,in Pesos
1400,Annual Per Capita Poverty Threshold (in Pesos),1991,Ilocos Norte,,Province,Region I,in Pesos
1401,Annual Per Capita Poverty Threshold (in Pesos),2006,Ilocos Norte,"14,512",Province,Region I,in Pesos
1402,Annual Per Capita Poverty Threshold (in Pesos),2009,Ilocos Norte,"17,990",Province,Region I,in Pesos
1403,Annual Per Capita Poverty Threshold (in Pesos),2012,Ilocos Norte,"18,953",Province,Region I,in Pesos
1404,Annual Per Capita Poverty Threshold (in Pesos),2015,Ilocos Norte,"20,615",Province,Region I,in Pesos
1435,Annual Per Capita Poverty Threshold (in Pesos),1991,Ilocos Sur,,Province,Region I,in Pesos
1436,Annual Per Capita Poverty Threshold (in Pesos),2006,Ilocos Sur,"14,836",Province,Region I,in Pesos
1437,Annual Per Capita Poverty Threshold (in Pesos),2009,Ilocos Sur,"18,610",Province,Region I,in Pesos
1438,Annual Per Capita Poverty Threshold (in Pesos),2012,Ilocos Sur,"20,885",Province,Region I,in Pesos
1439,Annual Per Capita Poverty Threshold (in Pesos),2015,Ilocos Sur,"22,535",Province,Region I,in Pesos
1470,Annual Per Capita Poverty Threshold (in Pesos),1991,Iloilo,,Province,Region VI,in Pesos
1471,Annual Per Capita Poverty Threshold (in Pesos),2006,Iloilo,"12,965",Province,Region VI,in Pesos
1472,Annual Per Capita Poverty Threshold (in Pesos),2009,Iloilo,"16,448",Province,Region VI,in Pesos
1473,Annual Per Capita Poverty Threshold (in Pesos),2012,Iloilo,"18,827",Province,Region VI,in Pesos
1474,Annual Per Capita Poverty Threshold (in Pesos),2015,Iloilo,"22,117",Province,Region VI,in Pesos
1505,Annual Per Capita Poverty Threshold (in Pesos),1991,Isabela,,Province,Region II,in Pesos
1506,Annual Per Capita Poverty Threshold (in Pesos),2006,Isabela,"13,702",Province,Region II,in Pesos
1507,Annual Per Capita Poverty Threshold (in Pesos),2009,Isabela,"17,057",Province,Region II,in Pesos
1508,Annual Per Capita Poverty Threshold (in Pesos),2012,Isabela,"19,400",Province,Region II,in Pesos
1509,Annual Per Capita Poverty Threshold (in Pesos),2015,Isabela,"22,547",Province,Region II,in Pesos
1540,Annual Per Capita Poverty Threshold (in Pesos),1991,"Isabela City,",,,,in Pesos
1541,Annual Per Capita Poverty Threshold (in Pesos),2006,"Isabela City,","12,763",,,in Pesos
1542,Annual Per Capita Poverty Threshold (in Pesos),2009,"Isabela City,","16,364",,,in Pesos
1543,Annual Per Capita Poverty Threshold (in Pesos),2012,"Isabela City,","19,670",,,in Pesos
1544,Annual Per Capita Poverty Threshold (in Pesos),2015,"Isabela City,","20,617",,,in Pesos
1575,Annual Per Capita Poverty Threshold (in Pesos),1991,Kalinga,,Province,CAR,in Pesos
1576,Annual Per Capita Poverty Threshold (in Pesos),2006,Kalinga,"13,079",Province,CAR,in Pesos
1577,Annual Per Capita Poverty Threshold (in Pesos),2009,Kalinga,"15,939",Province,CAR,in Pesos
1578,Annual Per Capita Poverty Threshold (in Pesos),2012,Kalinga,"17,342",Province,CAR,in Pesos
1579,Annual Per Capita Poverty Threshold (in Pesos),2015,Kalinga,"20,468",Province,CAR,in Pesos
1610,Annual Per Capita Poverty Threshold (in Pesos),1991,La Union,,Province,Region I,in Pesos
1611,Annual Per Capita Poverty Threshold (in Pesos),2006,La Union,"14,340",Province,Region I,in Pesos
1612,Annual Per Capita Poverty Threshold (in Pesos),2009,La Union,"17,724",Province,Region I,in Pesos
1613,Annual Per Capita Poverty Threshold (in Pesos),2012,La Union,"18,006",Province,Region I,in Pesos
1614,Annual Per Capita Poverty Threshold (in Pesos),2015,La Union,"19,045",Province,Region I,in Pesos
1645,Annual Per Capita Poverty Threshold (in Pesos),1991,Laguna,,Province,Region VI-A,in Pesos
1646,Annual Per Capita Poverty Threshold (in Pesos),2006,Laguna,"13,637",Province,Region VI-A,in Pesos
1647,Annual Per Capita Poverty Threshold (in Pesos),2009,Laguna,"17,412",Province,Region VI-A,in Pesos
1648,Annual Per Capita Poverty Threshold (in Pesos),2012,Laguna,"19,857",Province,Region VI-A,in Pesos
1649,Annual Per Capita Poverty Threshold (in Pesos),2015,Laguna,"21,770",Province,Region VI-A,in Pesos
1680,Annual Per Capita Poverty Threshold (in Pesos),1991,Lanao del Norte,,Province,Region X,in Pesos
1681,Annual Per Capita Poverty Threshold (in Pesos),2006,Lanao del Norte,"12,519",Province,Region X,in Pesos
1682,Annual Per Capita Poverty Threshold (in Pesos),2009,Lanao del Norte,"16,393",Province,Region X,in Pesos
1683,Annual Per Capita Poverty Threshold (in Pesos),2012,Lanao del Norte,"18,907",Province,Region X,in Pesos
1684,Annual Per Capita Poverty Threshold (in Pesos),2015,Lanao del Norte,"21,836",Province,Region X,in Pesos
1715,Annual Per Capita Poverty Threshold (in Pesos),1991,Lanao del Sur,,Province,ARMM,in Pesos
1716,Annual Per Capita Poverty Threshold (in Pesos),2006,Lanao del Sur,"13,116",Province,ARMM,in Pesos
1717,Annual Per Capita Poverty Threshold (in Pesos),2009,Lanao del Sur,"17,024",Province,ARMM,in Pesos
1718,Annual Per Capita Poverty Threshold (in Pesos),2012,Lanao del Sur,"22,665",Province,ARMM,in Pesos
1719,Annual Per Capita Poverty Threshold (in Pesos),2015,Lanao del Sur,"22,802",Province,ARMM,in Pesos
1750,Annual Per Capita Poverty Threshold (in Pesos),1991,Leyte,,Province,Region VIII,in Pesos
1751,Annual Per Capita Poverty Threshold (in Pesos),2006,Leyte,"12,493",Province,Region VIII,in Pesos
1752,Annual Per Capita Poverty Threshold (in Pesos),2009,Leyte,"16,255",Province,Region VIII,in Pesos
1753,Annual Per Capita Poverty Threshold (in Pesos),2012,Leyte,"17,561",Province,Region VIII,in Pesos
1754,Annual Per Capita Poverty Threshold (in Pesos),2015,Leyte,"20,807",Province,Region VIII,in Pesos
1785,Annual Per Capita Poverty Threshold (in Pesos),1991,Maguindanao,,Province,ARMM,in Pesos
1786,Annual Per Capita Poverty Threshold (in Pesos),2006,Maguindanao,"12,877",Province,ARMM,in Pesos
1787,Annual Per Capita Poverty Threshold (in Pesos),2009,Maguindanao,"16,701",Province,ARMM,in Pesos
1788,Annual Per Capita Poverty Threshold (in Pesos),2012,Maguindanao,"18,873",Province,ARMM,in Pesos
1789,Annual Per Capita Poverty Threshold (in Pesos),2015,Maguindanao,"21,423",Province,ARMM,in Pesos
1820,Annual Per Capita Poverty Threshold (in Pesos),1991,Marinduque,,Province,Region IV-B,in Pesos
1821,Annual Per Capita Poverty Threshold (in Pesos),2006,Marinduque,"12,909",Province,Region IV-B,in Pesos
1822,Annual Per Capita Poverty Threshold (in Pesos),2009,Marinduque,"15,678",Province,Region IV-B,in Pesos
1823,Annual Per Capita Poverty Threshold (in Pesos),2012,Marinduque,"17,180",Province,Region IV-B,in Pesos
1824,Annual Per Capita Poverty Threshold (in Pesos),2015,Marinduque,"19,722",Province,Region IV-B,in Pesos
1855,Annual Per Capita Poverty Threshold (in Pesos),1991,Masbate,,Province,Region V,in Pesos
1856,Annual Per Capita Poverty Threshold (in Pesos),2006,Masbate,"12,866",Province,Region V,in Pesos
1857,Annual Per Capita Poverty Threshold (in Pesos),2009,Masbate,"16,415",Province,Region V,in Pesos
1858,Annual Per Capita Poverty Threshold (in Pesos),2012,Masbate,"17,487",Province,Region V,in Pesos
