,Variable,Year,province,value,adm_level,region,unit
182,Poverty Incidence among Families (%),2009,Abra,38.9,Province,CAR,%
183,Poverty Incidence among Families (%),2012,Abra,27.2,Province,CAR,%
184,Poverty Incidence among Families (%),2015,Abra,19.9,Province,CAR,%
215,Poverty Incidence among Families (%),1991,Agusan del Norte,,Province,CARAGA,%
216,Poverty Incidence among Families (%),2006,Agusan del Norte,38.7,Province,CARAGA,%
217,Poverty Incidence among Families (%),2009,Agusan del Norte,37.3,Province,CARAGA,%
218,Poverty Incidence among Families (%),2012,Agusan del Norte,27.7,Province,CARAGA,%
219,Poverty Incidence among Families (%),2015,Agusan del Norte,28.1,Province,CARAGA,%
250,Poverty Incidence among Families (%),1991,Agusan del Sur,,Province,CARAGA,%
251,Poverty Incidence among Families (%),2006,Agusan del Sur,46.1,Province,CARAGA,%
252,Poverty Incidence among Families (%),2009,Agusan del Sur,53.8,Province,CARAGA,%
253,Poverty Incidence among Families (%),2012,Agusan del Sur,37.3,Province,CARAGA,%
254,Poverty Incidence among Families (%),2015,Agusan del Sur,37,Province,CARAGA,%
285,Poverty Incidence among Families (%),1991,Aklan,,Province,Region VI,%
286,Poverty Incidence among Families (%),2006,Aklan,32.2,Province,Region VI,%
287,Poverty Incidence among Families (%),2009,Aklan,36.7,Province,Region VI,%
288,Poverty Incidence among Families (%),2012,Aklan,20.4,Province,Region VI,%
289,Poverty Incidence among Families (%),2015,Aklan,10.9,Province,Region VI,%
320,Poverty Incidence among Families (%),1991,Albay,,Province,Region V,%
321,Poverty Incidence among Families (%),2006,Albay,28.7,Province,Region V,%
322,Poverty Incidence among Families (%),2009,Albay,30.2,Province,Region V,%
323,Poverty Incidence among Families (%),2012,Albay,33.9,Province,Region V,%
324,Poverty Incidence among Families (%),2015,Albay,17.6,Province,Region V,%
355,Poverty Incidence among Families (%),1991,Antique,,Province,Region VI,%
356,Poverty Incidence among Families (%),2006,Antique,42.5,Province,Region VI,%
357,Poverty Incidence among Families (%),2009,Antique,34.5,Province,Region VI,%
358,Poverty Incidence among Families (%),2012,Antique,23.6,Province,Region VI,%
359,Poverty Incidence among Families (%),2015,Antique,18.4,Province,Region VI,%
390,Poverty Incidence among Families (%),1991,Apayao,,Province,CAR,%
391,Poverty Incidence among Families (%),2006,Apayao,42.1,Province,CAR,%
392,Poverty Incidence among Families (%),2009,Apayao,39.9,Province,CAR,%
393,Poverty Incidence among Families (%),2012,Apayao,54.7,Province,CAR,%
394,Poverty Incidence among Families (%),2015,Apayao,30.9,Province,CAR,%
425,Poverty Incidence among Families (%),1991,Aurora,,,,%
426,Poverty Incidence among Families (%),2006,Aurora,25.1,,,%
427,Poverty Incidence among Families (%),2009,Aurora,14.7,,,%
428,Poverty Incidence among Families (%),2012,Aurora,27.1,,,%
429,Poverty Incidence among Families (%),2015,Aurora,22.1,,,%
460,Poverty Incidence among Families (%),1991,Basilan,,Province,ARMM,%
461,Poverty Incidence among Families (%),2006,Basilan,28.2,Province,ARMM,%
462,Poverty Incidence among Families (%),2009,Basilan,28.8,Province,ARMM,%
463,Poverty Incidence among Families (%),2012,Basilan,32.1,Province,ARMM,%
464,Poverty Incidence among Families (%),2015,Basilan,28.3,Province,ARMM,%
495,Poverty Incidence among Families (%),1991,Bataan,,Province,Region III,%
496,Poverty Incidence among Families (%),2006,Bataan,6.2,Province,Region III,%
497,Poverty Incidence among Families (%),2009,Bataan,5.9,Province,Region III,%
498,Poverty Incidence among Families (%),2012,Bataan,4.5,Province,Region III,%
499,Poverty Incidence among Families (%),2015,Bataan,1.6,Province,Region III,%
530,Poverty Incidence among Families (%),1991,Batanes,,,,%
531,Poverty Incidence among Families (%),2006,Batanes,14.3,,,%
532,Poverty Incidence among Families (%),2009,Batanes,16.7,,,%
533,Poverty Incidence among Families (%),2012,Batanes,18.2,,,%
534,Poverty Incidence among Families (%),2015,Batanes,0,,,%
565,Poverty Incidence among Families (%),1991,Batangas,,Province,Region VI-A,%
566,Poverty Incidence among Families (%),2006,Batangas,10.9,Province,Region VI-A,%
567,Poverty Incidence among Families (%),2009,Batangas,12.6,Province,Region VI-A,%
568,Poverty Incidence among Families (%),2012,Batangas,14.7,Province,Region VI-A,%
569,Poverty Incidence among Families (%),2015,Batangas,6.8,Province,Region VI-A,%
600,Poverty Incidence among Families (%),1991,Benguet,,Province,CAR,%
601,Poverty Incidence among Families (%),2006,Benguet,4,Province,CAR,%
602,Poverty Incidence among Families (%),2009,Benguet,4.2,Province,CAR,%
603,Poverty Incidence among Families (%),2012,Benguet,2.8,Province,CAR,%
604,Poverty Incidence among Families (%),2015,Benguet,2.5,Province,CAR,%
635,Poverty Incidence among Families (%),1991,Biliran,,Province,Region VIII,%
636,Poverty Incidence among Families (%),2006,Biliran,22.6,Province,Region VIII,%
637,Poverty Incidence among Families (%),2009,Biliran,31.8,Province,Region VIII,%
638,Poverty Incidence among Families (%),2012,Biliran,20.9,Province,Region VIII,%
639,Poverty Incidence among Families (%),2015,Biliran,17.4,Province,Region VIII,%
670,Poverty Incidence among Families (%),1991,Bohol,,Province,Region VII,%
671,Poverty Incidence among Families (%),2006,Bohol,40.3,Province,Region VII,%
672,Poverty Incidence among Families (%),2009,Bohol,36.6,Province,Region VII,%
673,Poverty Incidence among Families (%),2012,Bohol,30.6,Province,Region VII,%
674,Poverty Incidence among Families (%),2015,Bohol,21.7,Province,Region VII,%
705,Poverty Incidence among Families (%),1991,Bukidnon,,Province,Region X,%
706,Poverty Incidence among Families (%),2006,Bukidnon,35.4,Province,Region X,%
707,Poverty Incidence among Families (%),2009,Bukidnon,37,Province,Region X,%
708,Poverty Incidence among Families (%),2012,Bukidnon,41.5,Province,Region X,%
709,Poverty Incidence among Families (%),2015,Bukidnon,47,Province,Region X,%
740,Poverty Incidence among Families (%),1991,Bulacan,,Province,Region III,%
741,Poverty Incidence among Families (%),2006,Bulacan,4.9,Province,Region III,%
742,Poverty Incidence among Families (%),2009,Bulacan,4.6,Province,Region III,%
743,Poverty Incidence among Families (%),2012,Bulacan,5.4,Province,Region III,%
744,Poverty Incidence among Families (%),2015,Bulacan,3.3,Province,Region III,%
775,Poverty Incidence among Families (%),1991,CAR,36.7,Region,CAR,%
776,Poverty Incidence among Families (%),2006,CAR,21.1,Region,CAR,%
777,Poverty Incidence among Families (%),2009,CAR,19.2,Region,CAR,%
778,Poverty Incidence among Families (%),2012,CAR,17.5,Region,CAR,%
779,Poverty Incidence among Families (%),2015,CAR,14.9,Region,CAR,%
810,Poverty Incidence among Families (%),1991,Cagayan,,Province,Region II,%
811,Poverty Incidence among Families (%),2006,Cagayan,25.1,Province,Region II,%
812,Poverty Incidence among Families (%),2009,Cagayan,22.5,Province,Region II,%
813,Poverty Incidence among Families (%),2012,Cagayan,15.2,Province,Region II,%
814,Poverty Incidence among Families (%),2015,Cagayan,13.3,Province,Region II,%
845,Poverty Incidence among Families (%),1991,Camarines Norte,,Province,Region V,%
846,Poverty Incidence among Families (%),2006,Camarines Norte,30.1,Province,Region V,%
847,Poverty Incidence among Families (%),2009,Camarines Norte,31.9,Province,Region V,%
848,Poverty Incidence among Families (%),2012,Camarines Norte,21.7,Province,Region V,%
849,Poverty Incidence among Families (%),2015,Camarines Norte,29.3,Province,Region V,%
880,Poverty Incidence among Families (%),1991,Camarines Sur,,Province,Region V,%
881,Poverty Incidence among Families (%),2006,Camarines Sur,39.5,Province,Region V,%
882,Poverty Incidence among Families (%),2009,Camarines Sur,39.8,Province,Region V,%
883,Poverty Incidence among Families (%),2012,Camarines Sur,31.7,Province,Region V,%
884,Poverty Incidence among Families (%),2015,Camarines Sur,27.1,Province,Region V,%
915,Poverty Incidence among Families (%),1991,Camiguin,,,,%
916,Poverty Incidence among Families (%),2006,Camiguin,31.4,,,%
917,Poverty Incidence among Families (%),2009,Camiguin,20.4,,,%
918,Poverty Incidence among Families (%),2012,Camiguin,41,,,%
919,Poverty Incidence among Families (%),2015,Camiguin,29.9,,,%
950,Poverty Incidence among Families (%),1991,Capiz,,Province,Region VI,%
951,Poverty Incidence among Families (%),2006,Capiz,23.5,Province,Region VI,%
952,Poverty Incidence among Families (%),2009,Capiz,22.9,Province,Region VI,%
953,Poverty Incidence among Families (%),2012,Capiz,22.3,Province,Region VI,%
954,Poverty Incidence among Families (%),2015,Capiz,7.8,Province,Region VI,%
985,Poverty Incidence among Families (%),1991,Caraga,48.5,Region,CARAGA,%
986,Poverty Incidence among Families (%),2006,Caraga,41.7,Region,CARAGA,%
987,Poverty Incidence among Families (%),2009,Caraga,46,Region,CARAGA,%
988,Poverty Incidence among Families (%),2012,Caraga,31.9,Region,CARAGA,%
989,Poverty Incidence among Families (%),2015,Caraga,30.8,Region,CARAGA,%
1020,Poverty Incidence among Families (%),1991,Catanduanes,,Province,Region V,%
1021,Poverty Incidence among Families (%),2006,Catanduanes,33,Province,Region V,%
1022,Poverty Incidence among Families (%),2009,Catanduanes,22.6,Province,Region V,%
1023,Poverty Incidence among Families (%),2012,Catanduanes,27.1,Province,Region V,%
1024,Poverty Incidence among Families (%),2015,Catanduanes,33.6,Province,Region V,%
1055,Poverty Incidence among Families (%),1991,Cavite,,Province,Region VI-A,%
1056,Poverty Incidence among Families (%),2006,Cavite,1.2,Province,Region VI-A,%
1057,Poverty Incidence among Families (%),2009,Cavite,2.2,Province,Region VI-A,%
1058,Poverty Incidence among Families (%),2012,Cavite,2.6,Province,Region VI-A,%
1059,Poverty Incidence among Families (%),2015,Cavite,4.5,Province,Region VI-A,%
1090,Poverty Incidence among Families (%),1991,Cebu,,Province,Region VII,%
1091,Poverty Incidence among Families (%),2006,Cebu,25.6,Province,Region VII,%
1092,Poverty Incidence among Families (%),2009,Cebu,22.3,Province,Region VII,%
1093,Poverty Incidence among Families (%),2012,Cebu,18.9,Province,Region VII,%
1094,Poverty Incidence among Families (%),2015,Cebu,17.9,Province,Region VII,%
1125,Poverty Incidence among Families (%),1991,Compostela Valley,,Province,Region XI,%
1126,Poverty Incidence among Families (%),2006,Compostela Valley,31.3,Province,Region XI,%
1127,Poverty Incidence among Families (%),2009,Compostela Valley,31,Province,Region XI,%
1128,Poverty Incidence among Families (%),2012,Compostela Valley,30.7,Province,Region XI,%
1129,Poverty Incidence among Families (%),2015,Compostela Valley,22,Province,Region XI,%
1160,Poverty Incidence among Families (%),1991,"Cotabato City,",,,,%
1161,Poverty Incidence among Families (%),2006,"Cotabato City,",27.5,,,%
1162,Poverty Incidence among Families (%),2009,"Cotabato City,",29.9,,,%
1163,Poverty Incidence among Families (%),2012,"Cotabato City,",34.5,,,%
1164,Poverty Incidence among Families (%),2015,"Cotabato City,",24.7,,,%
1195,Poverty Incidence among Families (%),1991,Davao Oriental,,Province,Region XI,%
1196,Poverty Incidence among Families (%),2006,Davao Oriental,42.7,Province,Region XI,%
1197,Poverty Incidence among Families (%),2009,Davao Oriental,44.3,Province,Region XI,%
1198,Poverty Incidence among Families (%),2012,Davao Oriental,37.8,Province,Region XI,%
1199,Poverty Incidence among Families (%),2015,Davao Oriental,21.3,Province,Region XI,%
1230,Poverty Incidence among Families (%),1991,Davao del Norte,,Province,Region XI,%
1231,Poverty Incidence among Families (%),2006,Davao del Norte,26.2,Province,Region XI,%
1232,Poverty Incidence among Families (%),2009,Davao del Norte,27.2,Province,Region XI,%
1233,Poverty Incidence among Families (%),2012,Davao del Norte,26.7,Province,Region XI,%
1234,Poverty Incidence among Families (%),2015,Davao del Norte,26.1,Province,Region XI,%
1265,Poverty Incidence among Families (%),1991,Davao del Sur,,Province,Region XI,%
1266,Poverty Incidence among Families (%),2006,Davao del Sur,19.6,Province,Region XI,%
1267,Poverty Incidence among Families (%),2009,Davao del Sur,19.3,Province,Region XI,%
1268,Poverty Incidence among Families (%),2012,Davao del Sur,20,Province,Region XI,%
1269,Poverty Incidence among Families (%),2015,Davao del Sur,12,Province,Region XI,%
1300,Poverty Incidence among Families (%),1991,Eastern Samar,,Province,Region VIII,%
1301,Poverty Incidence among Families (%),2006,Eastern Samar,41.3,Province,Region VIII,%
1302,Poverty Incidence among Families (%),2009,Eastern Samar,49.2,Province,Region VIII,%
1303,Poverty Incidence among Families (%),2012,Eastern Samar,55.4,Province,Region VIII,%
1304,Poverty Incidence among Families (%),2015,Eastern Samar,37.4,Province,Region VIII,%
1335,Poverty Incidence among Families (%),1991,"Guimaras,",,,,%
1336,Poverty Incidence among Families (%),2006,"Guimaras,",19.7,,,%
1337,Poverty Incidence among Families (%),2009,"Guimaras,",13.4,,,%
1338,Poverty Incidence among Families (%),2012,"Guimaras,",16.9,,,%
1339,Poverty Incidence among Families (%),2015,"Guimaras,",4.8,,,%
1370,Poverty Incidence among Families (%),1991,Ifugao,,Province,CAR,%
1371,Poverty Incidence among Families (%),2006,Ifugao,20.9,Province,CAR,%
1372,Poverty Incidence among Families (%),2009,Ifugao,23.9,Province,CAR,%
1373,Poverty Incidence among Families (%),2012,Ifugao,36,Province,CAR,%
1374,Poverty Incidence among Families (%),2015,Ifugao,26.1,Province,CAR,%
1405,Poverty Incidence among Families (%),1991,Ilocos Norte,,Province,Region I,%
1406,Poverty Incidence among Families (%),2006,Ilocos Norte,13.7,Province,Region I,%
1407,Poverty Incidence among Families (%),2009,Ilocos Norte,11.1,Province,Region I,%
1408,Poverty Incidence among Families (%),2012,Ilocos Norte,8.4,Province,Region I,%
1409,Poverty Incidence among Families (%),2015,Ilocos Norte,3.3,Province,Region I,%
1440,Poverty Incidence among Families (%),1991,Ilocos Sur,,Province,Region I,%
1441,Poverty Incidence among Families (%),2006,Ilocos Sur,16.4,Province,Region I,%
1442,Poverty Incidence among Families (%),2009,Ilocos Sur,13.4,Province,Region I,%
1443,Poverty Incidence among Families (%),2012,Ilocos Sur,13.7,Province,Region I,%
1444,Poverty Incidence among Families (%),2015,Ilocos Sur,9.5,Province,Region I,%
1475,Poverty Incidence among Families (%),1991,Iloilo,,Province,Region VI,%
1476,Poverty Incidence among Families (%),2006,Iloilo,16.7,Province,Region VI,%
1477,Poverty Incidence among Families (%),2009,Iloilo,19.7,Province,Region VI,%
1478,Poverty Incidence among Families (%),2012,Iloilo,20.8,Province,Region VI,%
1479,Poverty Incidence among Families (%),2015,Iloilo,14.9,Province,Region VI,%
1510,Poverty Incidence among Families (%),1991,Isabela,,Province,Region II,%
1511,Poverty Incidence among Families (%),2006,Isabela,23.8,Province,Region II,%
1512,Poverty Incidence among Families (%),2009,Isabela,22.6,Province,Region II,%
1513,Poverty Incidence among Families (%),2012,Isabela,19,Province,Region II,%
1514,Poverty Incidence among Families (%),2015,Isabela,10.6,Province,Region II,%
1545,Poverty Incidence among Families (%),1991,"Isabela City,",,,,%
1546,Poverty Incidence among Families (%),2006,"Isabela City,",33.9,,,%
1547,Poverty Incidence among Families (%),2009,"Isabela City,",21.4,,,%
1548,Poverty Incidence among Families (%),2012,"Isabela City,",15.5,,,%
1549,Poverty Incidence among Families (%),2015,"Isabela City,",18.3,,,%
1580,Poverty Incidence among Families (%),1991,Kalinga,,Province,CAR,%
1581,Poverty Incidence among Families (%),2006,Kalinga,40.6,Province,CAR,%
1582,Poverty Incidence among Families (%),2009,Kalinga,24.1,Province,CAR,%
1583,Poverty Incidence among Families (%),2012,Kalinga,20.9,Province,CAR,%
1584,Poverty Incidence among Families (%),2015,Kalinga,30,Province,CAR,%
1615,Poverty Incidence among Families (%),1991,La Union,,Province,Region I,%
1616,Poverty Incidence among Families (%),2006,La Union,20.8,Province,Region I,%
1617,Poverty Incidence among Families (%),2009,La Union,22.4,Province,Region I,%
1618,Poverty Incidence among Families (%),2012,La Union,15.3,Province,Region I,%
1619,Poverty Incidence among Families (%),2015,La Union,9.2,Province,Region I,%
1650,Poverty Incidence among Families (%),1991,Laguna,,Province,Region VI-A,%
1651,Poverty Incidence among Families (%),2006,Laguna,4.3,Province,Region VI-A,%
1652,Poverty Incidence among Families (%),2009,Laguna,6.2,Province,Region VI-A,%
1653,Poverty Incidence among Families (%),2012,Laguna,4.6,Province,Region VI-A,%
1654,Poverty Incidence among Families (%),2015,Laguna,4.1,Province,Region VI-A,%
1685,Poverty Incidence among Families (%),1991,Lanao del Norte,,Province,Region X,%
1686,Poverty Incidence among Families (%),2006,Lanao del Norte,33.1,Province,Region X,%
1687,Poverty Incidence among Families (%),2009,Lanao del Norte,39.7,Province,Region X,%
1688,Poverty Incidence among Families (%),2012,Lanao del Norte,41.4,Province,Region X,%
1689,Poverty Incidence among Families (%),2015,Lanao del Norte,36.3,Province,Region X,%
1720,Poverty Incidence among Families (%),1991,Lanao del Sur,,Province,ARMM,%
1721,Poverty Incidence among Families (%),2006,Lanao del Sur,38.6,Province,ARMM,%
1722,Poverty Incidence among Families (%),2009,Lanao del Sur,48.7,Province,ARMM,%
1723,Poverty Incidence among Families (%),2012,Lanao del Sur,67.3,Province,ARMM,%
1724,Poverty Incidence among Families (%),2015,Lanao del Sur,66.3,Province,ARMM,%
1755,Poverty Incidence among Families (%),1991,Leyte,,Province,Region VIII,%
1756,Poverty Incidence among Families (%),2006,Leyte,32.2,Province,Region VIII,%
1757,Poverty Incidence among Families (%),2009,Leyte,29.8,Province,Region VIII,%
1758,Poverty Incidence among Families (%),2012,Leyte,31.4,Province,Region VIII,%
1759,Poverty Incidence among Families (%),2015,Leyte,23.6,Province,Region VIII,%
1790,Poverty Incidence among Families (%),1991,Maguindanao,,Province,ARMM,%
1791,Poverty Incidence among Families (%),2006,Maguindanao,46.4,Province,ARMM,%
1792,Poverty Incidence among Families (%),2009,Maguindanao,43.3,Province,ARMM,%
1793,Poverty Incidence among Families (%),2012,Maguindanao,54.5,Province,ARMM,%
1794,Poverty Incidence among Families (%),2015,Maguindanao,48.8,Province,ARMM,%
1825,Poverty Incidence among Families (%),1991,Marinduque,,Province,Region IV-B,%
1826,Poverty Incidence among Families (%),2006,Marinduque,31.9,Province,Region IV-B,%
1827,Poverty Incidence among Families (%),2009,Marinduque,27.4,Province,Region IV-B,%
1828,Poverty Incidence among Families (%),2012,Marinduque,23.9,Province,Region IV-B,%
1829,Poverty Incidence among Families (%),2015,Marinduque,11.7,Province,Region IV-B,%
1860,Poverty Incidence among Families (%),1991,Masbate,,Province,Region V,%
1861,Poverty Incidence among Families (%),2006,Masbate,44.6,Province,Region V,%
1862,Poverty Incidence among Families (%),2009,Masbate,44.4,Province,Region V,%
1863,Poverty Incidence among Families (%),2012,Masbate,40.6,Province,Region V,%
1864,Poverty Incidence among Families (%),2015,Masbate,35.5,Province,Region V,%
1895,Poverty Incidence among Families (%),1991,Misamis Occidental,,Province,Region X,%
1896,Poverty Incidence among Families (%),2006,Misamis Occidental,37.1,Province,Region X,%
1897,Poverty Incidence among Families (%),2009,Misamis Occidental,37.9,Province,Region X,%
1898,Poverty Incidence among Families (%),2012,Misamis Occidental,33.8,Province,Region X,%
1899,Poverty Incidence among Families (%),2015,Misamis Occidental,30.1,Province,Region X,%
1930,Poverty Incidence among Families (%),1991,Misamis Oriental,,Province,Region X,%
1931,Poverty Incidence among Families (%),2006,Misamis Oriental,26.5,Province,Region X,%
1932,Poverty Incidence among Families (%),2009,Misamis Oriental,25,Province,Region X,%
1933,Poverty Incidence among Families (%),2012,Misamis Oriental,19.1,Province,Region X,%
1934,Poverty Incidence among Families (%),2015,Misamis Oriental,14.9,Province,Region X,%
1965,Poverty Incidence among Families (%),1991,Mt. Province,,Province,CAR,%
1966,Poverty Incidence among Families (%),2006,Mt. Province,38.5,Province,CAR,%
1967,Poverty Incidence among Families (%),2009,Mt. Province,39.3,Province,CAR,%
1968,Poverty Incidence among Families (%),2012,Mt. Province,27.9,Province,CAR,%
1969,Poverty Incidence among Families (%),2015,Mt. Province,29.5,Province,CAR,%
2000,Poverty Incidence among Families (%),1991,NCR,5.3,Region,NCR,%
2001,Poverty Incidence among Families (%),2006,NCR,2.9,Region,NCR,%
2002,Poverty Incidence among Families (%),2009,NCR,2.4,Region,NCR,%
2003,Poverty Incidence among Families (%),2012,NCR,2.6,Region,NCR,%
2004,Poverty Incidence among Families (%),2015,NCR,2.7,Region,NCR,%
2035,Poverty Incidence among Families (%),1991,Negros Occidental,,Province,Region VI,%
2036,Poverty Incidence among Families (%),2006,Negros Occidental,21.6,Province,Region VI,%
2037,Poverty Incidence among Families (%),2009,Negros Occidental,22.9,Province,Region VI,%
2038,Poverty Incidence among Families (%),2012,Negros Occidental,24.9,Province,Region VI,%
2039,Poverty Incidence among Families (%),2015,Negros Occidental,21.9,Province,Region VI,%
2070,Poverty Incidence among Families (%),1991,Negros Oriental,,Province,Region VII,%
2071,Poverty Incidence among Families (%),2006,Negros Oriental,38.2,Province,Region VII,%
2072,Poverty Incidence among Families (%),2009,Negros Oriental,28,Province,Region VII,%
2073,Poverty Incidence among Families (%),2012,Negros Oriental,43.9,Province,Region VII,%
2074,Poverty Incidence among Families (%),2015,Negros Oriental,38.7,Province,Region VII,%
2105,Poverty Incidence among Families (%),1991,North Cotabato,,Province,Region XII,%
2106,Poverty Incidence among Families (%),2006,North Cotabato,25.6,Province,Region XII,%
2107,Poverty Incidence among Families (%),2009,North Cotabato,23.4,Province,Region XII,%
2108,Poverty Incidence among Families (%),2012,North Cotabato,44.8,Province,Region XII,%
2109,Poverty Incidence among Families (%),2015,North Cotabato,34.5,Province,Region XII,%
2140,Poverty Incidence among Families (%),1991,Northern Samar,,Province,Region VIII,%
2141,Poverty Incidence among Families (%),2006,Northern Samar,44.6,Province,Region VIII,%
2142,Poverty Incidence among Families (%),2009,Northern Samar,42.8,Province,Region VIII,%
2143,Poverty Incidence among Families (%),2012,Northern Samar,43.5,Province,Region VIII,%
2144,Poverty Incidence among Families (%),2015,Northern Samar,47.9,Province,Region VIII,%
2175,Poverty Incidence among Families (%),1991,Nueva Ecija,,Province,Region III,%
2176,Poverty Incidence among Families (%),2006,Nueva Ecija,21.6,Province,Region III,%
2177,Poverty Incidence among Families (%),2009,Nueva Ecija,24.9,Province,Region III,%
2178,Poverty Incidence among Families (%),2012,Nueva Ecija,19.6,Province,Region III,%
2179,Poverty Incidence among Families (%),2015,Nueva Ecija,18.6,Province,Region III,%
2210,Poverty Incidence among Families (%),1991,Nueva Vizcaya,,Province,Region II,%
2211,Poverty Incidence among Families (%),2006,Nueva Vizcaya,11,Province,Region II,%
2212,Poverty Incidence among Families (%),2009,Nueva Vizcaya,10,Province,Region II,%
2213,Poverty Incidence among Families (%),2012,Nueva Vizcaya,15.1,Province,Region II,%
2214,Poverty Incidence among Families (%),2015,Nueva Vizcaya,9.1,Province,Region II,%
2245,Poverty Incidence among Families (%),1991,Occidental Mindoro,,Province,Region IV-B,%
2246,Poverty Incidence among Families (%),2006,Occidental Mindoro,33.5,Province,Region IV-B,%
2247,Poverty Incidence among Families (%),2009,Occidental Mindoro,25,Province,Region IV-B,%
2248,Poverty Incidence among Families (%),2012,Occidental Mindoro,29.8,Province,Region IV-B,%
2249,Poverty Incidence among Families (%),2015,Occidental Mindoro,30,Province,Region IV-B,%
2280,Poverty Incidence among Families (%),1991,Oriental Mindoro,,Province,Region IV-B,%
2281,Poverty Incidence among Families (%),2006,Oriental Mindoro,35.7,Province,Region IV-B,%
2282,Poverty Incidence among Families (%),2009,Oriental Mindoro,28.8,Province,Region IV-B,%
2283,Poverty Incidence among Families (%),2012,Oriental Mindoro,21.5,Province,Region IV-B,%
2284,Poverty Incidence among Families (%),2015,Oriental Mindoro,15,Province,Region IV-B,%
2315,Poverty Incidence among Families (%),1991,PHILIPPINES,29.7,Country,Philippines,%
2316,Poverty Incidence among Families (%),2006,PHILIPPINES,21,Country,Philippines,%
2317,Poverty Incidence among Families (%),2009,PHILIPPINES,20.5,Country,Philippines,%
2318,Poverty Incidence among Families (%),2012,PHILIPPINES,19.7,Country,Philippines,%
2319,Poverty Incidence among Families (%),2015,PHILIPPINES,16.5,Country,Philippines,%
2350,Poverty Incidence among Families (%),1991,Palawan,,Province,Region IV-B,%
2351,Poverty Incidence among Families (%),2006,Palawan,28.2,Province,Region IV-B,%
2352,Poverty Incidence among Families (%),2009,Palawan,25.3,Province,Region IV-B,%
2353,Poverty Incidence among Families (%),2012,Palawan,20.5,Province,Region IV-B,%
2354,Poverty Incidence among Families (%),2015,Palawan,11.9,Province,Region IV-B,%
2385,Poverty Incidence among Families (%),1991,Pampanga,,Province,Region III,%
2386,Poverty Incidence among Families (%),2006,Pampanga,2,Province,Region III,%
2387,Poverty Incidence among Families (%),2009,Pampanga,4.9,Province,Region III,%
2388,Poverty Incidence among Families (%),2012,Pampanga,5.4,Province,Region III,%
2389,Poverty Incidence among Families (%),2015,Pampanga,3,Province,Region III,%
2420,Poverty Incidence among Families (%),1991,Pangasinan,,Province,Region I,%
2421,Poverty Incidence among Families (%),2006,Pangasinan,21.8,Province,Region I,%
2422,Poverty Incidence among Families (%),2009,Pangasinan,17.2,Province,Region I,%
2423,Poverty Incidence among Families (%),2012,Pangasinan,14.9,Province,Region I,%
2424,Poverty Incidence among Families (%),2015,Pangasinan,11.2,Province,Region I,%
2455,Poverty Incidence among Families (%),1991,Quezon,,Province,Region VI-A,%
2456,Poverty Incidence among Families (%),2006,Quezon,24.7,Province,Region VI-A,%
2457,Poverty Incidence among Families (%),2009,Quezon,22.1,Province,Region VI-A,%
2458,Poverty Incidence among Families (%),2012,Quezon,20.3,Province,Region VI-A,%
2459,Poverty Incidence among Families (%),2015,Quezon,17.1,Province,Region VI-A,%
2490,Poverty Incidence among Families (%),1991,Quirino,,Province,Region II,%
2491,Poverty Incidence among Families (%),2006,Quirino,9.7,Province,Region II,%
2492,Poverty Incidence among Families (%),2009,Quirino,11.1,Province,Region II,%
2493,Poverty Incidence among Families (%),2012,Quirino,15.5,Province,Region II,%
2494,Poverty Incidence among Families (%),2015,Quirino,18.7,Province,Region II,%
