,Variable,Year,province,value,adm_level,region,unit
314,Magnitude of Subsistence Poor Population,2015,Aklan,"4,076",Province,Region VI,population
345,Magnitude of Subsistence Poor Population,1991,Albay,,Province,Region V,population
346,Magnitude of Subsistence Poor Population,2006,Albay,"166,543",Province,Region V,population
347,Magnitude of Subsistence Poor Population,2009,Albay,"184,950",Province,Region V,population
348,Magnitude of Subsistence Poor Population,2012,Albay,"245,109",Province,Region V,population
349,Magnitude of Subsistence Poor Population,2015,Albay,"144,881",Province,Region V,population
380,Magnitude of Subsistence Poor Population,1991,Antique,,Province,Region VI,population
381,Magnitude of Subsistence Poor Population,2006,Antique,"121,019",Province,Region VI,population
382,Magnitude of Subsistence Poor Population,2009,Antique,"92,799",Province,Region VI,population
383,Magnitude of Subsistence Poor Population,2012,Antique,"67,455",Province,Region VI,population
384,Magnitude of Subsistence Poor Population,2015,Antique,"35,678",Province,Region VI,population
415,Magnitude of Subsistence Poor Population,1991,Apayao,,Province,CAR,population
416,Magnitude of Subsistence Poor Population,2006,Apayao,"29,697",Province,CAR,population
417,Magnitude of Subsistence Poor Population,2009,Apayao,"32,925",Province,CAR,population
418,Magnitude of Subsistence Poor Population,2012,Apayao,"37,989",Province,CAR,population
419,Magnitude of Subsistence Poor Population,2015,Apayao,"8,621",Province,CAR,population
450,Magnitude of Subsistence Poor Population,1991,Aurora,,,,population
451,Magnitude of Subsistence Poor Population,2006,Aurora,"27,606",,,population
452,Magnitude of Subsistence Poor Population,2009,Aurora,"2,905",,,population
453,Magnitude of Subsistence Poor Population,2012,Aurora,"22,785",,,population
454,Magnitude of Subsistence Poor Population,2015,Aurora,"31,905",,,population
485,Magnitude of Subsistence Poor Population,1991,Basilan,,Province,ARMM,population
486,Magnitude of Subsistence Poor Population,2006,Basilan,"16,380",Province,ARMM,population
487,Magnitude of Subsistence Poor Population,2009,Basilan,"7,735",Province,ARMM,population
488,Magnitude of Subsistence Poor Population,2012,Basilan,"9,614",Province,ARMM,population
489,Magnitude of Subsistence Poor Population,2015,Basilan,"14,539",Province,ARMM,population
520,Magnitude of Subsistence Poor Population,1991,Bataan,,Province,Region III,population
521,Magnitude of Subsistence Poor Population,2006,Bataan,"7,283",Province,Region III,population
522,Magnitude of Subsistence Poor Population,2009,Bataan,0,Province,Region III,population
523,Magnitude of Subsistence Poor Population,2012,Bataan,"18,027",Province,Region III,population
524,Magnitude of Subsistence Poor Population,2015,Bataan,0,Province,Region III,population
555,Magnitude of Subsistence Poor Population,1991,Batanes,,,,population
556,Magnitude of Subsistence Poor Population,2006,Batanes,0,,,population
557,Magnitude of Subsistence Poor Population,2009,Batanes,0,,,population
558,Magnitude of Subsistence Poor Population,2012,Batanes,"3,619",,,population
559,Magnitude of Subsistence Poor Population,2015,Batanes,0,,,population
590,Magnitude of Subsistence Poor Population,1991,Batangas,,Province,Region VI-A,population
591,Magnitude of Subsistence Poor Population,2006,Batangas,"112,755",Province,Region VI-A,population
592,Magnitude of Subsistence Poor Population,2009,Batangas,"126,621",Province,Region VI-A,population
593,Magnitude of Subsistence Poor Population,2012,Batangas,"175,738",Province,Region VI-A,population
594,Magnitude of Subsistence Poor Population,2015,Batangas,"65,034",Province,Region VI-A,population
625,Magnitude of Subsistence Poor Population,1991,Benguet,,Province,CAR,population
626,Magnitude of Subsistence Poor Population,2006,Benguet,"9,637",Province,CAR,population
627,Magnitude of Subsistence Poor Population,2009,Benguet,"13,696",Province,CAR,population
628,Magnitude of Subsistence Poor Population,2012,Benguet,"4,812",Province,CAR,population
629,Magnitude of Subsistence Poor Population,2015,Benguet,"3,437",Province,CAR,population
660,Magnitude of Subsistence Poor Population,1991,Biliran,,Province,Region VIII,population
661,Magnitude of Subsistence Poor Population,2006,Biliran,"18,797",Province,Region VIII,population
662,Magnitude of Subsistence Poor Population,2009,Biliran,"24,212",Province,Region VIII,population
663,Magnitude of Subsistence Poor Population,2012,Biliran,"13,768",Province,Region VIII,population
664,Magnitude of Subsistence Poor Population,2015,Biliran,"17,084",Province,Region VIII,population
695,Magnitude of Subsistence Poor Population,1991,Bohol,,Province,Region VII,population
696,Magnitude of Subsistence Poor Population,2006,Bohol,"322,270",Province,Region VII,population
697,Magnitude of Subsistence Poor Population,2009,Bohol,"253,078",Province,Region VII,population
698,Magnitude of Subsistence Poor Population,2012,Bohol,"186,652",Province,Region VII,population
699,Magnitude of Subsistence Poor Population,2015,Bohol,"110,296",Province,Region VII,population
730,Magnitude of Subsistence Poor Population,1991,Bukidnon,,Province,Region X,population
731,Magnitude of Subsistence Poor Population,2006,Bukidnon,"283,444",Province,Region X,population
732,Magnitude of Subsistence Poor Population,2009,Bukidnon,"305,419",Province,Region X,population
733,Magnitude of Subsistence Poor Population,2012,Bukidnon,"345,189",Province,Region X,population
734,Magnitude of Subsistence Poor Population,2015,Bukidnon,"429,969",Province,Region X,population
765,Magnitude of Subsistence Poor Population,1991,Bulacan,,Province,Region III,population
766,Magnitude of Subsistence Poor Population,2006,Bulacan,"31,137",Province,Region III,population
767,Magnitude of Subsistence Poor Population,2009,Bulacan,"23,726",Province,Region III,population
768,Magnitude of Subsistence Poor Population,2012,Bulacan,"57,585",Province,Region III,population
769,Magnitude of Subsistence Poor Population,2015,Bulacan,"38,950",Province,Region III,population
800,Magnitude of Subsistence Poor Population,1991,CAR,"314,545",Region,CAR,population
801,Magnitude of Subsistence Poor Population,2006,CAR,"205,548",Region,CAR,population
802,Magnitude of Subsistence Poor Population,2009,CAR,"199,163",Region,CAR,population
803,Magnitude of Subsistence Poor Population,2012,CAR,"163,097",Region,CAR,population
804,Magnitude of Subsistence Poor Population,2015,CAR,"124,763",Region,CAR,population
835,Magnitude of Subsistence Poor Population,1991,Cagayan,,Province,Region II,population
836,Magnitude of Subsistence Poor Population,2006,Cagayan,"119,669",Province,Region II,population
837,Magnitude of Subsistence Poor Population,2009,Cagayan,"106,900",Province,Region II,population
838,Magnitude of Subsistence Poor Population,2012,Cagayan,"59,769",Province,Region II,population
839,Magnitude of Subsistence Poor Population,2015,Cagayan,"38,880",Province,Region II,population
870,Magnitude of Subsistence Poor Population,1991,Camarines Norte,,Province,Region V,population
871,Magnitude of Subsistence Poor Population,2006,Camarines Norte,"102,263",Province,Region V,population
872,Magnitude of Subsistence Poor Population,2009,Camarines Norte,"64,081",Province,Region V,population
873,Magnitude of Subsistence Poor Population,2012,Camarines Norte,"55,176",Province,Region V,population
874,Magnitude of Subsistence Poor Population,2015,Camarines Norte,"88,450",Province,Region V,population
905,Magnitude of Subsistence Poor Population,1991,Camarines Sur,,Province,Region V,population
906,Magnitude of Subsistence Poor Population,2006,Camarines Sur,"418,514",Province,Region V,population
907,Magnitude of Subsistence Poor Population,2009,Camarines Sur,"365,353",Province,Region V,population
908,Magnitude of Subsistence Poor Population,2012,Camarines Sur,"283,965",Province,Region V,population
909,Magnitude of Subsistence Poor Population,2015,Camarines Sur,"168,733",Province,Region V,population
940,Magnitude of Subsistence Poor Population,1991,Camiguin,,,,population
941,Magnitude of Subsistence Poor Population,2006,Camiguin,"11,704",,,population
942,Magnitude of Subsistence Poor Population,2009,Camiguin,"4,291",,,population
943,Magnitude of Subsistence Poor Population,2012,Camiguin,"26,206",,,population
944,Magnitude of Subsistence Poor Population,2015,Camiguin,"11,585",,,population
975,Magnitude of Subsistence Poor Population,1991,Capiz,,Province,Region VI,population
976,Magnitude of Subsistence Poor Population,2006,Capiz,"60,510",Province,Region VI,population
977,Magnitude of Subsistence Poor Population,2009,Capiz,"90,739",Province,Region VI,population
978,Magnitude of Subsistence Poor Population,2012,Capiz,"91,947",Province,Region VI,population
979,Magnitude of Subsistence Poor Population,2015,Capiz,"23,911",Province,Region VI,population
1010,Magnitude of Subsistence Poor Population,1991,Caraga,"593,582",Region,CARAGA,population
1011,Magnitude of Subsistence Poor Population,2006,Caraga,"629,117",Region,CARAGA,population
1012,Magnitude of Subsistence Poor Population,2009,Caraga,"731,148",Region,CARAGA,population
1013,Magnitude of Subsistence Poor Population,2012,Caraga,"455,903",Region,CARAGA,population
1014,Magnitude of Subsistence Poor Population,2015,Caraga,"456,930",Region,CARAGA,population
1045,Magnitude of Subsistence Poor Population,1991,Catanduanes,,Province,Region V,population
1046,Magnitude of Subsistence Poor Population,2006,Catanduanes,"42,402",Province,Region V,population
1047,Magnitude of Subsistence Poor Population,2009,Catanduanes,"32,317",Province,Region V,population
1048,Magnitude of Subsistence Poor Population,2012,Catanduanes,"62,337",Province,Region V,population
1049,Magnitude of Subsistence Poor Population,2015,Catanduanes,"50,591",Province,Region V,population
1080,Magnitude of Subsistence Poor Population,1991,Cavite,,Province,Region VI-A,population
1081,Magnitude of Subsistence Poor Population,2006,Cavite,"7,762",Province,Region VI-A,population
1082,Magnitude of Subsistence Poor Population,2009,Cavite,0,Province,Region VI-A,population
1083,Magnitude of Subsistence Poor Population,2012,Cavite,"17,660",Province,Region VI-A,population
1084,Magnitude of Subsistence Poor Population,2015,Cavite,"59,553",Province,Region VI-A,population
1115,Magnitude of Subsistence Poor Population,1991,Cebu,,Province,Region VII,population
1116,Magnitude of Subsistence Poor Population,2006,Cebu,"579,508",Province,Region VII,population
1117,Magnitude of Subsistence Poor Population,2009,Cebu,"527,568",Province,Region VII,population
1118,Magnitude of Subsistence Poor Population,2012,Cebu,"370,778",Province,Region VII,population
1119,Magnitude of Subsistence Poor Population,2015,Cebu,"369,384",Province,Region VII,population
1150,Magnitude of Subsistence Poor Population,1991,Compostela Valley,,Province,Region XI,population
1151,Magnitude of Subsistence Poor Population,2006,Compostela Valley,"112,744",Province,Region XI,population
1152,Magnitude of Subsistence Poor Population,2009,Compostela Valley,"91,320",Province,Region XI,population
1153,Magnitude of Subsistence Poor Population,2012,Compostela Valley,"116,923",Province,Region XI,population
1154,Magnitude of Subsistence Poor Population,2015,Compostela Valley,"46,728",Province,Region XI,population
1185,Magnitude of Subsistence Poor Population,1991,"Cotabato City,",,,,population
1186,Magnitude of Subsistence Poor Population,2006,"Cotabato City,","41,031",,,population
1187,Magnitude of Subsistence Poor Population,2009,"Cotabato City,","28,738",,,population
1188,Magnitude of Subsistence Poor Population,2012,"Cotabato City,","30,070",,,population
1189,Magnitude of Subsistence Poor Population,2015,"Cotabato City,","19,900",,,population
1220,Magnitude of Subsistence Poor Population,1991,Davao Oriental,,Province,Region XI,population
1221,Magnitude of Subsistence Poor Population,2006,Davao Oriental,"117,911",Province,Region XI,population
1222,Magnitude of Subsistence Poor Population,2009,Davao Oriental,"124,323",Province,Region XI,population
1223,Magnitude of Subsistence Poor Population,2012,Davao Oriental,"123,065",Province,Region XI,population
1224,Magnitude of Subsistence Poor Population,2015,Davao Oriental,"36,061",Province,Region XI,population
1255,Magnitude of Subsistence Poor Population,1991,Davao del Norte,,Province,Region XI,population
1256,Magnitude of Subsistence Poor Population,2006,Davao del Norte,"141,589",Province,Region XI,population
1257,Magnitude of Subsistence Poor Population,2009,Davao del Norte,"140,483",Province,Region XI,population
1258,Magnitude of Subsistence Poor Population,2012,Davao del Norte,"124,053",Province,Region XI,population
1259,Magnitude of Subsistence Poor Population,2015,Davao del Norte,"113,736",Province,Region XI,population
1290,Magnitude of Subsistence Poor Population,1991,Davao del Sur,,Province,Region XI,population
1291,Magnitude of Subsistence Poor Population,2006,Davao del Sur,"273,479",Province,Region XI,population
1292,Magnitude of Subsistence Poor Population,2009,Davao del Sur,"286,774",Province,Region XI,population
1293,Magnitude of Subsistence Poor Population,2012,Davao del Sur,"238,206",Province,Region XI,population
1294,Magnitude of Subsistence Poor Population,2015,Davao del Sur,"177,807",Province,Region XI,population
1325,Magnitude of Subsistence Poor Population,1991,Eastern Samar,,Province,Region VIII,population
1326,Magnitude of Subsistence Poor Population,2006,Eastern Samar,"134,811",Province,Region VIII,population
1327,Magnitude of Subsistence Poor Population,2009,Eastern Samar,"144,702",Province,Region VIII,population
1328,Magnitude of Subsistence Poor Population,2012,Eastern Samar,"167,151",Province,Region VIII,population
1329,Magnitude of Subsistence Poor Population,2015,Eastern Samar,"120,427",Province,Region VIII,population
1360,Magnitude of Subsistence Poor Population,1991,"Guimaras,",,,,population
1361,Magnitude of Subsistence Poor Population,2006,"Guimaras,","4,370",,,population
1362,Magnitude of Subsistence Poor Population,2009,"Guimaras,","15,134",,,population
1363,Magnitude of Subsistence Poor Population,2012,"Guimaras,","17,416",,,population
1364,Magnitude of Subsistence Poor Population,2015,"Guimaras,",0,,,population
1395,Magnitude of Subsistence Poor Population,1991,Ifugao,,Province,CAR,population
1396,Magnitude of Subsistence Poor Population,2006,Ifugao,"17,820",Province,CAR,population
1397,Magnitude of Subsistence Poor Population,2009,Ifugao,"18,649",Province,CAR,population
1398,Magnitude of Subsistence Poor Population,2012,Ifugao,"41,953",Province,CAR,population
1399,Magnitude of Subsistence Poor Population,2015,Ifugao,"35,386",Province,CAR,population
1430,Magnitude of Subsistence Poor Population,1991,Ilocos Norte,,Province,Region I,population
1431,Magnitude of Subsistence Poor Population,2006,Ilocos Norte,"42,245",Province,Region I,population
1432,Magnitude of Subsistence Poor Population,2009,Ilocos Norte,"22,908",Province,Region I,population
1433,Magnitude of Subsistence Poor Population,2012,Ilocos Norte,"8,610",Province,Region I,population
1434,Magnitude of Subsistence Poor Population,2015,Ilocos Norte,0,Province,Region I,population
1465,Magnitude of Subsistence Poor Population,1991,Ilocos Sur,,Province,Region I,population
1466,Magnitude of Subsistence Poor Population,2006,Ilocos Sur,"37,507",Province,Region I,population
1467,Magnitude of Subsistence Poor Population,2009,Ilocos Sur,"25,297",Province,Region I,population
1468,Magnitude of Subsistence Poor Population,2012,Ilocos Sur,"46,225",Province,Region I,population
1469,Magnitude of Subsistence Poor Population,2015,Ilocos Sur,"14,406",Province,Region I,population
1500,Magnitude of Subsistence Poor Population,1991,Iloilo,,Province,Region VI,population
1501,Magnitude of Subsistence Poor Population,2006,Iloilo,"195,812",Province,Region VI,population
1502,Magnitude of Subsistence Poor Population,2009,Iloilo,"183,411",Province,Region VI,population
1503,Magnitude of Subsistence Poor Population,2012,Iloilo,"222,680",Province,Region VI,population
1504,Magnitude of Subsistence Poor Population,2015,Iloilo,"213,579",Province,Region VI,population
1535,Magnitude of Subsistence Poor Population,1991,Isabela,,Province,Region II,population
1536,Magnitude of Subsistence Poor Population,2006,Isabela,"145,696",Province,Region II,population
1537,Magnitude of Subsistence Poor Population,2009,Isabela,"138,980",Province,Region II,population
1538,Magnitude of Subsistence Poor Population,2012,Isabela,"82,353",Province,Region II,population
1539,Magnitude of Subsistence Poor Population,2015,Isabela,"27,989",Province,Region II,population
1570,Magnitude of Subsistence Poor Population,1991,"Isabela City,",,,,population
1571,Magnitude of Subsistence Poor Population,2006,"Isabela City,","24,173",,,population
1572,Magnitude of Subsistence Poor Population,2009,"Isabela City,","2,143",,,population
1573,Magnitude of Subsistence Poor Population,2012,"Isabela City,","4,597",,,population
1574,Magnitude of Subsistence Poor Population,2015,"Isabela City,","7,129",,,population
1605,Magnitude of Subsistence Poor Population,1991,Kalinga,,Province,CAR,population
1606,Magnitude of Subsistence Poor Population,2006,Kalinga,"53,305",Province,CAR,population
1607,Magnitude of Subsistence Poor Population,2009,Kalinga,"31,512",Province,CAR,population
1608,Magnitude of Subsistence Poor Population,2012,Kalinga,"26,315",Province,CAR,population
1609,Magnitude of Subsistence Poor Population,2015,Kalinga,"32,028",Province,CAR,population
1640,Magnitude of Subsistence Poor Population,1991,La Union,,Province,Region I,population
1641,Magnitude of Subsistence Poor Population,2006,La Union,"69,618",Province,Region I,population
1642,Magnitude of Subsistence Poor Population,2009,La Union,"98,330",Province,Region I,population
1643,Magnitude of Subsistence Poor Population,2012,La Union,"54,901",Province,Region I,population
1644,Magnitude of Subsistence Poor Population,2015,La Union,"47,615",Province,Region I,population
1675,Magnitude of Subsistence Poor Population,1991,Laguna,,Province,Region VI-A,population
1676,Magnitude of Subsistence Poor Population,2006,Laguna,"42,944",Province,Region VI-A,population
1677,Magnitude of Subsistence Poor Population,2009,Laguna,"28,341",Province,Region VI-A,population
1678,Magnitude of Subsistence Poor Population,2012,Laguna,"49,892",Province,Region VI-A,population
1679,Magnitude of Subsistence Poor Population,2015,Laguna,"33,391",Province,Region VI-A,population
1710,Magnitude of Subsistence Poor Population,1991,Lanao del Norte,,Province,Region X,population
1711,Magnitude of Subsistence Poor Population,2006,Lanao del Norte,"189,677",Province,Region X,population
1712,Magnitude of Subsistence Poor Population,2009,Lanao del Norte,"221,351",Province,Region X,population
1713,Magnitude of Subsistence Poor Population,2012,Lanao del Norte,"270,319",Province,Region X,population
1714,Magnitude of Subsistence Poor Population,2015,Lanao del Norte,"226,388",Province,Region X,population
1745,Magnitude of Subsistence Poor Population,1991,Lanao del Sur,,Province,ARMM,population
1746,Magnitude of Subsistence Poor Population,2006,Lanao del Sur,"146,290",Province,ARMM,population
1747,Magnitude of Subsistence Poor Population,2009,Lanao del Sur,"229,623",Province,ARMM,population
1748,Magnitude of Subsistence Poor Population,2012,Lanao del Sur,"461,866",Province,ARMM,population
1749,Magnitude of Subsistence Poor Population,2015,Lanao del Sur,"412,985",Province,ARMM,population
1780,Magnitude of Subsistence Poor Population,1991,Leyte,,Province,Region VIII,population
1781,Magnitude of Subsistence Poor Population,2006,Leyte,"313,428",Province,Region VIII,population
1782,Magnitude of Subsistence Poor Population,2009,Leyte,"238,137",Province,Region VIII,population
1783,Magnitude of Subsistence Poor Population,2012,Leyte,"260,414",Province,Region VIII,population
1784,Magnitude of Subsistence Poor Population,2015,Leyte,"204,946",Province,Region VIII,population
1815,Magnitude of Subsistence Poor Population,1991,Maguindanao,,Province,ARMM,population
1816,Magnitude of Subsistence Poor Population,2006,Maguindanao,"205,934",Province,ARMM,population
1817,Magnitude of Subsistence Poor Population,2009,Maguindanao,"156,521",Province,ARMM,population
1818,Magnitude of Subsistence Poor Population,2012,Maguindanao,"231,634",Province,ARMM,population
1819,Magnitude of Subsistence Poor Population,2015,Maguindanao,"277,716",Province,ARMM,population
1850,Magnitude of Subsistence Poor Population,1991,Marinduque,,Province,Region IV-B,population
1851,Magnitude of Subsistence Poor Population,2006,Marinduque,"28,172",Province,Region IV-B,population
1852,Magnitude of Subsistence Poor Population,2009,Marinduque,"32,098",Province,Region IV-B,population
1853,Magnitude of Subsistence Poor Population,2012,Marinduque,"19,386",Province,Region IV-B,population
1854,Magnitude of Subsistence Poor Population,2015,Marinduque,"9,165",Province,Region IV-B,population
1885,Magnitude of Subsistence Poor Population,1991,Masbate,,Province,Region V,population
1886,Magnitude of Subsistence Poor Population,2006,Masbate,"232,129",Province,Region V,population
1887,Magnitude of Subsistence Poor Population,2009,Masbate,"212,088",Province,Region V,population
1888,Magnitude of Subsistence Poor Population,2012,Masbate,"176,911",Province,Region V,population
1889,Magnitude of Subsistence Poor Population,2015,Masbate,"138,135",Province,Region V,population
1920,Magnitude of Subsistence Poor Population,1991,Misamis Occidental,,Province,Region X,population
1921,Magnitude of Subsistence Poor Population,2006,Misamis Occidental,"122,196",Province,Region X,population
1922,Magnitude of Subsistence Poor Population,2009,Misamis Occidental,"137,493",Province,Region X,population
1923,Magnitude of Subsistence Poor Population,2012,Misamis Occidental,"108,704",Province,Region X,population
1924,Magnitude of Subsistence Poor Population,2015,Misamis Occidental,"61,399",Province,Region X,population
1955,Magnitude of Subsistence Poor Population,1991,Misamis Oriental,,Province,Region X,population
1956,Magnitude of Subsistence Poor Population,2006,Misamis Oriental,"254,834",Province,Region X,population
1957,Magnitude of Subsistence Poor Population,2009,Misamis Oriental,"207,620",Province,Region X,population
1958,Magnitude of Subsistence Poor Population,2012,Misamis Oriental,"168,193",Province,Region X,population
1959,Magnitude of Subsistence Poor Population,2015,Misamis Oriental,"121,517",Province,Region X,population
1990,Magnitude of Subsistence Poor Population,1991,Mt. Province,,Province,CAR,population
1991,Magnitude of Subsistence Poor Population,2006,Mt. Province,"39,822",Province,CAR,population
1992,Magnitude of Subsistence Poor Population,2009,Mt. Province,"36,201",Province,CAR,population
1993,Magnitude of Subsistence Poor Population,2012,Mt. Province,"21,553",Province,CAR,population
1994,Magnitude of Subsistence Poor Population,2015,Mt. Province,"22,932",Province,CAR,population
2025,Magnitude of Subsistence Poor Population,1991,NCR,"135,543",Region,NCR,population
2026,Magnitude of Subsistence Poor Population,2006,NCR,"92,132",Region,NCR,population
2027,Magnitude of Subsistence Poor Population,2009,NCR,"55,634",Region,NCR,population
2028,Magnitude of Subsistence Poor Population,2012,NCR,"58,193",Region,NCR,population
2029,Magnitude of Subsistence Poor Population,2015,NCR,"82,747",Region,NCR,population
2060,Magnitude of Subsistence Poor Population,1991,Negros Occidental,,Province,Region VI,population
2061,Magnitude of Subsistence Poor Population,2006,Negros Occidental,"289,878",Province,Region VI,population
2062,Magnitude of Subsistence Poor Population,2009,Negros Occidental,"260,376",Province,Region VI,population
2063,Magnitude of Subsistence Poor Population,2012,Negros Occidental,"367,310",Province,Region VI,population
2064,Magnitude of Subsistence Poor Population,2015,Negros Occidental,"281,940",Province,Region VI,population
2095,Magnitude of Subsistence Poor Population,1991,Negros Oriental,,Province,Region VII,population
2096,Magnitude of Subsistence Poor Population,2006,Negros Oriental,"273,902",Province,Region VII,population
2097,Magnitude of Subsistence Poor Population,2009,Negros Oriental,"174,760",Province,Region VII,population
2098,Magnitude of Subsistence Poor Population,2012,Negros Oriental,"375,009",Province,Region VII,population
2099,Magnitude of Subsistence Poor Population,2015,Negros Oriental,"374,135",Province,Region VII,population
2130,Magnitude of Subsistence Poor Population,1991,North Cotabato,,Province,Region XII,population
2131,Magnitude of Subsistence Poor Population,2006,North Cotabato,"147,219",Province,Region XII,population
2132,Magnitude of Subsistence Poor Population,2009,North Cotabato,"155,375",Province,Region XII,population
2133,Magnitude of Subsistence Poor Population,2012,North Cotabato,"441,309",Province,Region XII,population
2134,Magnitude of Subsistence Poor Population,2015,North Cotabato,"337,875",Province,Region XII,population
2165,Magnitude of Subsistence Poor Population,1991,Northern Samar,,Province,Region VIII,population
2166,Magnitude of Subsistence Poor Population,2006,Northern Samar,"192,862",Province,Region VIII,population
2167,Magnitude of Subsistence Poor Population,2009,Northern Samar,"162,360",Province,Region VIII,population
2168,Magnitude of Subsistence Poor Population,2012,Northern Samar,"146,222",Province,Region VIII,population
2169,Magnitude of Subsistence Poor Population,2015,Northern Samar,"175,868",Province,Region VIII,population
2200,Magnitude of Subsistence Poor Population,1991,Nueva Ecija,,Province,Region III,population
2201,Magnitude of Subsistence Poor Population,2006,Nueva Ecija,"160,496",Province,Region III,population
2202,Magnitude of Subsistence Poor Population,2009,Nueva Ecija,"236,448",Province,Region III,population
2203,Magnitude of Subsistence Poor Population,2012,Nueva Ecija,"150,734",Province,Region III,population
2204,Magnitude of Subsistence Poor Population,2015,Nueva Ecija,"142,217",Province,Region III,population
2235,Magnitude of Subsistence Poor Population,1991,Nueva Vizcaya,,Province,Region II,population
2236,Magnitude of Subsistence Poor Population,2006,Nueva Vizcaya,"19,612",Province,Region II,population
2237,Magnitude of Subsistence Poor Population,2009,Nueva Vizcaya,"16,231",Province,Region II,population
2238,Magnitude of Subsistence Poor Population,2012,Nueva Vizcaya,"41,711",Province,Region II,population
2239,Magnitude of Subsistence Poor Population,2015,Nueva Vizcaya,"9,297",Province,Region II,population
2270,Magnitude of Subsistence Poor Population,1991,Occidental Mindoro,,Province,Region IV-B,population
2271,Magnitude of Subsistence Poor Population,2006,Occidental Mindoro,"98,055",Province,Region IV-B,population
2272,Magnitude of Subsistence Poor Population,2009,Occidental Mindoro,"61,065",Province,Region IV-B,population
2273,Magnitude of Subsistence Poor Population,2012,Occidental Mindoro,"95,953",Province,Region IV-B,population
2274,Magnitude of Subsistence Poor Population,2015,Occidental Mindoro,"116,050",Province,Region IV-B,population
2305,Magnitude of Subsistence Poor Population,1991,Oriental Mindoro,,Province,Region IV-B,population
2306,Magnitude of Subsistence Poor Population,2006,Oriental Mindoro,"165,913",Province,Region IV-B,population
2307,Magnitude of Subsistence Poor Population,2009,Oriental Mindoro,"109,601",Province,Region IV-B,population
