,Variable,Year,province,value,adm_level,region,unit
862,Magnitude of Poor Population,2009,Camarines Norte,"227,105",Province,Region V,population
863,Magnitude of Poor Population,2012,Camarines Norte,"160,390",Province,Region V,population
864,Magnitude of Poor Population,2015,Camarines Norte,"237,712",Province,Region V,population
895,Magnitude of Poor Population,1991,Camarines Sur,,Province,Region V,population
896,Magnitude of Poor Population,2006,Camarines Sur,"815,084",Province,Region V,population
897,Magnitude of Poor Population,2009,Camarines Sur,"855,074",Province,Region V,population
898,Magnitude of Poor Population,2012,Camarines Sur,"771,984",Province,Region V,population
899,Magnitude of Poor Population,2015,Camarines Sur,"665,165",Province,Region V,population
930,Magnitude of Poor Population,1991,Camiguin,,,,population
931,Magnitude of Poor Population,2006,Camiguin,"28,073",,,population
932,Magnitude of Poor Population,2009,Camiguin,"21,183",,,population
933,Magnitude of Poor Population,2012,Camiguin,"48,774",,,population
934,Magnitude of Poor Population,2015,Camiguin,"36,182",,,population
965,Magnitude of Poor Population,1991,Capiz,,Province,Region VI,population
966,Magnitude of Poor Population,2006,Capiz,"208,858",Province,Region VI,population
967,Magnitude of Poor Population,2009,Capiz,"201,099",Province,Region VI,population
968,Magnitude of Poor Population,2012,Capiz,"208,208",Province,Region VI,population
969,Magnitude of Poor Population,2015,Capiz,"118,678",Province,Region VI,population
1000,Magnitude of Poor Population,1991,Caraga,"972,186",Region,CARAGA,population
1001,Magnitude of Poor Population,2006,Caraga,"1,132,669",Region,CARAGA,population
1002,Magnitude of Poor Population,2009,Caraga,"1,291,683",Region,CARAGA,population
1003,Magnitude of Poor Population,2012,Caraga,"1,001,923",Region,CARAGA,population
1004,Magnitude of Poor Population,2015,Caraga,"1,062,312",Region,CARAGA,population
1035,Magnitude of Poor Population,1991,Catanduanes,,Province,Region V,population
1036,Magnitude of Poor Population,2006,Catanduanes,"91,033",Province,Region V,population
1037,Magnitude of Poor Population,2009,Catanduanes,"65,268",Province,Region V,population
1038,Magnitude of Poor Population,2012,Catanduanes,"86,574",Province,Region V,population
1039,Magnitude of Poor Population,2015,Catanduanes,"129,486",Province,Region V,population
1070,Magnitude of Poor Population,1991,Cavite,,Province,Region VI-A,population
1071,Magnitude of Poor Population,2006,Cavite,"49,511",Province,Region VI-A,population
1072,Magnitude of Poor Population,2009,Cavite,"93,697",Province,Region VI-A,population
1073,Magnitude of Poor Population,2012,Cavite,"113,359",Province,Region VI-A,population
1074,Magnitude of Poor Population,2015,Cavite,"233,844",Province,Region VI-A,population
1105,Magnitude of Poor Population,1991,Cebu,,Province,Region VII,population
1106,Magnitude of Poor Population,2006,Cebu,"1,184,478",Province,Region VII,population
1107,Magnitude of Poor Population,2009,Cebu,"1,108,152",Province,Region VII,population
1108,Magnitude of Poor Population,2012,Cebu,"1,000,163",Province,Region VII,population
1109,Magnitude of Poor Population,2015,Cebu,"986,557",Province,Region VII,population
1140,Magnitude of Poor Population,1991,Compostela Valley,,Province,Region XI,population
1141,Magnitude of Poor Population,2006,Compostela Valley,"239,480",Province,Region XI,population
1142,Magnitude of Poor Population,2009,Compostela Valley,"239,800",Province,Region XI,population
1143,Magnitude of Poor Population,2012,Compostela Valley,"259,485",Province,Region XI,population
1144,Magnitude of Poor Population,2015,Compostela Valley,"178,922",Province,Region XI,population
1175,Magnitude of Poor Population,1991,"Cotabato City,",,,,population
1176,Magnitude of Poor Population,2006,"Cotabato City,","77,779",,,population
1177,Magnitude of Poor Population,2009,"Cotabato City,","94,347",,,population
1178,Magnitude of Poor Population,2012,"Cotabato City,","130,477",,,population
1179,Magnitude of Poor Population,2015,"Cotabato City,","62,325",,,population
1210,Magnitude of Poor Population,1991,Davao Oriental,,Province,Region XI,population
1211,Magnitude of Poor Population,2006,Davao Oriental,"243,821",Province,Region XI,population
1212,Magnitude of Poor Population,2009,Davao Oriental,"262,029",Province,Region XI,population
1213,Magnitude of Poor Population,2012,Davao Oriental,"246,026",Province,Region XI,population
1214,Magnitude of Poor Population,2015,Davao Oriental,"163,594",Province,Region XI,population
1245,Magnitude of Poor Population,1991,Davao del Norte,,Province,Region XI,population
1246,Magnitude of Poor Population,2006,Davao del Norte,"271,315",Province,Region XI,population
1247,Magnitude of Poor Population,2009,Davao del Norte,"285,271",Province,Region XI,population
1248,Magnitude of Poor Population,2012,Davao del Norte,"328,442",Province,Region XI,population
1249,Magnitude of Poor Population,2015,Davao del Norte,"299,673",Province,Region XI,population
1280,Magnitude of Poor Population,1991,Davao del Sur,,Province,Region XI,population
1281,Magnitude of Poor Population,2006,Davao del Sur,"514,676",Province,Region XI,population
1282,Magnitude of Poor Population,2009,Davao del Sur,"569,381",Province,Region XI,population
1283,Magnitude of Poor Population,2012,Davao del Sur,"577,111",Province,Region XI,population
1284,Magnitude of Poor Population,2015,Davao del Sur,"450,012",Province,Region XI,population
1315,Magnitude of Poor Population,1991,Eastern Samar,,Province,Region VIII,population
1316,Magnitude of Poor Population,2006,Eastern Samar,"223,131",Province,Region VIII,population
1317,Magnitude of Poor Population,2009,Eastern Samar,"236,588",Province,Region VIII,population
1318,Magnitude of Poor Population,2012,Eastern Samar,"279,607",Province,Region VIII,population
1319,Magnitude of Poor Population,2015,Eastern Samar,"226,309",Province,Region VIII,population
1350,Magnitude of Poor Population,1991,"Guimaras,",,,,population
1351,Magnitude of Poor Population,2006,"Guimaras,","38,435",,,population
1352,Magnitude of Poor Population,2009,"Guimaras,","37,036",,,population
1353,Magnitude of Poor Population,2012,"Guimaras,","40,090",,,population
1354,Magnitude of Poor Population,2015,"Guimaras,","8,435",,,population
1385,Magnitude of Poor Population,1991,Ifugao,,Province,CAR,population
1386,Magnitude of Poor Population,2006,Ifugao,"47,642",Province,CAR,population
1387,Magnitude of Poor Population,2009,Ifugao,"56,194",Province,CAR,population
1388,Magnitude of Poor Population,2012,Ifugao,"79,680",Province,CAR,population
1389,Magnitude of Poor Population,2015,Ifugao,"68,321",Province,CAR,population
1420,Magnitude of Poor Population,1991,Ilocos Norte,,Province,Region I,population
1421,Magnitude of Poor Population,2006,Ilocos Norte,"94,405",Province,Region I,population
1422,Magnitude of Poor Population,2009,Ilocos Norte,"79,794",Province,Region I,population
1423,Magnitude of Poor Population,2012,Ilocos Norte,"55,010",Province,Region I,population
1424,Magnitude of Poor Population,2015,Ilocos Norte,"32,822",Province,Region I,population
1455,Magnitude of Poor Population,1991,Ilocos Sur,,Province,Region I,population
1456,Magnitude of Poor Population,2006,Ilocos Sur,"120,162",Province,Region I,population
1457,Magnitude of Poor Population,2009,Ilocos Sur,"107,066",Province,Region I,population
1458,Magnitude of Poor Population,2012,Ilocos Sur,"105,196",Province,Region I,population
1459,Magnitude of Poor Population,2015,Ilocos Sur,"86,612",Province,Region I,population
1490,Magnitude of Poor Population,1991,Iloilo,,Province,Region VI,population
1491,Magnitude of Poor Population,2006,Iloilo,"453,617",Province,Region VI,population
1492,Magnitude of Poor Population,2009,Iloilo,"563,572",Province,Region VI,population
1493,Magnitude of Poor Population,2012,Iloilo,"580,937",Province,Region VI,population
1494,Magnitude of Poor Population,2015,Iloilo,"540,001",Province,Region VI,population
1525,Magnitude of Poor Population,1991,Isabela,,Province,Region II,population
1526,Magnitude of Poor Population,2006,Isabela,"413,905",Province,Region II,population
1527,Magnitude of Poor Population,2009,Isabela,"407,960",Province,Region II,population
1528,Magnitude of Poor Population,2012,Isabela,"365,024",Province,Region II,population
1529,Magnitude of Poor Population,2015,Isabela,"259,183",Province,Region II,population
1560,Magnitude of Poor Population,1991,"Isabela City,",,,,population
1561,Magnitude of Poor Population,2006,"Isabela City,","35,302",,,population
1562,Magnitude of Poor Population,2009,"Isabela City,","25,950",,,population
1563,Magnitude of Poor Population,2012,"Isabela City,","21,518",,,population
1564,Magnitude of Poor Population,2015,"Isabela City,","45,211",,,population
1595,Magnitude of Poor Population,1991,Kalinga,,Province,CAR,population
1596,Magnitude of Poor Population,2006,Kalinga,"85,794",Province,CAR,population
1597,Magnitude of Poor Population,2009,Kalinga,"56,660",Province,CAR,population
1598,Magnitude of Poor Population,2012,Kalinga,"53,768",Province,CAR,population
1599,Magnitude of Poor Population,2015,Kalinga,"78,585",Province,CAR,population
1630,Magnitude of Poor Population,1991,La Union,,Province,Region I,population
1631,Magnitude of Poor Population,2006,La Union,"183,042",Province,Region I,population
1632,Magnitude of Poor Population,2009,La Union,"217,782",Province,Region I,population
1633,Magnitude of Poor Population,2012,La Union,"134,234",Province,Region I,population
1634,Magnitude of Poor Population,2015,La Union,"111,952",Province,Region I,population
1665,Magnitude of Poor Population,1991,Laguna,,Province,Region VI-A,population
1666,Magnitude of Poor Population,2006,Laguna,"135,048",Province,Region VI-A,population
1667,Magnitude of Poor Population,2009,Laguna,"217,883",Province,Region VI-A,population
1668,Magnitude of Poor Population,2012,Laguna,"183,129",Province,Region VI-A,population
1669,Magnitude of Poor Population,2015,Laguna,"181,507",Province,Region VI-A,population
1700,Magnitude of Poor Population,1991,Lanao del Norte,,Province,Region X,population
1701,Magnitude of Poor Population,2006,Lanao del Norte,"335,571",Province,Region X,population
1702,Magnitude of Poor Population,2009,Lanao del Norte,"411,901",Province,Region X,population
1703,Magnitude of Poor Population,2012,Lanao del Norte,"443,271",Province,Region X,population
1704,Magnitude of Poor Population,2015,Lanao del Norte,"415,967",Province,Region X,population
1735,Magnitude of Poor Population,1991,Lanao del Sur,,Province,ARMM,population
1736,Magnitude of Poor Population,2006,Lanao del Sur,"367,996",Province,ARMM,population
1737,Magnitude of Poor Population,2009,Lanao del Sur,"501,993",Province,ARMM,population
1738,Magnitude of Poor Population,2012,Lanao del Sur,"687,138",Province,ARMM,population
1739,Magnitude of Poor Population,2015,Lanao del Sur,"725,262",Province,ARMM,population
1770,Magnitude of Poor Population,1991,Leyte,,Province,Region VIII,population
1771,Magnitude of Poor Population,2006,Leyte,"671,771",Province,Region VIII,population
1772,Magnitude of Poor Population,2009,Leyte,"628,371",Province,Region VIII,population
1773,Magnitude of Poor Population,2012,Leyte,"713,063",Province,Region VIII,population
1774,Magnitude of Poor Population,2015,Leyte,"652,690",Province,Region VIII,population
1805,Magnitude of Poor Population,1991,Maguindanao,,Province,ARMM,population
1806,Magnitude of Poor Population,2006,Maguindanao,"471,762",Province,ARMM,population
1807,Magnitude of Poor Population,2009,Maguindanao,"460,209",Province,ARMM,population
1808,Magnitude of Poor Population,2012,Maguindanao,"571,223",Province,ARMM,population
1809,Magnitude of Poor Population,2015,Maguindanao,"551,681",Province,ARMM,population
1840,Magnitude of Poor Population,1991,Marinduque,,Province,Region IV-B,population
1841,Magnitude of Poor Population,2006,Marinduque,"89,747",Province,Region IV-B,population
1842,Magnitude of Poor Population,2009,Marinduque,"74,517",Province,Region IV-B,population
1843,Magnitude of Poor Population,2012,Marinduque,"73,738",Province,Region IV-B,population
1844,Magnitude of Poor Population,2015,Marinduque,"52,450",Province,Region IV-B,population
1875,Magnitude of Poor Population,1991,Masbate,,Province,Region V,population
1876,Magnitude of Poor Population,2006,Masbate,"434,050",Province,Region V,population
1877,Magnitude of Poor Population,2009,Masbate,"481,921",Province,Region V,population
1878,Magnitude of Poor Population,2012,Masbate,"448,333",Province,Region V,population
1879,Magnitude of Poor Population,2015,Masbate,"424,568",Province,Region V,population
1910,Magnitude of Poor Population,1991,Misamis Occidental,,Province,Region X,population
1911,Magnitude of Poor Population,2006,Misamis Occidental,"233,664",Province,Region X,population
1912,Magnitude of Poor Population,2009,Misamis Occidental,"255,470",Province,Region X,population
1913,Magnitude of Poor Population,2012,Misamis Occidental,"241,738",Province,Region X,population
1914,Magnitude of Poor Population,2015,Misamis Occidental,"197,324",Province,Region X,population
1945,Magnitude of Poor Population,1991,Misamis Oriental,,Province,Region X,population
1946,Magnitude of Poor Population,2006,Misamis Oriental,"422,063",Province,Region X,population
1947,Magnitude of Poor Population,2009,Misamis Oriental,"392,663",Province,Region X,population
1948,Magnitude of Poor Population,2012,Misamis Oriental,"361,628",Province,Region X,population
1949,Magnitude of Poor Population,2015,Misamis Oriental,"338,972",Province,Region X,population
1980,Magnitude of Poor Population,1991,Mt. Province,,Province,CAR,population
1981,Magnitude of Poor Population,2006,Mt. Province,"62,931",Province,CAR,population
1982,Magnitude of Poor Population,2009,Mt. Province,"74,191",Province,CAR,population
1983,Magnitude of Poor Population,2012,Mt. Province,"59,186",Province,CAR,population
1984,Magnitude of Poor Population,2015,Mt. Province,"63,332",Province,CAR,population
2015,Magnitude of Poor Population,1991,NCR,"626,484",Region,NCR,population
2016,Magnitude of Poor Population,2006,NCR,"499,874",Region,NCR,population
2017,Magnitude of Poor Population,2009,NCR,"403,458",Region,NCR,population
2018,Magnitude of Poor Population,2012,NCR,"460,831",Region,NCR,population
2019,Magnitude of Poor Population,2015,NCR,"494,630",Region,NCR,population
2050,Magnitude of Poor Population,1991,Negros Occidental,,Province,Region VI,population
2051,Magnitude of Poor Population,2006,Negros Occidental,"776,097",Province,Region VI,population
2052,Magnitude of Poor Population,2009,Negros Occidental,"884,100",Province,Region VI,population
2053,Magnitude of Poor Population,2012,Negros Occidental,"961,694",Province,Region VI,population
2054,Magnitude of Poor Population,2015,Negros Occidental,"867,141",Province,Region VI,population
2085,Magnitude of Poor Population,1991,Negros Oriental,,Province,Region VII,population
2086,Magnitude of Poor Population,2006,Negros Oriental,"526,025",Province,Region VII,population
2087,Magnitude of Poor Population,2009,Negros Oriental,"397,815",Province,Region VII,population
2088,Magnitude of Poor Population,2012,Negros Oriental,"638,466",Province,Region VII,population
2089,Magnitude of Poor Population,2015,Negros Oriental,"694,293",Province,Region VII,population
2120,Magnitude of Poor Population,1991,North Cotabato,,Province,Region XII,population
2121,Magnitude of Poor Population,2006,North Cotabato,"331,158",Province,Region XII,population
2122,Magnitude of Poor Population,2009,North Cotabato,"361,554",Province,Region XII,population
2123,Magnitude of Poor Population,2012,North Cotabato,"708,062",Province,Region XII,population
2124,Magnitude of Poor Population,2015,North Cotabato,"615,923",Province,Region XII,population
2155,Magnitude of Poor Population,1991,Northern Samar,,Province,Region VIII,population
2156,Magnitude of Poor Population,2006,Northern Samar,"294,039",Province,Region VIII,population
2157,Magnitude of Poor Population,2009,Northern Samar,"303,403",Province,Region VIII,population
2158,Magnitude of Poor Population,2012,Northern Samar,"309,089",Province,Region VIII,population
2159,Magnitude of Poor Population,2015,Northern Samar,"337,064",Province,Region VIII,population
2190,Magnitude of Poor Population,1991,Nueva Ecija,,Province,Region III,population
2191,Magnitude of Poor Population,2006,Nueva Ecija,"469,219",Province,Region III,population
2192,Magnitude of Poor Population,2009,Nueva Ecija,"560,167",Province,Region III,population
2193,Magnitude of Poor Population,2012,Nueva Ecija,"488,808",Province,Region III,population
2194,Magnitude of Poor Population,2015,Nueva Ecija,"547,711",Province,Region III,population
2225,Magnitude of Poor Population,1991,Nueva Vizcaya,,Province,Region II,population
2226,Magnitude of Poor Population,2006,Nueva Vizcaya,"57,577",Province,Region II,population
2227,Magnitude of Poor Population,2009,Nueva Vizcaya,"55,077",Province,Region II,population
2228,Magnitude of Poor Population,2012,Nueva Vizcaya,"86,968",Province,Region II,population
2229,Magnitude of Poor Population,2015,Nueva Vizcaya,"51,746",Province,Region II,population
2260,Magnitude of Poor Population,1991,Occidental Mindoro,,Province,Region IV-B,population
2261,Magnitude of Poor Population,2006,Occidental Mindoro,"186,536",Province,Region IV-B,population
2262,Magnitude of Poor Population,2009,Occidental Mindoro,"157,180",Province,Region IV-B,population
2263,Magnitude of Poor Population,2012,Occidental Mindoro,"181,631",Province,Region IV-B,population
2264,Magnitude of Poor Population,2015,Occidental Mindoro,"208,435",Province,Region IV-B,population
2295,Magnitude of Poor Population,1991,Oriental Mindoro,,Province,Region IV-B,population
2296,Magnitude of Poor Population,2006,Oriental Mindoro,"328,847",Province,Region IV-B,population
2297,Magnitude of Poor Population,2009,Oriental Mindoro,"280,088",Province,Region IV-B,population
2298,Magnitude of Poor Population,2012,Oriental Mindoro,"238,372",Province,Region IV-B,population
2299,Magnitude of Poor Population,2015,Oriental Mindoro,"180,670",Province,Region IV-B,population
2330,Magnitude of Poor Population,1991,PHILIPPINES,"21,749,656",Country,Philippines,population
2331,Magnitude of Poor Population,2006,PHILIPPINES,"22,643,980",Country,Philippines,population
2332,Magnitude of Poor Population,2009,PHILIPPINES,"23,300,444",Country,Philippines,population
2333,Magnitude of Poor Population,2012,PHILIPPINES,"23,745,895",Country,Philippines,population
2334,Magnitude of Poor Population,2015,PHILIPPINES,"21,927,009",Country,Philippines,population
2365,Magnitude of Poor Population,1991,Palawan,,Province,Region IV-B,population
2366,Magnitude of Poor Population,2006,Palawan,"317,399",Province,Region IV-B,population
2367,Magnitude of Poor Population,2009,Palawan,"297,456",Province,Region IV-B,population
2368,Magnitude of Poor Population,2012,Palawan,"277,506",Province,Region IV-B,population
2369,Magnitude of Poor Population,2015,Palawan,"179,895",Province,Region IV-B,population
2400,Magnitude of Poor Population,1991,Pampanga,,Province,Region III,population
2401,Magnitude of Poor Population,2006,Pampanga,"59,465",Province,Region III,population
2402,Magnitude of Poor Population,2009,Pampanga,"154,742",Province,Region III,population
2403,Magnitude of Poor Population,2012,Pampanga,"181,396",Province,Region III,population
2404,Magnitude of Poor Population,2015,Pampanga,"114,511",Province,Region III,population
2435,Magnitude of Poor Population,1991,Pangasinan,,Province,Region I,population
2436,Magnitude of Poor Population,2006,Pangasinan,"768,315",Province,Region I,population
2437,Magnitude of Poor Population,2009,Pangasinan,"600,931",Province,Region I,population
2438,Magnitude of Poor Population,2012,Pangasinan,"582,209",Province,Region I,population
2439,Magnitude of Poor Population,2015,Pangasinan,"439,701",Province,Region I,population
2470,Magnitude of Poor Population,1991,Quezon,,Province,Region VI-A,population
2471,Magnitude of Poor Population,2006,Quezon,"585,684",Province,Region VI-A,population
2472,Magnitude of Poor Population,2009,Quezon,"529,495",Province,Region VI-A,population
2473,Magnitude of Poor Population,2012,Quezon,"517,177",Province,Region VI-A,population
2474,Magnitude of Poor Population,2015,Quezon,"482,295",Province,Region VI-A,population
2505,Magnitude of Poor Population,1991,Quirino,,Province,Region II,population
2506,Magnitude of Poor Population,2006,Quirino,"25,135",Province,Region II,population
2507,Magnitude of Poor Population,2009,Quirino,"29,265",Province,Region II,population
2508,Magnitude of Poor Population,2012,Quirino,"41,303",Province,Region II,population
2509,Magnitude of Poor Population,2015,Quirino,"53,106",Province,Region II,population
2540,Magnitude of Poor Population,1991,Region I,"1,298,408",Region,Region I,population
2541,Magnitude of Poor Population,2006,Region I,"1,165,924",Region,Region I,population
2542,Magnitude of Poor Population,2009,Region I,"1,005,574",Region,Region I,population
2543,Magnitude of Poor Population,2012,Region I,"876,650",Region,Region I,population
2544,Magnitude of Poor Population,2015,Region I,"671,087",Region,Region I,population
2575,Magnitude of Poor Population,1991,Region II,"1,028,542",Province,Region II,population
2576,Magnitude of Poor Population,2006,Region II,"814,425",Province,Region II,population
2577,Magnitude of Poor Population,2009,Region II,"790,985",Province,Region II,population
2578,Magnitude of Poor Population,2012,Region II,"716,754",Province,Region II,population
2579,Magnitude of Poor Population,2015,Region II,"553,616",Province,Region II,population
