,Variable,Year,province,value,adm_level,region,unit
693,Subsistence Incidence among Population (%),2012,Bohol,16,Province,Region VII,%
694,Subsistence Incidence among Population (%),2015,Bohol,9.6,Province,Region VII,%
725,Subsistence Incidence among Population (%),1991,Bukidnon,,Province,Region X,%
726,Subsistence Incidence among Population (%),2006,Bukidnon,23.2,Province,Region X,%
727,Subsistence Incidence among Population (%),2009,Bukidnon,24.2,Province,Region X,%
728,Subsistence Incidence among Population (%),2012,Bukidnon,25.5,Province,Region X,%
729,Subsistence Incidence among Population (%),2015,Bukidnon,31.5,Province,Region X,%
760,Subsistence Incidence among Population (%),1991,Bulacan,,Province,Region III,%
761,Subsistence Incidence among Population (%),2006,Bulacan,1.2,Province,Region III,%
762,Subsistence Incidence among Population (%),2009,Bulacan,0.8,Province,Region III,%
763,Subsistence Incidence among Population (%),2012,Bulacan,1.8,Province,Region III,%
764,Subsistence Incidence among Population (%),2015,Bulacan,1.1,Province,Region III,%
795,Subsistence Incidence among Population (%),1991,CAR,25.5,Region,CAR,%
796,Subsistence Incidence among Population (%),2006,CAR,13.6,Region,CAR,%
797,Subsistence Incidence among Population (%),2009,CAR,12.8,Region,CAR,%
798,Subsistence Incidence among Population (%),2012,CAR,10,Region,CAR,%
799,Subsistence Incidence among Population (%),2015,CAR,7,Region,CAR,%
830,Subsistence Incidence among Population (%),1991,Cagayan,,Province,Region II,%
831,Subsistence Incidence among Population (%),2006,Cagayan,11.3,Province,Region II,%
832,Subsistence Incidence among Population (%),2009,Cagayan,10,Province,Region II,%
833,Subsistence Incidence among Population (%),2012,Cagayan,5.4,Province,Region II,%
834,Subsistence Incidence among Population (%),2015,Cagayan,3.3,Province,Region II,%
865,Subsistence Incidence among Population (%),1991,Camarines Norte,,Province,Region V,%
866,Subsistence Incidence among Population (%),2006,Camarines Norte,19.3,Province,Region V,%
867,Subsistence Incidence among Population (%),2009,Camarines Norte,11.8,Province,Region V,%
868,Subsistence Incidence among Population (%),2012,Camarines Norte,9.9,Province,Region V,%
869,Subsistence Incidence among Population (%),2015,Camarines Norte,13.6,Province,Region V,%
900,Subsistence Incidence among Population (%),1991,Camarines Sur,,Province,Region V,%
901,Subsistence Incidence among Population (%),2006,Camarines Sur,24.6,Province,Region V,%
902,Subsistence Incidence among Population (%),2009,Camarines Sur,20.5,Province,Region V,%
903,Subsistence Incidence among Population (%),2012,Camarines Sur,15.1,Province,Region V,%
904,Subsistence Incidence among Population (%),2015,Camarines Sur,8.9,Province,Region V,%
935,Subsistence Incidence among Population (%),1991,Camiguin,,,,%
936,Subsistence Incidence among Population (%),2006,Camiguin,14.4,,,%
937,Subsistence Incidence among Population (%),2009,Camiguin,5.2,,,%
938,Subsistence Incidence among Population (%),2012,Camiguin,28.8,,,%
939,Subsistence Incidence among Population (%),2015,Camiguin,10.9,,,%
970,Subsistence Incidence among Population (%),1991,Capiz,,Province,Region VI,%
971,Subsistence Incidence among Population (%),2006,Capiz,8.7,Province,Region VI,%
972,Subsistence Incidence among Population (%),2009,Capiz,13.1,Province,Region VI,%
973,Subsistence Incidence among Population (%),2012,Capiz,12.3,Province,Region VI,%
974,Subsistence Incidence among Population (%),2015,Capiz,2.6,Province,Region VI,%
1005,Subsistence Incidence among Population (%),1991,Caraga,33.1,Region,CARAGA,%
1006,Subsistence Incidence among Population (%),2006,Caraga,27.4,Region,CARAGA,%
1007,Subsistence Incidence among Population (%),2009,Caraga,30.8,Region,CARAGA,%
1008,Subsistence Incidence among Population (%),2012,Caraga,18.3,Region,CARAGA,%
1009,Subsistence Incidence among Population (%),2015,Caraga,16.8,Region,CARAGA,%
1040,Subsistence Incidence among Population (%),1991,Catanduanes,,Province,Region V,%
1041,Subsistence Incidence among Population (%),2006,Catanduanes,19.3,Province,Region V,%
1042,Subsistence Incidence among Population (%),2009,Catanduanes,14.4,Province,Region V,%
1043,Subsistence Incidence among Population (%),2012,Catanduanes,24.3,Province,Region V,%
1044,Subsistence Incidence among Population (%),2015,Catanduanes,16.9,Province,Region V,%
1075,Subsistence Incidence among Population (%),1991,Cavite,,Province,Region VI-A,%
1076,Subsistence Incidence among Population (%),2006,Cavite,0.3,Province,Region VI-A,%
1077,Subsistence Incidence among Population (%),2009,Cavite,0,Province,Region VI-A,%
1078,Subsistence Incidence among Population (%),2012,Cavite,0.5,Province,Region VI-A,%
1079,Subsistence Incidence among Population (%),2015,Cavite,1.7,Province,Region VI-A,%
1110,Subsistence Incidence among Population (%),1991,Cebu,,Province,Region VII,%
1111,Subsistence Incidence among Population (%),2006,Cebu,14.9,Province,Region VII,%
1112,Subsistence Incidence among Population (%),2009,Cebu,12.7,Province,Region VII,%
1113,Subsistence Incidence among Population (%),2012,Cebu,8.4,Province,Region VII,%
1114,Subsistence Incidence among Population (%),2015,Cebu,8,Province,Region VII,%
1145,Subsistence Incidence among Population (%),1991,Compostela Valley,,Province,Region XI,%
1146,Subsistence Incidence among Population (%),2006,Compostela Valley,17.8,Province,Region XI,%
1147,Subsistence Incidence among Population (%),2009,Compostela Valley,14,Province,Region XI,%
1148,Subsistence Incidence among Population (%),2012,Compostela Valley,16.5,Province,Region XI,%
1149,Subsistence Incidence among Population (%),2015,Compostela Valley,7.3,Province,Region XI,%
1180,Subsistence Incidence among Population (%),1991,"Cotabato City,",,,,%
1181,Subsistence Incidence among Population (%),2006,"Cotabato City,",18.2,,,%
1182,Subsistence Incidence among Population (%),2009,"Cotabato City,",10.4,,,%
1183,Subsistence Incidence among Population (%),2012,"Cotabato City,",10.2,,,%
1184,Subsistence Incidence among Population (%),2015,"Cotabato City,",10.1,,,%
1215,Subsistence Incidence among Population (%),1991,Davao Oriental,,Province,Region XI,%
1216,Subsistence Incidence among Population (%),2006,Davao Oriental,24.4,Province,Region XI,%
1217,Subsistence Incidence among Population (%),2009,Davao Oriental,25.8,Province,Region XI,%
1218,Subsistence Incidence among Population (%),2012,Davao Oriental,22.9,Province,Region XI,%
1219,Subsistence Incidence among Population (%),2015,Davao Oriental,6.6,Province,Region XI,%
1250,Subsistence Incidence among Population (%),1991,Davao del Norte,,Province,Region XI,%
1251,Subsistence Incidence among Population (%),2006,Davao del Norte,16.6,Province,Region XI,%
1252,Subsistence Incidence among Population (%),2009,Davao del Norte,15.7,Province,Region XI,%
1253,Subsistence Incidence among Population (%),2012,Davao del Norte,12.6,Province,Region XI,%
1254,Subsistence Incidence among Population (%),2015,Davao del Norte,12.6,Province,Region XI,%
1285,Subsistence Incidence among Population (%),1991,Davao del Sur,,Province,Region XI,%
1286,Subsistence Incidence among Population (%),2006,Davao del Sur,12.6,Province,Region XI,%
1287,Subsistence Incidence among Population (%),2009,Davao del Sur,12.5,Province,Region XI,%
1288,Subsistence Incidence among Population (%),2012,Davao del Sur,10.1,Province,Region XI,%
1289,Subsistence Incidence among Population (%),2015,Davao del Sur,6.2,Province,Region XI,%
1320,Subsistence Incidence among Population (%),1991,Eastern Samar,,Province,Region VIII,%
1321,Subsistence Incidence among Population (%),2006,Eastern Samar,31,Province,Region VIII,%
1322,Subsistence Incidence among Population (%),2009,Eastern Samar,34.5,Province,Region VIII,%
1323,Subsistence Incidence among Population (%),2012,Eastern Samar,38.1,Province,Region VIII,%
1324,Subsistence Incidence among Population (%),2015,Eastern Samar,24.6,Province,Region VIII,%
1355,Subsistence Incidence among Population (%),1991,"Guimaras,",,,,%
1356,Subsistence Incidence among Population (%),2006,"Guimaras,",2.9,,,%
1357,Subsistence Incidence among Population (%),2009,"Guimaras,",8.5,,,%
1358,Subsistence Incidence among Population (%),2012,"Guimaras,",10.9,,,%
1359,Subsistence Incidence among Population (%),2015,"Guimaras,",0,,,%
1390,Subsistence Incidence among Population (%),1991,Ifugao,,Province,CAR,%
1391,Subsistence Incidence among Population (%),2006,Ifugao,10.5,Province,CAR,%
1392,Subsistence Incidence among Population (%),2009,Ifugao,10.7,Province,CAR,%
1393,Subsistence Incidence among Population (%),2012,Ifugao,22.3,Province,CAR,%
1394,Subsistence Incidence among Population (%),2015,Ifugao,16.8,Province,CAR,%
1425,Subsistence Incidence among Population (%),1991,Ilocos Norte,,Province,Region I,%
1426,Subsistence Incidence among Population (%),2006,Ilocos Norte,7.9,Province,Region I,%
1427,Subsistence Incidence among Population (%),2009,Ilocos Norte,4.2,Province,Region I,%
1428,Subsistence Incidence among Population (%),2012,Ilocos Norte,1.5,Province,Region I,%
1429,Subsistence Incidence among Population (%),2015,Ilocos Norte,0,Province,Region I,%
1460,Subsistence Incidence among Population (%),1991,Ilocos Sur,,Province,Region I,%
1461,Subsistence Incidence among Population (%),2006,Ilocos Sur,6.5,Province,Region I,%
1462,Subsistence Incidence among Population (%),2009,Ilocos Sur,4.3,Province,Region I,%
1463,Subsistence Incidence among Population (%),2012,Ilocos Sur,7.6,Province,Region I,%
1464,Subsistence Incidence among Population (%),2015,Ilocos Sur,2,Province,Region I,%
1495,Subsistence Incidence among Population (%),1991,Iloilo,,Province,Region VI,%
1496,Subsistence Incidence among Population (%),2006,Iloilo,9.4,Province,Region VI,%
1497,Subsistence Incidence among Population (%),2009,Iloilo,8.7,Province,Region VI,%
1498,Subsistence Incidence among Population (%),2012,Iloilo,10,Province,Region VI,%
1499,Subsistence Incidence among Population (%),2015,Iloilo,7.9,Province,Region VI,%
1530,Subsistence Incidence among Population (%),1991,Isabela,,Province,Region II,%
1531,Subsistence Incidence among Population (%),2006,Isabela,10.4,Province,Region II,%
1532,Subsistence Incidence among Population (%),2009,Isabela,9.8,Province,Region II,%
1533,Subsistence Incidence among Population (%),2012,Isabela,5.5,Province,Region II,%
1534,Subsistence Incidence among Population (%),2015,Isabela,1.6,Province,Region II,%
1565,Subsistence Incidence among Population (%),1991,"Isabela City,",,,,%
1566,Subsistence Incidence among Population (%),2006,"Isabela City,",28.7,,,%
1567,Subsistence Incidence among Population (%),2009,"Isabela City,",2.3,,,%
1568,Subsistence Incidence among Population (%),2012,"Isabela City,",4.7,,,%
1569,Subsistence Incidence among Population (%),2015,"Isabela City,",4,,,%
1600,Subsistence Incidence among Population (%),1991,Kalinga,,Province,CAR,%
1601,Subsistence Incidence among Population (%),2006,Kalinga,29.4,Province,CAR,%
1602,Subsistence Incidence among Population (%),2009,Kalinga,16.8,Province,CAR,%
1603,Subsistence Incidence among Population (%),2012,Kalinga,13.1,Province,CAR,%
1604,Subsistence Incidence among Population (%),2015,Kalinga,14.2,Province,CAR,%
1635,Subsistence Incidence among Population (%),1991,La Union,,Province,Region I,%
1636,Subsistence Incidence among Population (%),2006,La Union,9.9,Province,Region I,%
1637,Subsistence Incidence among Population (%),2009,La Union,13.2,Province,Region I,%
1638,Subsistence Incidence among Population (%),2012,La Union,7.6,Province,Region I,%
1639,Subsistence Incidence among Population (%),2015,La Union,5.2,Province,Region I,%
1670,Subsistence Incidence among Population (%),1991,Laguna,,Province,Region VI-A,%
1671,Subsistence Incidence among Population (%),2006,Laguna,1.8,Province,Region VI-A,%
1672,Subsistence Incidence among Population (%),2009,Laguna,1.1,Province,Region VI-A,%
1673,Subsistence Incidence among Population (%),2012,Laguna,1.7,Province,Region VI-A,%
1674,Subsistence Incidence among Population (%),2015,Laguna,1,Province,Region VI-A,%
1705,Subsistence Incidence among Population (%),1991,Lanao del Norte,,Province,Region X,%
1706,Subsistence Incidence among Population (%),2006,Lanao del Norte,23,Province,Region X,%
1707,Subsistence Incidence among Population (%),2009,Lanao del Norte,24.8,Province,Region X,%
1708,Subsistence Incidence among Population (%),2012,Lanao del Norte,29.9,Province,Region X,%
1709,Subsistence Incidence among Population (%),2015,Lanao del Norte,24.1,Province,Region X,%
1740,Subsistence Incidence among Population (%),1991,Lanao del Sur,,Province,ARMM,%
1741,Subsistence Incidence among Population (%),2006,Lanao del Sur,17.8,Province,ARMM,%
1742,Subsistence Incidence among Population (%),2009,Lanao del Sur,25.9,Province,ARMM,%
1743,Subsistence Incidence among Population (%),2012,Lanao del Sur,49.6,Province,ARMM,%
1744,Subsistence Incidence among Population (%),2015,Lanao del Sur,41,Province,ARMM,%
1775,Subsistence Incidence among Population (%),1991,Leyte,,Province,Region VIII,%
1776,Subsistence Incidence among Population (%),2006,Leyte,17.9,Province,Region VIII,%
1777,Subsistence Incidence among Population (%),2009,Leyte,13.8,Province,Region VIII,%
1778,Subsistence Incidence among Population (%),2012,Leyte,14.3,Province,Region VIII,%
1779,Subsistence Incidence among Population (%),2015,Leyte,9.7,Province,Region VIII,%
1810,Subsistence Incidence among Population (%),1991,Maguindanao,,Province,ARMM,%
1811,Subsistence Incidence among Population (%),2006,Maguindanao,23.8,Province,ARMM,%
1812,Subsistence Incidence among Population (%),2009,Maguindanao,17.7,Province,ARMM,%
1813,Subsistence Incidence among Population (%),2012,Maguindanao,25.8,Province,ARMM,%
1814,Subsistence Incidence among Population (%),2015,Maguindanao,28.8,Province,ARMM,%
1845,Subsistence Incidence among Population (%),1991,Marinduque,,Province,Region IV-B,%
1846,Subsistence Incidence among Population (%),2006,Marinduque,12.7,Province,Region IV-B,%
1847,Subsistence Incidence among Population (%),2009,Marinduque,14.5,Province,Region IV-B,%
1848,Subsistence Incidence among Population (%),2012,Marinduque,8.7,Province,Region IV-B,%
1849,Subsistence Incidence among Population (%),2015,Marinduque,2.8,Province,Region IV-B,%
1880,Subsistence Incidence among Population (%),1991,Masbate,,Province,Region V,%
1881,Subsistence Incidence among Population (%),2006,Masbate,28.6,Province,Region V,%
1882,Subsistence Incidence among Population (%),2009,Masbate,24.8,Province,Region V,%
1883,Subsistence Incidence among Population (%),2012,Masbate,20.3,Province,Region V,%
1884,Subsistence Incidence among Population (%),2015,Masbate,14.8,Province,Region V,%
1915,Subsistence Incidence among Population (%),1991,Misamis Occidental,,Province,Region X,%
1916,Subsistence Incidence among Population (%),2006,Misamis Occidental,23,Province,Region X,%
1917,Subsistence Incidence among Population (%),2009,Misamis Occidental,25,Province,Region X,%
1918,Subsistence Incidence among Population (%),2012,Misamis Occidental,19.2,Province,Region X,%
1919,Subsistence Incidence among Population (%),2015,Misamis Occidental,11.5,Province,Region X,%
1950,Subsistence Incidence among Population (%),1991,Misamis Oriental,,Province,Region X,%
1951,Subsistence Incidence among Population (%),2006,Misamis Oriental,19.3,Province,Region X,%
1952,Subsistence Incidence among Population (%),2009,Misamis Oriental,15.3,Province,Region X,%
1953,Subsistence Incidence among Population (%),2012,Misamis Oriental,10.9,Province,Region X,%
1954,Subsistence Incidence among Population (%),2015,Misamis Oriental,6.9,Province,Region X,%
1985,Subsistence Incidence among Population (%),1991,Mt. Province,,Province,CAR,%
1986,Subsistence Incidence among Population (%),2006,Mt. Province,27.9,Province,CAR,%
1987,Subsistence Incidence among Population (%),2009,Mt. Province,25.5,Province,CAR,%
1988,Subsistence Incidence among Population (%),2012,Mt. Province,13.7,Province,CAR,%
1989,Subsistence Incidence among Population (%),2015,Mt. Province,14.1,Province,CAR,%
2020,Subsistence Incidence among Population (%),1991,NCR,1.5,Region,NCR,%
2021,Subsistence Incidence among Population (%),2006,NCR,0.9,Region,NCR,%
2022,Subsistence Incidence among Population (%),2009,NCR,0.5,Region,NCR,%
2023,Subsistence Incidence among Population (%),2012,NCR,0.5,Region,NCR,%
2024,Subsistence Incidence among Population (%),2015,NCR,0.7,Region,NCR,%
2055,Subsistence Incidence among Population (%),1991,Negros Occidental,,Province,Region VI,%
2056,Subsistence Incidence among Population (%),2006,Negros Occidental,10.5,Province,Region VI,%
2057,Subsistence Incidence among Population (%),2009,Negros Occidental,9,Province,Region VI,%
2058,Subsistence Incidence among Population (%),2012,Negros Occidental,12.3,Province,Region VI,%
2059,Subsistence Incidence among Population (%),2015,Negros Occidental,9.4,Province,Region VI,%
2090,Subsistence Incidence among Population (%),1991,Negros Oriental,,Province,Region VII,%
2091,Subsistence Incidence among Population (%),2006,Negros Oriental,22.4,Province,Region VII,%
2092,Subsistence Incidence among Population (%),2009,Negros Oriental,14.6,Province,Region VII,%
2093,Subsistence Incidence among Population (%),2012,Negros Oriental,29.4,Province,Region VII,%
2094,Subsistence Incidence among Population (%),2015,Negros Oriental,24.2,Province,Region VII,%
2125,Subsistence Incidence among Population (%),1991,North Cotabato,,Province,Region XII,%
2126,Subsistence Incidence among Population (%),2006,North Cotabato,14,Province,Region XII,%
2127,Subsistence Incidence among Population (%),2009,North Cotabato,13.2,Province,Region XII,%
2128,Subsistence Incidence among Population (%),2012,North Cotabato,32.6,Province,Region XII,%
2129,Subsistence Incidence among Population (%),2015,North Cotabato,22.7,Province,Region XII,%
2160,Subsistence Incidence among Population (%),1991,Northern Samar,,Province,Region VIII,%
2161,Subsistence Incidence among Population (%),2006,Northern Samar,35,Province,Region VIII,%
2162,Subsistence Incidence among Population (%),2009,Northern Samar,27.9,Province,Region VIII,%
2163,Subsistence Incidence among Population (%),2012,Northern Samar,23.7,Province,Region VIII,%
2164,Subsistence Incidence among Population (%),2015,Northern Samar,29.3,Province,Region VIII,%
2195,Subsistence Incidence among Population (%),1991,Nueva Ecija,,Province,Region III,%
2196,Subsistence Incidence among Population (%),2006,Nueva Ecija,9.1,Province,Region III,%
2197,Subsistence Incidence among Population (%),2009,Nueva Ecija,12.6,Province,Region III,%
2198,Subsistence Incidence among Population (%),2012,Nueva Ecija,7.8,Province,Region III,%
2199,Subsistence Incidence among Population (%),2015,Nueva Ecija,5.9,Province,Region III,%
2230,Subsistence Incidence among Population (%),1991,Nueva Vizcaya,,Province,Region II,%
2231,Subsistence Incidence among Population (%),2006,Nueva Vizcaya,5.1,Province,Region II,%
2232,Subsistence Incidence among Population (%),2009,Nueva Vizcaya,3.9,Province,Region II,%
2233,Subsistence Incidence among Population (%),2012,Nueva Vizcaya,9.9,Province,Region II,%
2234,Subsistence Incidence among Population (%),2015,Nueva Vizcaya,2.5,Province,Region II,%
2265,Subsistence Incidence among Population (%),1991,Occidental Mindoro,,Province,Region IV-B,%
2266,Subsistence Incidence among Population (%),2006,Occidental Mindoro,22.7,Province,Region IV-B,%
2267,Subsistence Incidence among Population (%),2009,Occidental Mindoro,13.9,Province,Region IV-B,%
2268,Subsistence Incidence among Population (%),2012,Occidental Mindoro,20.1,Province,Region IV-B,%
2269,Subsistence Incidence among Population (%),2015,Occidental Mindoro,23,Province,Region IV-B,%
2300,Subsistence Incidence among Population (%),1991,Oriental Mindoro,,Province,Region IV-B,%
2301,Subsistence Incidence among Population (%),2006,Oriental Mindoro,22,Province,Region IV-B,%
2302,Subsistence Incidence among Population (%),2009,Oriental Mindoro,14.1,Province,Region IV-B,%
2303,Subsistence Incidence among Population (%),2012,Oriental Mindoro,11.6,Province,Region IV-B,%
2304,Subsistence Incidence among Population (%),2015,Oriental Mindoro,9.8,Province,Region IV-B,%
2335,Subsistence Incidence among Population (%),1991,PHILIPPINES,17.6,Country,Philippines,%
2336,Subsistence Incidence among Population (%),2006,PHILIPPINES,12,Country,Philippines,%
2337,Subsistence Incidence among Population (%),2009,PHILIPPINES,10.9,Country,Philippines,%
2338,Subsistence Incidence among Population (%),2012,PHILIPPINES,10.4,Country,Philippines,%
2339,Subsistence Incidence among Population (%),2015,PHILIPPINES,8.1,Country,Philippines,%
2370,Subsistence Incidence among Population (%),1991,Palawan,,Province,Region IV-B,%
2371,Subsistence Incidence among Population (%),2006,Palawan,14.8,Province,Region IV-B,%
2372,Subsistence Incidence among Population (%),2009,Palawan,13.6,Province,Region IV-B,%
2373,Subsistence Incidence among Population (%),2012,Palawan,9.9,Province,Region IV-B,%
2374,Subsistence Incidence among Population (%),2015,Palawan,3.5,Province,Region IV-B,%
2405,Subsistence Incidence among Population (%),1991,Pampanga,,Province,Region III,%
2406,Subsistence Incidence among Population (%),2006,Pampanga,0.4,Province,Region III,%
2407,Subsistence Incidence among Population (%),2009,Pampanga,1.4,Province,Region III,%
2408,Subsistence Incidence among Population (%),2012,Pampanga,1.2,Province,Region III,%
2409,Subsistence Incidence among Population (%),2015,Pampanga,0.6,Province,Region III,%
2440,Subsistence Incidence among Population (%),1991,Pangasinan,,Province,Region I,%
2441,Subsistence Incidence among Population (%),2006,Pangasinan,10.9,Province,Region I,%
2442,Subsistence Incidence among Population (%),2009,Pangasinan,7.8,Province,Region I,%
2443,Subsistence Incidence among Population (%),2012,Pangasinan,5.6,Province,Region I,%
2444,Subsistence Incidence among Population (%),2015,Pangasinan,3.8,Province,Region I,%
2475,Subsistence Incidence among Population (%),1991,Quezon,,Province,Region VI-A,%
