,Variable,Year,province,value,adm_level,region,unit
37,Annual Per Capita Poverty Threshold (in Pesos),2009,Agusan del Sur,"19,107",Province,CARAGA,in Pesos
38,Annual Per Capita Poverty Threshold (in Pesos),2012,Agusan del Sur,"19,634",Province,CARAGA,in Pesos
39,Annual Per Capita Poverty Threshold (in Pesos),2015,Agusan del Sur,"22,957",Province,CARAGA,in Pesos
41,Annual Per Capita Poverty Threshold (in Pesos),2006,Aklan,"13,235",Province,Region VI,in Pesos
42,Annual Per Capita Poverty Threshold (in Pesos),2009,Aklan,"16,758",Province,Region VI,in Pesos
43,Annual Per Capita Poverty Threshold (in Pesos),2012,Aklan,"17,707",Province,Region VI,in Pesos
44,Annual Per Capita Poverty Threshold (in Pesos),2015,Aklan,"21,387",Province,Region VI,in Pesos
46,Annual Per Capita Poverty Threshold (in Pesos),2006,Albay,"13,413",Province,Region V,in Pesos
47,Annual Per Capita Poverty Threshold (in Pesos),2009,Albay,"17,098",Province,Region V,in Pesos
48,Annual Per Capita Poverty Threshold (in Pesos),2012,Albay,"18,610",Province,Region V,in Pesos
49,Annual Per Capita Poverty Threshold (in Pesos),2015,Albay,"22,081",Province,Region V,in Pesos
51,Annual Per Capita Poverty Threshold (in Pesos),2006,Antique,"13,497",Province,Region VI,in Pesos
52,Annual Per Capita Poverty Threshold (in Pesos),2009,Antique,"17,050",Province,Region VI,in Pesos
53,Annual Per Capita Poverty Threshold (in Pesos),2012,Antique,"17,160",Province,Region VI,in Pesos
54,Annual Per Capita Poverty Threshold (in Pesos),2015,Antique,"20,382",Province,Region VI,in Pesos
56,Annual Per Capita Poverty Threshold (in Pesos),2006,Apayao,"13,915",Province,CAR,in Pesos
57,Annual Per Capita Poverty Threshold (in Pesos),2009,Apayao,"16,923",Province,CAR,in Pesos
58,Annual Per Capita Poverty Threshold (in Pesos),2012,Apayao,"18,623",Province,CAR,in Pesos
59,Annual Per Capita Poverty Threshold (in Pesos),2015,Apayao,"20,947",Province,CAR,in Pesos
66,Annual Per Capita Poverty Threshold (in Pesos),2006,Basilan,"12,538",Province,ARMM,in Pesos
67,Annual Per Capita Poverty Threshold (in Pesos),2009,Basilan,"16,256",Province,ARMM,in Pesos
68,Annual Per Capita Poverty Threshold (in Pesos),2012,Basilan,"19,368",Province,ARMM,in Pesos
69,Annual Per Capita Poverty Threshold (in Pesos),2015,Basilan,"20,678",Province,ARMM,in Pesos
71,Annual Per Capita Poverty Threshold (in Pesos),2006,Bataan,"13,862",Province,Region III,in Pesos
72,Annual Per Capita Poverty Threshold (in Pesos),2009,Bataan,"17,643",Province,Region III,in Pesos
73,Annual Per Capita Poverty Threshold (in Pesos),2012,Bataan,"19,383",Province,Region III,in Pesos
74,Annual Per Capita Poverty Threshold (in Pesos),2015,Bataan,"24,770",Province,Region III,in Pesos
81,Annual Per Capita Poverty Threshold (in Pesos),2006,Batangas,"13,735",Province,Region VI-A,in Pesos
82,Annual Per Capita Poverty Threshold (in Pesos),2009,Batangas,"17,360",Province,Region VI-A,in Pesos
83,Annual Per Capita Poverty Threshold (in Pesos),2012,Batangas,"19,437",Province,Region VI-A,in Pesos
84,Annual Per Capita Poverty Threshold (in Pesos),2015,Batangas,"21,767",Province,Region VI-A,in Pesos
86,Annual Per Capita Poverty Threshold (in Pesos),2006,Benguet,"13,341",Province,CAR,in Pesos
87,Annual Per Capita Poverty Threshold (in Pesos),2009,Benguet,"16,217",Province,CAR,in Pesos
88,Annual Per Capita Poverty Threshold (in Pesos),2012,Benguet,"19,140",Province,CAR,in Pesos
89,Annual Per Capita Poverty Threshold (in Pesos),2015,Benguet,"21,561",Province,CAR,in Pesos
91,Annual Per Capita Poverty Threshold (in Pesos),2006,Biliran,"11,841",Province,Region VIII,in Pesos
92,Annual Per Capita Poverty Threshold (in Pesos),2009,Biliran,"15,350",Province,Region VIII,in Pesos
93,Annual Per Capita Poverty Threshold (in Pesos),2012,Biliran,"17,393",Province,Region VIII,in Pesos
94,Annual Per Capita Poverty Threshold (in Pesos),2015,Biliran,"21,008",Province,Region VIII,in Pesos
96,Annual Per Capita Poverty Threshold (in Pesos),2006,Bohol,"14,098",Province,Region VII,in Pesos
97,Annual Per Capita Poverty Threshold (in Pesos),2009,Bohol,"16,633",Province,Region VII,in Pesos
98,Annual Per Capita Poverty Threshold (in Pesos),2012,Bohol,"18,847",Province,Region VII,in Pesos
99,Annual Per Capita Poverty Threshold (in Pesos),2015,Bohol,"20,437",Province,Region VII,in Pesos
101,Annual Per Capita Poverty Threshold (in Pesos),2006,Bukidnon,"13,150",Province,Region X,in Pesos
102,Annual Per Capita Poverty Threshold (in Pesos),2009,Bukidnon,"17,210",Province,Region X,in Pesos
103,Annual Per Capita Poverty Threshold (in Pesos),2012,Bukidnon,"20,115",Province,Region X,in Pesos
104,Annual Per Capita Poverty Threshold (in Pesos),2015,Bukidnon,"23,682",Province,Region X,in Pesos
106,Annual Per Capita Poverty Threshold (in Pesos),2006,Bulacan,"14,671",Province,Region III,in Pesos
107,Annual Per Capita Poverty Threshold (in Pesos),2009,Bulacan,"18,434",Province,Region III,in Pesos
108,Annual Per Capita Poverty Threshold (in Pesos),2012,Bulacan,"19,910",Province,Region III,in Pesos
109,Annual Per Capita Poverty Threshold (in Pesos),2015,Bulacan,"21,989",Province,Region III,in Pesos
110,Annual Per Capita Poverty Threshold (in Pesos),1991,CAR,"6,706",Region,CAR,in Pesos
111,Annual Per Capita Poverty Threshold (in Pesos),2006,CAR,"14,107",Region,CAR,in Pesos
112,Annual Per Capita Poverty Threshold (in Pesos),2009,CAR,"17,243",Region,CAR,in Pesos
113,Annual Per Capita Poverty Threshold (in Pesos),2012,CAR,"19,483",Region,CAR,in Pesos
114,Annual Per Capita Poverty Threshold (in Pesos),2015,CAR,"21,770",Region,CAR,in Pesos
116,Annual Per Capita Poverty Threshold (in Pesos),2006,Cagayan,"14,355",Province,Region II,in Pesos
117,Annual Per Capita Poverty Threshold (in Pesos),2009,Cagayan,"17,866",Province,Region II,in Pesos
118,Annual Per Capita Poverty Threshold (in Pesos),2012,Cagayan,"18,741",Province,Region II,in Pesos
119,Annual Per Capita Poverty Threshold (in Pesos),2015,Cagayan,"21,094",Province,Region II,in Pesos
121,Annual Per Capita Poverty Threshold (in Pesos),2006,Camarines Norte,"13,066",Province,Region V,in Pesos
122,Annual Per Capita Poverty Threshold (in Pesos),2009,Camarines Norte,"16,675",Province,Region V,in Pesos
123,Annual Per Capita Poverty Threshold (in Pesos),2012,Camarines Norte,"18,390",Province,Region V,in Pesos
124,Annual Per Capita Poverty Threshold (in Pesos),2015,Camarines Norte,"22,096",Province,Region V,in Pesos
126,Annual Per Capita Poverty Threshold (in Pesos),2006,Camarines Sur,"13,492",Province,Region V,in Pesos
127,Annual Per Capita Poverty Threshold (in Pesos),2009,Camarines Sur,"17,223",Province,Region V,in Pesos
128,Annual Per Capita Poverty Threshold (in Pesos),2012,Camarines Sur,"18,717",Province,Region V,in Pesos
129,Annual Per Capita Poverty Threshold (in Pesos),2015,Camarines Sur,"22,154",Province,Region V,in Pesos
136,Annual Per Capita Poverty Threshold (in Pesos),2006,Capiz,"13,596",Province,Region VI,in Pesos
137,Annual Per Capita Poverty Threshold (in Pesos),2009,Capiz,"17,248",Province,Region VI,in Pesos
138,Annual Per Capita Poverty Threshold (in Pesos),2012,Capiz,"20,144",Province,Region VI,in Pesos
139,Annual Per Capita Poverty Threshold (in Pesos),2015,Capiz,"21,146",Province,Region VI,in Pesos
140,Annual Per Capita Poverty Threshold (in Pesos),1991,Caraga,"6,099",Region,CARAGA,in Pesos
141,Annual Per Capita Poverty Threshold (in Pesos),2006,Caraga,"14,324",Region,CARAGA,in Pesos
142,Annual Per Capita Poverty Threshold (in Pesos),2009,Caraga,"18,309",Region,CARAGA,in Pesos
143,Annual Per Capita Poverty Threshold (in Pesos),2012,Caraga,"19,629",Region,CARAGA,in Pesos
144,Annual Per Capita Poverty Threshold (in Pesos),2015,Caraga,"22,570",Region,CARAGA,in Pesos
146,Annual Per Capita Poverty Threshold (in Pesos),2006,Catanduanes,"13,369",Province,Region V,in Pesos
147,Annual Per Capita Poverty Threshold (in Pesos),2009,Catanduanes,"17,057",Province,Region V,in Pesos
148,Annual Per Capita Poverty Threshold (in Pesos),2012,Catanduanes,"18,303",Province,Region V,in Pesos
149,Annual Per Capita Poverty Threshold (in Pesos),2015,Catanduanes,"21,660",Province,Region V,in Pesos
151,Annual Per Capita Poverty Threshold (in Pesos),2006,Cavite,"13,343",Province,Region VI-A,in Pesos
152,Annual Per Capita Poverty Threshold (in Pesos),2009,Cavite,"16,677",Province,Region VI-A,in Pesos
153,Annual Per Capita Poverty Threshold (in Pesos),2012,Cavite,"19,948",Province,Region VI-A,in Pesos
154,Annual Per Capita Poverty Threshold (in Pesos),2015,Cavite,"24,882",Province,Region VI-A,in Pesos
156,Annual Per Capita Poverty Threshold (in Pesos),2006,Cebu,"15,064",Province,Region VII,in Pesos
157,Annual Per Capita Poverty Threshold (in Pesos),2009,Cebu,"17,770",Province,Region VII,in Pesos
158,Annual Per Capita Poverty Threshold (in Pesos),2012,Cebu,"18,855",Province,Region VII,in Pesos
159,Annual Per Capita Poverty Threshold (in Pesos),2015,Cebu,"21,740",Province,Region VII,in Pesos
161,Annual Per Capita Poverty Threshold (in Pesos),2006,Compostela Valley,"13,911",Province,Region XI,in Pesos
162,Annual Per Capita Poverty Threshold (in Pesos),2009,Compostela Valley,"17,788",Province,Region XI,in Pesos
163,Annual Per Capita Poverty Threshold (in Pesos),2012,Compostela Valley,"20,932",Province,Region XI,in Pesos
164,Annual Per Capita Poverty Threshold (in Pesos),2015,Compostela Valley,"22,740",Province,Region XI,in Pesos
171,Annual Per Capita Poverty Threshold (in Pesos),2006,Davao Oriental,"13,258",Province,Region XI,in Pesos
172,Annual Per Capita Poverty Threshold (in Pesos),2009,Davao Oriental,"16,948",Province,Region XI,in Pesos
173,Annual Per Capita Poverty Threshold (in Pesos),2012,Davao Oriental,"19,323",Province,Region XI,in Pesos
174,Annual Per Capita Poverty Threshold (in Pesos),2015,Davao Oriental,"22,210",Province,Region XI,in Pesos
176,Annual Per Capita Poverty Threshold (in Pesos),2006,Davao del Norte,"13,214",Province,Region XI,in Pesos
177,Annual Per Capita Poverty Threshold (in Pesos),2009,Davao del Norte,"16,863",Province,Region XI,in Pesos
178,Annual Per Capita Poverty Threshold (in Pesos),2012,Davao del Norte,"20,841",Province,Region XI,in Pesos
179,Annual Per Capita Poverty Threshold (in Pesos),2015,Davao del Norte,"24,424",Province,Region XI,in Pesos
181,Annual Per Capita Poverty Threshold (in Pesos),2006,Davao del Sur,"13,298",Province,Region XI,in Pesos
182,Annual Per Capita Poverty Threshold (in Pesos),2009,Davao del Sur,"17,046",Province,Region XI,in Pesos
183,Annual Per Capita Poverty Threshold (in Pesos),2012,Davao del Sur,"19,311",Province,Region XI,in Pesos
184,Annual Per Capita Poverty Threshold (in Pesos),2015,Davao del Sur,"21,846",Province,Region XI,in Pesos
186,Annual Per Capita Poverty Threshold (in Pesos),2006,Eastern Samar,"13,140",Province,Region VIII,in Pesos
187,Annual Per Capita Poverty Threshold (in Pesos),2009,Eastern Samar,"17,091",Province,Region VIII,in Pesos
188,Annual Per Capita Poverty Threshold (in Pesos),2012,Eastern Samar,"20,237",Province,Region VIII,in Pesos
189,Annual Per Capita Poverty Threshold (in Pesos),2015,Eastern Samar,"22,886",Province,Region VIII,in Pesos
196,Annual Per Capita Poverty Threshold (in Pesos),2006,Ifugao,"14,233",Province,CAR,in Pesos
197,Annual Per Capita Poverty Threshold (in Pesos),2009,Ifugao,"17,321",Province,CAR,in Pesos
198,Annual Per Capita Poverty Threshold (in Pesos),2012,Ifugao,"20,253",Province,CAR,in Pesos
199,Annual Per Capita Poverty Threshold (in Pesos),2015,Ifugao,"22,673",Province,CAR,in Pesos
201,Annual Per Capita Poverty Threshold (in Pesos),2006,Ilocos Norte,"14,512",Province,Region I,in Pesos
202,Annual Per Capita Poverty Threshold (in Pesos),2009,Ilocos Norte,"17,990",Province,Region I,in Pesos
203,Annual Per Capita Poverty Threshold (in Pesos),2012,Ilocos Norte,"18,953",Province,Region I,in Pesos
204,Annual Per Capita Poverty Threshold (in Pesos),2015,Ilocos Norte,"20,615",Province,Region I,in Pesos
206,Annual Per Capita Poverty Threshold (in Pesos),2006,Ilocos Sur,"14,836",Province,Region I,in Pesos
207,Annual Per Capita Poverty Threshold (in Pesos),2009,Ilocos Sur,"18,610",Province,Region I,in Pesos
208,Annual Per Capita Poverty Threshold (in Pesos),2012,Ilocos Sur,"20,885",Province,Region I,in Pesos
209,Annual Per Capita Poverty Threshold (in Pesos),2015,Ilocos Sur,"22,535",Province,Region I,in Pesos
211,Annual Per Capita Poverty Threshold (in Pesos),2006,Iloilo,"12,965",Province,Region VI,in Pesos
212,Annual Per Capita Poverty Threshold (in Pesos),2009,Iloilo,"16,448",Province,Region VI,in Pesos
213,Annual Per Capita Poverty Threshold (in Pesos),2012,Iloilo,"18,827",Province,Region VI,in Pesos
214,Annual Per Capita Poverty Threshold (in Pesos),2015,Iloilo,"22,117",Province,Region VI,in Pesos
216,Annual Per Capita Poverty Threshold (in Pesos),2006,Isabela,"13,702",Province,Region II,in Pesos
217,Annual Per Capita Poverty Threshold (in Pesos),2009,Isabela,"17,057",Province,Region II,in Pesos
218,Annual Per Capita Poverty Threshold (in Pesos),2012,Isabela,"19,400",Province,Region II,in Pesos
219,Annual Per Capita Poverty Threshold (in Pesos),2015,Isabela,"22,547",Province,Region II,in Pesos
226,Annual Per Capita Poverty Threshold (in Pesos),2006,Kalinga,"13,079",Province,CAR,in Pesos
227,Annual Per Capita Poverty Threshold (in Pesos),2009,Kalinga,"15,939",Province,CAR,in Pesos
228,Annual Per Capita Poverty Threshold (in Pesos),2012,Kalinga,"17,342",Province,CAR,in Pesos
229,Annual Per Capita Poverty Threshold (in Pesos),2015,Kalinga,"20,468",Province,CAR,in Pesos
231,Annual Per Capita Poverty Threshold (in Pesos),2006,La Union,"14,340",Province,Region I,in Pesos
232,Annual Per Capita Poverty Threshold (in Pesos),2009,La Union,"17,724",Province,Region I,in Pesos
233,Annual Per Capita Poverty Threshold (in Pesos),2012,La Union,"18,006",Province,Region I,in Pesos
234,Annual Per Capita Poverty Threshold (in Pesos),2015,La Union,"19,045",Province,Region I,in Pesos
236,Annual Per Capita Poverty Threshold (in Pesos),2006,Laguna,"13,637",Province,Region VI-A,in Pesos
237,Annual Per Capita Poverty Threshold (in Pesos),2009,Laguna,"17,412",Province,Region VI-A,in Pesos
238,Annual Per Capita Poverty Threshold (in Pesos),2012,Laguna,"19,857",Province,Region VI-A,in Pesos
239,Annual Per Capita Poverty Threshold (in Pesos),2015,Laguna,"21,770",Province,Region VI-A,in Pesos
241,Annual Per Capita Poverty Threshold (in Pesos),2006,Lanao del Norte,"12,519",Province,Region X,in Pesos
242,Annual Per Capita Poverty Threshold (in Pesos),2009,Lanao del Norte,"16,393",Province,Region X,in Pesos
243,Annual Per Capita Poverty Threshold (in Pesos),2012,Lanao del Norte,"18,907",Province,Region X,in Pesos
244,Annual Per Capita Poverty Threshold (in Pesos),2015,Lanao del Norte,"21,836",Province,Region X,in Pesos
246,Annual Per Capita Poverty Threshold (in Pesos),2006,Lanao del Sur,"13,116",Province,ARMM,in Pesos
247,Annual Per Capita Poverty Threshold (in Pesos),2009,Lanao del Sur,"17,024",Province,ARMM,in Pesos
248,Annual Per Capita Poverty Threshold (in Pesos),2012,Lanao del Sur,"22,665",Province,ARMM,in Pesos
249,Annual Per Capita Poverty Threshold (in Pesos),2015,Lanao del Sur,"22,802",Province,ARMM,in Pesos
251,Annual Per Capita Poverty Threshold (in Pesos),2006,Leyte,"12,493",Province,Region VIII,in Pesos
252,Annual Per Capita Poverty Threshold (in Pesos),2009,Leyte,"16,255",Province,Region VIII,in Pesos
253,Annual Per Capita Poverty Threshold (in Pesos),2012,Leyte,"17,561",Province,Region VIII,in Pesos
254,Annual Per Capita Poverty Threshold (in Pesos),2015,Leyte,"20,807",Province,Region VIII,in Pesos
256,Annual Per Capita Poverty Threshold (in Pesos),2006,Maguindanao,"12,877",Province,ARMM,in Pesos
257,Annual Per Capita Poverty Threshold (in Pesos),2009,Maguindanao,"16,701",Province,ARMM,in Pesos
258,Annual Per Capita Poverty Threshold (in Pesos),2012,Maguindanao,"18,873",Province,ARMM,in Pesos
259,Annual Per Capita Poverty Threshold (in Pesos),2015,Maguindanao,"21,423",Province,ARMM,in Pesos
261,Annual Per Capita Poverty Threshold (in Pesos),2006,Marinduque,"12,909",Province,Region IV-B,in Pesos
262,Annual Per Capita Poverty Threshold (in Pesos),2009,Marinduque,"15,678",Province,Region IV-B,in Pesos
263,Annual Per Capita Poverty Threshold (in Pesos),2012,Marinduque,"17,180",Province,Region IV-B,in Pesos
264,Annual Per Capita Poverty Threshold (in Pesos),2015,Marinduque,"19,722",Province,Region IV-B,in Pesos
266,Annual Per Capita Poverty Threshold (in Pesos),2006,Masbate,"12,866",Province,Region V,in Pesos
267,Annual Per Capita Poverty Threshold (in Pesos),2009,Masbate,"16,415",Province,Region V,in Pesos
268,Annual Per Capita Poverty Threshold (in Pesos),2012,Masbate,"17,487",Province,Region V,in Pesos
269,Annual Per Capita Poverty Threshold (in Pesos),2015,Masbate,"20,406",Province,Region V,in Pesos
271,Annual Per Capita Poverty Threshold (in Pesos),2006,Misamis Occidental,"12,199",Province,Region X,in Pesos
272,Annual Per Capita Poverty Threshold (in Pesos),2009,Misamis Occidental,"15,966",Province,Region X,in Pesos
273,Annual Per Capita Poverty Threshold (in Pesos),2012,Misamis Occidental,"18,127",Province,Region X,in Pesos
274,Annual Per Capita Poverty Threshold (in Pesos),2015,Misamis Occidental,"20,376",Province,Region X,in Pesos
276,Annual Per Capita Poverty Threshold (in Pesos),2006,Misamis Oriental,"13,430",Province,Region X,in Pesos
277,Annual Per Capita Poverty Threshold (in Pesos),2009,Misamis Oriental,"17,539",Province,Region X,in Pesos
278,Annual Per Capita Poverty Threshold (in Pesos),2012,Misamis Oriental,"18,938",Province,Region X,in Pesos
279,Annual Per Capita Poverty Threshold (in Pesos),2015,Misamis Oriental,"21,299",Province,Region X,in Pesos
281,Annual Per Capita Poverty Threshold (in Pesos),2006,Mt. Province,"14,910",Province,CAR,in Pesos
282,Annual Per Capita Poverty Threshold (in Pesos),2009,Mt. Province,"18,118",Province,CAR,in Pesos
283,Annual Per Capita Poverty Threshold (in Pesos),2012,Mt. Province,"21,138",Province,CAR,in Pesos
284,Annual Per Capita Poverty Threshold (in Pesos),2015,Mt. Province,"23,620",Province,CAR,in Pesos
285,Annual Per Capita Poverty Threshold (in Pesos),1991,NCR,"7,373",Region,NCR,in Pesos
286,Annual Per Capita Poverty Threshold (in Pesos),2006,NCR,"15,699",Region,NCR,in Pesos
287,Annual Per Capita Poverty Threshold (in Pesos),2009,NCR,"19,227",Region,NCR,in Pesos
288,Annual Per Capita Poverty Threshold (in Pesos),2012,NCR,"20,344",Region,NCR,in Pesos
289,Annual Per Capita Poverty Threshold (in Pesos),2015,NCR,"25,007",Region,NCR,in Pesos
291,Annual Per Capita Poverty Threshold (in Pesos),2006,Negros Occidental,"11,826",Province,Region VI,in Pesos
292,Annual Per Capita Poverty Threshold (in Pesos),2009,Negros Occidental,"14,921",Province,Region VI,in Pesos
293,Annual Per Capita Poverty Threshold (in Pesos),2012,Negros Occidental,"17,243",Province,Region VI,in Pesos
294,Annual Per Capita Poverty Threshold (in Pesos),2015,Negros Occidental,"20,464",Province,Region VI,in Pesos
296,Annual Per Capita Poverty Threshold (in Pesos),2006,Negros Oriental,"11,518",Province,Region VII,in Pesos
297,Annual Per Capita Poverty Threshold (in Pesos),2009,Negros Oriental,"13,625",Province,Region VII,in Pesos
298,Annual Per Capita Poverty Threshold (in Pesos),2012,Negros Oriental,"18,589",Province,Region VII,in Pesos
299,Annual Per Capita Poverty Threshold (in Pesos),2015,Negros Oriental,"22,823",Province,Region VII,in Pesos
301,Annual Per Capita Poverty Threshold (in Pesos),2006,North Cotabato,"12,077",Province,Region XII,in Pesos
302,Annual Per Capita Poverty Threshold (in Pesos),2009,North Cotabato,"14,862",Province,Region XII,in Pesos
303,Annual Per Capita Poverty Threshold (in Pesos),2012,North Cotabato,"18,340",Province,Region XII,in Pesos
304,Annual Per Capita Poverty Threshold (in Pesos),2015,North Cotabato,"20,555",Province,Region XII,in Pesos
306,Annual Per Capita Poverty Threshold (in Pesos),2006,Northern Samar,"12,959",Province,Region VIII,in Pesos
307,Annual Per Capita Poverty Threshold (in Pesos),2009,Northern Samar,"16,883",Province,Region VIII,in Pesos
308,Annual Per Capita Poverty Threshold (in Pesos),2012,Northern Samar,"19,197",Province,Region VIII,in Pesos
309,Annual Per Capita Poverty Threshold (in Pesos),2015,Northern Samar,"21,574",Province,Region VIII,in Pesos
311,Annual Per Capita Poverty Threshold (in Pesos),2006,Nueva Ecija,"14,857",Province,Region III,in Pesos
312,Annual Per Capita Poverty Threshold (in Pesos),2009,Nueva Ecija,"18,732",Province,Region III,in Pesos
313,Annual Per Capita Poverty Threshold (in Pesos),2012,Nueva Ecija,"20,847",Province,Region III,in Pesos
314,Annual Per Capita Poverty Threshold (in Pesos),2015,Nueva Ecija,"23,403",Province,Region III,in Pesos
316,Annual Per Capita Poverty Threshold (in Pesos),2006,Nueva Vizcaya,"13,402",Province,Region II,in Pesos
317,Annual Per Capita Poverty Threshold (in Pesos),2009,Nueva Vizcaya,"16,725",Province,Region II,in Pesos
318,Annual Per Capita Poverty Threshold (in Pesos),2012,Nueva Vizcaya,"18,709",Province,Region II,in Pesos
319,Annual Per Capita Poverty Threshold (in Pesos),2015,Nueva Vizcaya,"22,174",Province,Region II,in Pesos
321,Annual Per Capita Poverty Threshold (in Pesos),2006,Occidental Mindoro,"12,725",Province,Region IV-B,in Pesos
322,Annual Per Capita Poverty Threshold (in Pesos),2009,Occidental Mindoro,"15,937",Province,Region IV-B,in Pesos
323,Annual Per Capita Poverty Threshold (in Pesos),2012,Occidental Mindoro,"17,412",Province,Region IV-B,in Pesos
324,Annual Per Capita Poverty Threshold (in Pesos),2015,Occidental Mindoro,"19,994",Province,Region IV-B,in Pesos
326,Annual Per Capita Poverty Threshold (in Pesos),2006,Oriental Mindoro,"13,396",Province,Region IV-B,in Pesos
327,Annual Per Capita Poverty Threshold (in Pesos),2009,Oriental Mindoro,"16,710",Province,Region IV-B,in Pesos
328,Annual Per Capita Poverty Threshold (in Pesos),2012,Oriental Mindoro,"17,415",Province,Region IV-B,in Pesos
329,Annual Per Capita Poverty Threshold (in Pesos),2015,Oriental Mindoro,"20,410",Province,Region IV-B,in Pesos
330,Annual Per Capita Poverty Threshold (in Pesos),1991,PHILIPPINES,"5,949",Country,Philippines,in Pesos
331,Annual Per Capita Poverty Threshold (in Pesos),2006,PHILIPPINES,"13,357",Country,Philippines,in Pesos
332,Annual Per Capita Poverty Threshold (in Pesos),2009,PHILIPPINES,"16,871",Country,Philippines,in Pesos
333,Annual Per Capita Poverty Threshold (in Pesos),2012,PHILIPPINES,"18,935",Country,Philippines,in Pesos
334,Annual Per Capita Poverty Threshold (in Pesos),2015,PHILIPPINES,"21,753",Country,Philippines,in Pesos
336,Annual Per Capita Poverty Threshold (in Pesos),2006,Palawan,"11,521",Province,Region IV-B,in Pesos
337,Annual Per Capita Poverty Threshold (in Pesos),2009,Palawan,"14,418",Province,Region IV-B,in Pesos
338,Annual Per Capita Poverty Threshold (in Pesos),2012,Palawan,"16,696",Province,Region IV-B,in Pesos
339,Annual Per Capita Poverty Threshold (in Pesos),2015,Palawan,"19,435",Province,Region IV-B,in Pesos
341,Annual Per Capita Poverty Threshold (in Pesos),2006,Pampanga,"14,221",Province,Region III,in Pesos
342,Annual Per Capita Poverty Threshold (in Pesos),2009,Pampanga,"17,399",Province,Region III,in Pesos
343,Annual Per Capita Poverty Threshold (in Pesos),2012,Pampanga,"19,163",Province,Region III,in Pesos
344,Annual Per Capita Poverty Threshold (in Pesos),2015,Pampanga,"22,474",Province,Region III,in Pesos
346,Annual Per Capita Poverty Threshold (in Pesos),2006,Pangasinan,"13,860",Province,Region I,in Pesos
347,Annual Per Capita Poverty Threshold (in Pesos),2009,Pangasinan,"17,043",Province,Region I,in Pesos
348,Annual Per Capita Poverty Threshold (in Pesos),2012,Pangasinan,"17,949",Province,Region I,in Pesos
349,Annual Per Capita Poverty Threshold (in Pesos),2015,Pangasinan,"20,444",Province,Region I,in Pesos
351,Annual Per Capita Poverty Threshold (in Pesos),2006,Quezon,"12,784",Province,Region VI-A,in Pesos
