,Variable,Year,province,value,adm_level,region,unit
324,Magnitude of Subsistence Poor Population,2015,Occidental Mindoro,"116,050",Province,Region IV-B,population
326,Magnitude of Subsistence Poor Population,2006,Oriental Mindoro,"165,913",Province,Region IV-B,population
327,Magnitude of Subsistence Poor Population,2009,Oriental Mindoro,"109,601",Province,Region IV-B,population
328,Magnitude of Subsistence Poor Population,2012,Oriental Mindoro,"94,267",Province,Region IV-B,population
329,Magnitude of Subsistence Poor Population,2015,Oriental Mindoro,"81,963",Province,Region IV-B,population
336,Magnitude of Subsistence Poor Population,2006,Palawan,"133,586",Province,Region IV-B,population
337,Magnitude of Subsistence Poor Population,2009,Palawan,"131,035",Province,Region IV-B,population
338,Magnitude of Subsistence Poor Population,2012,Palawan,"103,732",Province,Region IV-B,population
339,Magnitude of Subsistence Poor Population,2015,Palawan,"36,737",Province,Region IV-B,population
341,Magnitude of Subsistence Poor Population,2006,Pampanga,"9,622",Province,Region III,population
342,Magnitude of Subsistence Poor Population,2009,Pampanga,"32,307",Province,Region III,population
343,Magnitude of Subsistence Poor Population,2012,Pampanga,"27,690",Province,Region III,population
344,Magnitude of Subsistence Poor Population,2015,Pampanga,"13,734",Province,Region III,population
346,Magnitude of Subsistence Poor Population,2006,Pangasinan,"292,795",Province,Region I,population
347,Magnitude of Subsistence Poor Population,2009,Pangasinan,"210,399",Province,Region I,population
348,Magnitude of Subsistence Poor Population,2012,Pangasinan,"158,771",Province,Region I,population
349,Magnitude of Subsistence Poor Population,2015,Pangasinan,"110,074",Province,Region I,population
351,Magnitude of Subsistence Poor Population,2006,Quezon,"170,415",Province,Region VI-A,population
352,Magnitude of Subsistence Poor Population,2009,Quezon,"138,390",Province,Region VI-A,population
353,Magnitude of Subsistence Poor Population,2012,Quezon,"131,609",Province,Region VI-A,population
354,Magnitude of Subsistence Poor Population,2015,Quezon,"149,099",Province,Region VI-A,population
356,Magnitude of Subsistence Poor Population,2006,Quirino,"7,062",Province,Region II,population
357,Magnitude of Subsistence Poor Population,2009,Quirino,"12,859",Province,Region II,population
358,Magnitude of Subsistence Poor Population,2012,Quirino,"2,306",Province,Region II,population
359,Magnitude of Subsistence Poor Population,2015,Quirino,"14,834",Province,Region II,population
360,Magnitude of Subsistence Poor Population,1991,Region I,"627,231",Region,Region I,population
361,Magnitude of Subsistence Poor Population,2006,Region I,"442,166",Region,Region I,population
362,Magnitude of Subsistence Poor Population,2009,Region I,"356,934",Region,Region I,population
363,Magnitude of Subsistence Poor Population,2012,Region I,"268,508",Region,Region I,population
364,Magnitude of Subsistence Poor Population,2015,Region I,"172,095",Region,Region I,population
365,Magnitude of Subsistence Poor Population,1991,Region II,"509,165",Province,Region II,population
366,Magnitude of Subsistence Poor Population,2006,Region II,"292,039",Province,Region II,population
367,Magnitude of Subsistence Poor Population,2009,Region II,"274,970",Province,Region II,population
368,Magnitude of Subsistence Poor Population,2012,Region II,"189,758",Province,Region II,population
369,Magnitude of Subsistence Poor Population,2015,Region II,"91,001",Province,Region II,population
370,Magnitude of Subsistence Poor Population,1991,Region III,"523,611",Region,Region III,population
371,Magnitude of Subsistence Poor Population,2006,Region III,"352,925",Region,Region III,population
372,Magnitude of Subsistence Poor Population,2009,Region III,"420,853",Region,Region III,population
373,Magnitude of Subsistence Poor Population,2012,Region III,"392,976",Region,Region III,population
374,Magnitude of Subsistence Poor Population,2015,Region III,"337,562",Region,Region III,population
375,Magnitude of Subsistence Poor Population,1991,Region IV-A,"459,980",Region,Region VI-A,population
376,Magnitude of Subsistence Poor Population,2006,Region IV-A,"362,560",Region,Region VI-A,population
377,Magnitude of Subsistence Poor Population,2009,Region IV-A,"343,604",Region,Region VI-A,population
378,Magnitude of Subsistence Poor Population,2012,Region IV-A,"417,528",Region,Region VI-A,population
379,Magnitude of Subsistence Poor Population,2015,Region IV-A,"330,699",Region,Region VI-A,population
380,Magnitude of Subsistence Poor Population,1991,Region IV-B,"445,752",Region,Region IV-B,population
381,Magnitude of Subsistence Poor Population,2006,Region IV-B,"479,297",Region,Region IV-B,population
382,Magnitude of Subsistence Poor Population,2009,Region IV-B,"372,600",Region,Region IV-B,population
383,Magnitude of Subsistence Poor Population,2012,Region IV-B,"349,338",Region,Region IV-B,population
384,Magnitude of Subsistence Poor Population,2015,Region IV-B,"274,684",Region,Region IV-B,population
385,Magnitude of Subsistence Poor Population,1991,Region IX,"493,741",Region,Region IX,population
386,Magnitude of Subsistence Poor Population,2006,Region IX,"831,494",Region,Region IX,population
387,Magnitude of Subsistence Poor Population,2009,Region IX,"872,323",Region,Region IX,population
388,Magnitude of Subsistence Poor Population,2012,Region IX,"670,255",Region,Region IX,population
389,Magnitude of Subsistence Poor Population,2015,Region IX,"498,897",Region,Region IX,population
390,Magnitude of Subsistence Poor Population,1991,Region V,"1,399,341",Region,Region V,population
391,Magnitude of Subsistence Poor Population,2006,Region V,"1,051,599",Region,Region V,population
392,Magnitude of Subsistence Poor Population,2009,Region V,"945,633",Region,Region V,population
393,Magnitude of Subsistence Poor Population,2012,Region V,"929,922",Region,Region V,population
394,Magnitude of Subsistence Poor Population,2015,Region V,"714,681",Region,Region V,population
395,Magnitude of Subsistence Poor Population,1991,Region VI,"1,105,586",Region,Region VI,population
396,Magnitude of Subsistence Poor Population,2006,Region VI,"765,455",Region,Region VI,population
397,Magnitude of Subsistence Poor Population,2009,Region VI,"761,360",Region,Region VI,population
398,Magnitude of Subsistence Poor Population,2012,Region VI,"795,985",Region,Region VI,population
399,Magnitude of Subsistence Poor Population,2015,Region VI,"559,183",Region,Region VI,population
400,Magnitude of Subsistence Poor Population,1991,Region VII,"1,150,331",Region,Region VII,population
401,Magnitude of Subsistence Poor Population,2006,Region VII,"1,191,152",Region,Region VII,population
402,Magnitude of Subsistence Poor Population,2009,Region VII,"960,201",Region,Region VII,population
403,Magnitude of Subsistence Poor Population,2012,Region VII,"943,523",Region,Region VII,population
404,Magnitude of Subsistence Poor Population,2015,Region VII,"884,177",Region,Region VII,population
405,Magnitude of Subsistence Poor Population,1991,Region VIII,"981,340",Region,Region VIII,population
406,Magnitude of Subsistence Poor Population,2006,Region VIII,"816,001",Region,Region VIII,population
407,Magnitude of Subsistence Poor Population,2009,Region VIII,"778,365",Region,Region VIII,population
408,Magnitude of Subsistence Poor Population,2012,Region VIII,"840,518",Region,Region VIII,population
409,Magnitude of Subsistence Poor Population,2015,Region VIII,"750,583",Region,Region VIII,population
410,Magnitude of Subsistence Poor Population,1991,Region X,"830,327",Region,Region X,population
411,Magnitude of Subsistence Poor Population,2006,Region X,"861,854",Region,Region X,population
412,Magnitude of Subsistence Poor Population,2009,Region X,"876,175",Region,Region X,population
413,Magnitude of Subsistence Poor Population,2012,Region X,"918,611",Region,Region X,population
414,Magnitude of Subsistence Poor Population,2015,Region X,"850,858",Region,Region X,population
415,Magnitude of Subsistence Poor Population,1991,Region XI,"576,150",Region,Region XI,population
416,Magnitude of Subsistence Poor Population,2006,Region XI,"645,724",Region,Region XI,population
417,Magnitude of Subsistence Poor Population,2009,Region XI,"642,900",Region,Region XI,population
418,Magnitude of Subsistence Poor Population,2012,Region XI,"602,248",Region,Region XI,population
419,Magnitude of Subsistence Poor Population,2015,Region XI,"374,332",Region,Region XI,population
420,Magnitude of Subsistence Poor Population,1991,Region XII,"720,950",Region,Region XII,population
